엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 실무경험 년수(년),창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,이자보상배율,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부
0,7.0,5,29.31,34.483,267.889,1.788,-119.697,20.0,0.0,50.0,3.0,2.0,0
0,0.0,10,9.091,13.636,589.025,6.406,5742.5,40.0,0.0,36.364,1.0,7.0,0
0,21.0,6,51.724,13.793,250.906,0.921,242.581,1.0,0.0,13.793,1.0,4.0,0
0,3.0,4,0.0,0.0,133.469,-16.885,-292.839,10.0,0.0,100.0,1.0,3.0,1
0,15.0,5,33.333,8.333,349.43,1.814,337.5,0.1,0.0,91.667,1.0,2.0,0
0,20.0,6,37.037,3.704,138.685,0.363,35.849,10.0,1.0,7.407,3.0,8.0,0
0,13.0,10,25.0,62.5,161.394,7.025,1045.833,0.0,0.0,98.0,1.0,2.0,0
0,27.0,5,55.556,22.222,436.629,2.382,1377.273,1.0,0.0,75.0,1.0,3.0,0
0,22.0,5,57.143,0.0,82.164,-0.724,96.682,6.0,0.0,64.286,3.0,1.0,0
0,14.0,6,57.812,12.5,23.154,4.209,284.615,5.0,0.0,30.0,1.0,3.0,0
0,10.0,6,22.222,55.556,356.96,3.026,1907.692,10.0,0.0,45.0,1.0,3.0,0
0,10.0,6,8.451,67.606,389.168,0.846,570.0,30.0,0.0,68.0,3.0,6.0,0
0,14.0,6,53.704,14.815,139.421,0.677,248.087,5.0,0.0,30.0,1.0,2.0,0
0,10.0,7,50.0,20.0,130.197,17.754,8673.077,8.0,0.0,60.0,3.0,2.0,0
0,20.0,6,50.0,0.0,222.098,2.714,1700.0,10.0,0.0,50.0,3.0,3.0,0
0,10.0,5,23.529,0.0,96.125,18.552,2441.176,10.0,0.0,18.0,1.0,6.0,0
0,22.0,6,53.333,20.0,133.665,7.228,625.0,0.01,0.01,30.0,2.0,2.0,0
0,7.0,6,0.0,45.0,121.525,3.798,436.977,0.03,0.0,25.0,1.0,5.0,0
0,13.0,6,0.0,16.667,475.739,1.932,3411.111,0.01,0.0,66.667,1.0,2.0,0
0,5.0,6,0.0,6.122,117.797,13.353,3072.0,0.5,0.0,84.0,3.0,2.0,0
0,8.0,6,0.0,17.647,125.343,3.779,418.103,60.0,20.0,29.412,3.0,6.0,0
1,6.0,6,5.405,83.784,108.402,4.316,1920.69,20.0,0.0,65.0,1.0,4.0,0
0,0.0,6,0.0,17.647,130.297,3.13,3136.364,0.01,0.0,41.176,1.0,4.0,0
0,7.0,7,26.316,36.842,144.747,3.372,322.727,0.01,0.01,73.684,3.0,2.0,0
0,13.0,6,0.0,26.087,118.869,3.48,774.648,3.0,2.0,26.087,1.0,7.0,0
0,0.0,5,28.571,11.905,126.939,3.692,548.293,6.0,3.0,30.952,3.0,8.0,1
0,5.0,6,58.333,8.333,68.029,2.067,126.797,2.0,0.01,60.0,3.0,4.0,0
0,5.0,6,60.714,7.143,70.638,1.092,119.192,2.0,0.0,60.0,3.0,4.0,0
0,8.0,6,37.5,0.0,101.018,1.114,152.778,10.0,0.0,83.0,1.0,2.0,0
0,0.0,3,56.322,6.322,96.883,-3.865,-173.763,10.0,0.01,43.0,3.0,3.0,0
0,0.0,3,45.0,4.375,98.559,1.658,908.511,10.0,0.01,43.0,3.0,3.0,0
0,20.0,5,25.0,0.0,200.679,1.134,174.194,10.0,0.0,65.0,3.0,4.0,0
0,10.0,6,25.641,7.692,97.488,3.741,198.568,15.0,0.0,76.923,1.0,4.0,0
0,10.0,6,33.333,11.111,131.185,13.396,147600.0,5.0,0.0,57.0,3.0,1.0,0
0,7.0,5,40.659,6.593,97.488,3.738,198.568,8.0,0.01,35.165,1.0,7.0,0
0,22.0,6,0.0,0.0,334.061,0.828,713.333,0.03,0.3,88.889,3.0,5.0,0
0,12.0,7,0.0,87.5,120.418,5.045,384.0,0.01,0.01,93.75,3.0,5.0,0
0,3.0,6,0.0,32.0,130.0,11.988,5086.957,16.72,0.0,36.0,1.0,7.0,0
0,0.0,10,41.732,5.512,107.889,1.166,3250.0,10.0,0.01,50.394,3.0,3.0,1
0,2.0,7,9.091,27.273,52.673,2.015,-6256.25,30.0,0.0,36.364,3.0,2.0,0
0,20.0,6,37.5,37.5,52.673,2.015,-6262.5,0.01,0.0,100.0,1.0,2.0,0
0,0.0,6,58.974,15.385,92.26,-8.709,-2792.857,20.0,0.0,75.0,1.0,3.0,0
0,20.0,7,0.0,0.0,122.063,5.398,827.869,5.0,0.0,75.0,3.0,2.0,0
0,13.0,6,3.571,23.214,87.219,1.553,138.677,70.0,0.0,26.786,1.0,7.0,0
1,3.0,5,5.0,51.667,84.319,1.218,203.03,5.0,0.0,100.0,1.0,3.0,0
0,5.0,8,8.197,72.951,104.255,3.681,4500.0,7.0,0.0,85.0,3.0,6.0,0
0,15.0,6,0.0,0.0,197.46,7.908,1780.556,1.0,0.0,100.0,1.0,2.0,0
0,6.0,6,60.0,20.0,89.735,2.399,27.273,4.0,0.0,100.0,1.0,3.0,0
0,16.0,5,8.333,8.333,124.347,7.507,1309.121,5.0,0.0,85.0,3.0,3.0,0
0,8.0,10,28.571,0.0,95.631,1.727,194.595,10.0,0.0,83.0,1.0,2.0,0
0,0.0,3,70.625,4.375,105.562,3.406,394.323,10.0,0.01,43.0,3.0,3.0,0
0,13.0,6,9.259,22.222,96.172,1.475,240.206,5.0,0.1,70.0,3.0,1.0,0
0,16.0,5,6.25,15.625,134.671,7.386,1444.444,10.0,0.0,90.0,3.0,4.0,0
1,3.0,1,16.0,5.0,15.516,-247.308,-1234.075,60.0,20.0,80.0,3.0,3.0,0
0,5.0,6,4.0,48.0,142.899,2.772,808.0,1.0,0.0,36.0,1.0,5.0,0
0,10.0,6,9.091,18.182,215.755,6.669,4325.0,40.0,0.0,72.727,1.0,1.0,0
0,12.0,6,0.0,27.778,206.234,6.126,4414.286,10.0,0.0,94.444,3.0,1.0,0
0,18.0,5,0.0,33.333,198.765,-9.606,-1974.545,0.1,0.01,48.889,3.0,6.0,1
0,20.0,7,44.444,33.333,133.784,2.073,408.333,1.0,0.0,0.0,1.0,4.0,0
0,10.0,6,18.519,29.63,112.947,0.862,26.484,20.0,0.0,70.0,1.0,1.0,0
0,20.0,7,40.0,40.0,107.877,0.811,172.727,1.0,0.0,0.0,1.0,1.0,0
0,0.0,6,7.407,7.407,171.439,22.824,25114.286,0.5,0.01,42.0,3.0,2.0,0
0,10.0,6,15.0,25.0,112.405,-1.35,110.707,20.0,0.0,70.0,1.0,1.0,0
1,10.0,6,4.762,9.524,139.791,6.325,7740.0,0.5,0.01,40.0,3.0,2.0,0
0,20.0,7,33.333,50.0,115.559,0.898,310.0,1.0,0.0,20.0,1.0,1.0,0
0,8.0,6,43.396,16.981,162.729,2.181,20100.0,4.0,0.01,69.811,1.0,6.0,0
0,30.0,5,40.0,12.0,314.467,0.219,50.0,1.0,1.0,60.0,1.0,3.0,0
0,6.0,3,0.0,0.0,143.753,1.976,94.745,15.0,0.0,97.0,1.0,2.0,0
0,10.0,6,25.0,39.286,108.333,-3.577,-21.321,2.0,0.01,50.0,1.0,1.0,0
0,20.0,10,0.0,33.333,111.353,-2.686,-579.167,14.46,0.0,41.667,1.0,4.0,0
0,10.0,6,0.0,42.857,35.465,-377.049,-6225.0,5.0,0.0,72.0,3.0,1.0,0
0,1.0,6,21.277,17.021,162.729,2.185,20100.0,0.02,0.0,12.766,1.0,4.0,0
0,8.0,5,0.0,10.345,409.075,-0.05,-125.714,3.0,0.3,63.793,3.0,6.0,0
0,5.0,7,35.714,21.429,172.842,0.665,33.333,1.0,0.0,92.857,1.0,2.0,0
0,10.0,6,40.0,6.667,145.782,6.718,541.304,0.01,0.01,86.667,3.0,1.0,0
0,15.0,5,25.0,50.0,138.21,25.645,12050.0,30.0,0.0,40.0,1.0,4.0,0
0,4.0,4,33.333,33.333,135.353,29.64,23800.0,10.0,0.0,44.444,1.0,4.0,0
0,18.0,5,44.444,22.222,122.002,22.102,3550.0,30.0,0.0,40.0,1.0,3.0,0
0,18.0,5,33.333,22.222,98.401,20.778,2325.0,30.0,0.0,16.0,1.0,1.0,0
0,11.0,7,0.0,20.0,93.127,19.262,147600.0,0.01,0.0,70.0,1.0,4.0,0
0,7.0,6,0.0,20.0,62.177,5.215,275.449,2.0,0.0,80.0,1.0,2.0,0
0,5.0,7,0.0,0.0,137.474,2.431,368.116,5.0,0.0,66.667,3.0,1.0,0
0,17.0,5,0.0,0.0,183.508,7.001,8675.0,1.0,0.0,100.0,1.0,2.0,0
0,10.0,6,0.0,66.667,139.13,1.562,154.545,0.01,0.0,33.333,1.0,1.0,0
0,5.0,6,0.0,0.0,310.976,5.219,3920.0,1.0,0.0,10.0,1.0,3.0,0
0,10.0,5,0.0,0.0,998.317,0.063,107.658,10.0,0.0,71.429,1.0,3.0,0
0,7.0,6,0.0,0.0,998.317,0.063,107.658,1.0,0.0,50.0,1.0,2.0,0
0,8.0,6,33.333,22.222,506.649,2.677,1558.621,10.0,0.0,40.0,1.0,1.0,0
0,3.0,6,0.0,14.286,198.203,11.072,6908.333,0.01,0.0,71.429,3.0,1.0,0
0,15.0,7,0.0,64.706,114.14,13.741,3044.0,8.0,0.0,100.0,1.0,3.0,0
0,13.0,6,0.0,0.0,225.168,1.043,275.0,9.0,0.0,100.0,1.0,1.0,0
0,5.0,6,0.0,22.727,230.647,6.871,16141.176,9.0,0.0,68.182,1.0,7.0,0
0,15.0,6,0.0,0.0,79.042,0.484,99.248,2.0,0.0,27.778,1.0,2.0,0
0,28.0,7,12.5,37.5,129.719,3.947,2200.0,1.0,0.1,25.0,3.0,8.0,0
0,15.0,6,0.0,6.667,101.693,-2.177,690.244,0.01,0.0,53.333,3.0,4.0,0
0,22.0,5,0.0,8.333,388.779,1.829,751.852,15.0,10.0,87.5,3.0,4.0,1
0,9.0,6,0.0,20.833,388.779,1.829,751.852,0.4,0.1,54.167,3.0,5.0,0
0,16.0,6,0.0,12.0,230.647,6.871,16141.176,0.01,0.0,32.0,1.0,3.0,0
0,12.0,7,0.0,20.0,198.203,11.072,6908.333,3.0,0.0,90.0,1.0,2.0,0
0,10.0,7,12.0,16.0,202.577,1.672,236.364,0.2,0.4,52.0,3.0,5.0,0
0,8.0,6,0.0,0.0,255.42,0.895,288.031,5.0,0.1,71.429,3.0,5.0,0
0,7.0,5,25.0,75.0,79.42,4.127,415.0,0.1,0.0,34.0,3.0,1.0,0
0,7.0,5,57.143,28.571,62.444,3.214,184.483,1.0,0.01,33.0,3.0,1.0,0
0,0.0,7,27.273,22.727,53.673,5.533,358.757,0.5,0.1,45.455,3.0,5.0,0
0,17.0,6,0.0,42.466,238.601,-15.522,-1590.244,2.0,0.3,69.863,3.0,6.0,1
0,3.0,6,50.0,25.0,162.593,1.422,224.719,4.0,0.0,100.0,3.0,2.0,0
0,4.0,10,0.0,0.0,201.545,2.597,396.0,2.0,0.0,70.0,1.0,5.0,0
0,20.0,5,28.571,4.762,177.926,2.342,666.667,3.0,0.0,14.286,1.0,3.0,0
0,8.0,6,44.444,0.0,1868.724,0.356,657.143,0.0,0.01,82.0,3.0,1.0,0
0,0.0,6,0.0,16.667,318.156,7.047,3714.894,10.0,0.0,58.333,3.0,2.0,0
0,5.0,6,36.364,18.182,161.323,3.708,437.079,7.0,0.0,63.636,3.0,5.0,0
0,0.0,2,0.0,6.897,333.635,4.58,1406.796,0.01,0.0,62.069,1.0,7.0,1
0,10.0,5,0.0,6.061,333.635,4.58,1406.796,5.0,0.1,75.758,3.0,2.0,1
0,3.0,6,72.204,2.303,196.482,3.228,1207.652,8.0,0.0,90.0,3.0,2.0,1
0,2.0,5,10.185,64.815,167.734,-1.493,58.317,1.0,0.0,80.0,1.0,4.0,0
0,10.0,6,0.0,9.615,122.311,15.136,1349.353,5.0,0.0,72.0,3.0,3.0,1
0,0.0,6,0.0,0.0,175.314,1.938,297.597,3.0,0.0,60.0,3.0,4.0,0
0,4.0,8,70.0,7.778,151.038,1.3,167.143,15.0,0.0,26.0,1.0,4.0,0
0,4.0,6,47.5,10.0,140.839,2.773,84.536,12.0,0.0,26.0,1.0,2.0,0
0,8.0,6,15.385,30.769,96.378,4.585,394.34,0.01,0.01,84.615,3.0,5.0,0
0,15.0,7,23.077,38.462,96.366,4.585,393.396,1.0,0.0,84.615,1.0,3.0,0
0,18.0,6,0.0,33.333,51.515,1.103,25.0,0.01,0.01,100.0,3.0,3.0,0
0,0.0,6,7.407,0.0,265.728,4.307,1277.907,0.01,0.0,7.0,1.0,1.0,0
0,4.0,6,0.0,25.0,144.694,-24.473,-36650.0,0.01,0.01,67.5,3.0,4.0,0
0,7.0,6,2.5,6.25,128.139,0.467,134.746,80.0,0.0,73.75,3.0,5.0,0
0,18.0,6,0.0,33.333,215.447,-5.553,-574.194,0.1,0.0,55.556,1.0,3.0,0
0,8.0,7,0.0,11.823,54.145,-18.7,-36650.0,60.0,0.0,53.202,1.0,3.0,0
0,10.0,6,0.0,15.385,154.494,1.294,291.803,0.1,0.0,38.462,3.0,7.0,0
0,7.0,5,55.556,0.0,139.171,4.519,903.571,3.0,0.0,47.222,1.0,7.0,0
0,7.0,5,32.653,12.245,73.942,-1.233,826.43,8.0,1.0,48.98,3.0,2.0,0
0,18.0,6,0.0,14.815,292.47,4.232,2228.571,20.0,0.0,44.444,1.0,3.0,0
0,13.0,10,0.0,13.793,521.913,4.675,4362.5,5.0,0.0,75.862,1.0,8.0,0
0,5.0,6,0.0,17.647,410.0,2.439,1162.5,1.0,0.0,41.176,3.0,3.0,0
0,6.0,5,20.0,0.0,369.858,6.72,3796.078,3.0,20.0,66.0,1.0,3.0,0
0,18.0,8,0.0,20.755,23.747,-86.529,-239.957,55.0,0.0,41.509,1.0,6.0,1
0,10.0,6,0.0,9.302,73.942,-1.233,826.43,10.0,0.01,62.791,3.0,3.0,0
0,6.0,6,4.255,7.447,463.746,0.033,445.238,5.0,0.0,60.0,1.0,6.0,0
0,6.0,6,9.091,3.636,395.922,-0.9,-423.622,5.0,0.0,60.0,1.0,3.0,0
0,4.0,9,5.634,12.676,933.495,0.263,576.056,0.01,0.5,81.4,2.0,5.0,0
0,2.0,6,73.529,14.706,69.59,9.145,588.889,15.0,0.0,60.0,3.0,4.0,0
0,0.0,6,13.793,17.241,49.74,7.345,-120.115,0.05,0.0,80.0,3.0,3.0,0
1,7.0,6,44.444,22.222,53.329,2.76,344.444,0.01,0.0,45.0,3.0,2.0,0
0,7.0,6,20.0,40.0,37.547,2.419,100.0,0.01,0.0,70.0,3.0,3.0,1
0,9.0,6,55.882,17.647,308.323,2.266,282.699,12.0,0.8,40.0,3.0,1.0,0
0,0.0,6,2.985,5.97,404.162,1.315,668.932,0.02,0.01,40.0,3.0,2.0,0
0,0.0,6,7.407,18.519,175.893,6.195,2362.136,0.05,0.0,80.0,3.0,2.0,0
0,12.0,6,7.407,18.519,646.006,2.042,12516.667,5.0,0.0,64.0,3.0,2.0,0
0,15.0,6,0.0,30.0,239.204,-39.546,-13624.176,42.0,0.0,51.667,1.0,6.0,0
0,7.0,6,0.0,7.407,141.76,-4.572,-463.462,1.0,0.0,88.889,1.0,2.0,0
0,8.0,6,6.25,18.75,224.154,2.087,206.111,28.0,0.0,45.312,1.0,5.0,0
0,3.0,6,0.0,0.0,110.995,-135.377,-4000.0,0.1,0.0,80.0,1.0,2.0,0
0,2.0,5,0.0,0.0,316.005,0.91,113.043,5.0,0.0,66.667,3.0,7.0,0
0,5.0,6,0.0,6.667,227.89,-5.904,-3537.209,10.0,0.0,20.0,3.0,8.0,0
0,10.0,1,0.0,28.571,45.204,4.412,182.5,80.0,0.0,88.571,3.0,2.0,0
0,6.0,6,0.0,0.0,238.5,10.269,5612.598,0.2,0.0,36.0,1.0,2.0,0
0,14.0,6,0.0,0.0,271.106,0.902,365.306,15.0,0.0,42.623,1.0,7.0,0
0,10.0,6,0.0,0.0,341.236,1.982,980.0,0.1,0.0,50.0,1.0,3.0,0
0,13.0,6,0.0,23.077,126.308,3.814,566.667,1.0,0.0,53.846,1.0,2.0,0
0,10.0,5,0.0,0.0,434.297,1.509,198.02,6.0,0.0,80.0,3.0,7.0,0
0,0.0,5,24.812,52.632,214.1,-15.042,-36650.0,10.0,0.0,80.0,1.0,5.0,0
1,3.0,5,12.698,0.0,42.854,-37.524,-940.284,10.0,1.0,80.0,1.0,7.0,1
0,15.0,7,50.0,0.0,43.604,-16.421,-59.259,1.0,0.0,33.333,1.0,7.0,0
0,15.0,6,0.0,14.286,43.497,17.157,28.571,0.01,0.0,85.714,1.0,1.0,0
0,5.0,6,0.0,16.667,157.116,3.767,232.692,0.1,0.0,50.0,3.0,8.0,0
0,12.0,6,0.0,25.0,96.935,-64.725,-1682.609,0.01,0.0,100.0,1.0,3.0,0
0,5.0,6,0.0,15.625,359.66,2.091,200.0,5.0,0.0,65.625,1.0,4.0,0
0,10.0,5,0.0,12.5,63.046,3.852,212.519,5.0,0.0,88.75,3.0,2.0,1
0,0.0,9,0.0,10.0,109.224,7.669,1298.246,2.0,0.0,56.0,1.0,2.0,0
0,0.0,5,0.0,10.811,173.142,8.137,2137.755,5.0,0.0,25.0,1.0,1.0,0
0,0.0,6,0.0,9.434,551.204,1.872,619.048,5.0,0.1,35.0,3.0,4.0,0
0,10.0,6,0.0,0.0,161.312,4.776,202.705,10.0,0.0,45.0,1.0,7.0,1
0,8.0,6,0.0,8.333,217.862,1.533,152.174,1.0,0.0,50.0,1.0,2.0,0
0,3.0,6,0.0,0.0,261.94,17.769,147600.0,1.0,0.0,90.0,3.0,1.0,0
0,3.0,5,0.0,100.0,89.549,8.023,-297.26,0.1,0.0,50.0,1.0,1.0,0
0,4.0,6,40.0,13.333,124.063,-7.02,-1741.667,0.1,0.0,40.0,1.0,2.0,0
0,0.0,10,12.5,56.25,107.032,0.114,2000.0,3.0,0.0,100.0,1.0,6.0,0
0,4.0,2,0.0,5.882,1259.485,3.477,147600.0,1.0,0.0,100.0,1.0,5.0,0
1,7.0,6,33.333,33.333,60.687,2.194,133.333,0.01,0.0,50.0,3.0,3.0,1
0,4.0,9,0.0,14.667,874.685,-5.381,-2794.366,0.01,0.5,72.0,2.0,5.0,0
0,6.0,10,25.0,41.667,1868.724,9.883,1175.0,0.1,0.0,58.333,1.0,1.0,0
0,14.0,6,0.0,36.364,334.254,1.167,463.636,2.0,0.0,90.909,3.0,2.0,0
0,3.0,7,58.025,12.963,85.96,4.088,281.303,7.0,0.0,85.0,3.0,5.0,1
0,10.0,6,0.0,20.0,275.237,0.143,244.444,3.0,0.0,100.0,1.0,7.0,0
0,3.0,6,0.0,0.0,197.104,1.261,207.483,5.0,0.0,40.0,1.0,5.0,0
0,20.0,6,0.0,0.0,197.104,1.261,207.483,5.0,0.0,27.273,1.0,7.0,0
0,2.0,5,0.0,20.213,260.869,-9.687,-20779.661,8.0,0.0,82.979,3.0,5.0,0
0,10.0,7,0.0,0.0,260.873,-9.687,-20779.661,5.0,0.0,14.981,1.0,2.0,1
0,0.0,6,66.447,3.289,76.192,0.494,123.982,5.0,0.0,29.0,3.0,3.0,0
0,0.0,6,67.192,3.155,64.05,-4.597,-11.715,5.0,0.0,29.0,3.0,3.0,0
0,15.0,6,0.0,0.0,203.977,4.025,876.923,1.0,0.0,36.364,3.0,2.0,0
0,20.0,10,0.0,0.0,340.687,1.102,466.0,5.0,0.0,17.857,1.0,3.0,0
0,8.0,6,13.247,72.468,57.469,-103.079,-188.678,10.0,0.0,80.0,3.0,2.0,1
0,0.0,6,0.794,0.992,56.96,-3.524,159.603,2.0,0.0,37.0,3.0,1.0,0
0,15.0,6,0.0,0.0,921.735,0.466,137.705,2.0,0.0,62.5,1.0,2.0,0
0,15.0,5,0.0,6.422,370.302,0.639,231.557,5.0,0.1,79.817,3.0,2.0,0
0,2.0,6,12.5,37.5,212.943,5.536,2583.333,1.0,0.0,62.5,1.0,3.0,0
0,10.0,6,0.0,0.0,921.735,0.466,137.705,3.0,0.1,80.0,3.0,5.0,0
0,8.0,5,0.0,0.0,145.581,1.651,190.0,30.0,0.0,10.0,1.0,1.0,0
0,10.0,6,37.5,12.5,275.121,4.393,531.25,0.01,0.0,45.833,1.0,2.0,0
0,8.0,10,0.0,4.167,271.066,0.814,483.333,1.0,0.0,20.833,3.0,5.0,0
0,1.0,5,7.985,60.456,31.159,-53.599,-936.497,7.0,0.0,99.0,3.0,3.0,1
0,4.0,6,6.061,0.0,146.672,0.641,205.155,2.0,0.0,88.0,1.0,8.0,0
0,6.5,6,0.0,70.0,105.781,8.028,605.385,40.0,0.0,80.0,1.0,3.0,0
0,10.0,6,50.0,20.0,105.768,8.028,605.385,5.0,0.0,35.0,3.0,8.0,0
0,10.0,6,0.0,50.0,209.756,41.86,-36650.0,0.01,0.0,50.0,1.0,8.0,0
0,16.0,5,25.862,8.621,73.258,-6.502,-56.687,15.0,0.01,53.448,3.0,7.0,0
1,5.0,6,10.0,0.0,91.154,3.971,315.613,0.0,0.0,86.0,1.0,5.0,1
0,2.0,6,11.111,0.0,318.429,1.188,544.118,50.0,0.0,100.0,1.0,3.0,0
1,0.0,10,13.333,0.0,72.523,-64.596,-1863.636,5.0,0.0,67.0,3.0,4.0,1
0,3.0,5,33.333,55.556,263.831,9.351,2934.286,15.0,0.0,95.0,3.0,1.0,0
0,3.0,7,0.0,33.333,58.523,57.321,18350.0,0.5,0.0,66.667,1.0,5.0,0
0,10.0,6,0.0,70.0,130.518,8.676,1680.0,5.0,0.0,80.0,1.0,6.0,0
0,0.0,6,0.0,0.0,177.94,2.771,802.857,2.0,0.0,68.0,1.0,2.0,0
0,0.0,6,0.0,50.0,194.722,4.207,1076.471,10.0,0.0,100.0,1.0,2.0,0
0,25.0,9,1.55,0.0,54.974,1.335,479.532,15.0,0.0,39.0,1.0,3.0,0
0,16.0,5,6.25,6.25,119.571,9.456,1689.437,15.0,0.0,47.0,3.0,2.0,0
0,7.0,6,0.0,0.0,131.147,5.757,147600.0,5.0,0.0,70.0,3.0,3.0,1
0,17.0,6,62.162,8.108,116.425,1.932,191.935,0.01,0.0,73.0,1.0,3.0,0
0,20.0,6,27.273,27.273,37.995,8.819,251.899,10.0,0.0,20.0,1.0,3.0,1
0,9.0,6,0.0,9.259,118.784,0.616,92.288,3.0,0.0,83.0,3.0,2.0,0
0,3.0,6,60.0,10.0,78.934,19.33,2771.429,1.0,0.0,40.0,1.0,3.0,0
0,10.0,6,69.333,11.333,83.161,-5.119,-1132.544,10.0,0.0,63.0,3.0,3.0,0
0,20.0,6,50.0,15.0,177.515,4.315,690.476,2.0,0.0,60.0,3.0,8.0,0
0,7.0,6,50.0,6.897,68.829,-28.453,-25112.5,5.0,0.0,60.345,3.0,8.0,0
0,14.0,6,0.0,42.138,79.276,1.434,1316.477,12.0,0.0,57.233,1.0,7.0,0
0,6.0,6,10.256,0.0,151.177,3.029,4560.0,2.0,0.0,84.0,1.0,6.0,0
0,25.0,6,50.0,4.545,79.273,1.434,1316.477,15.0,0.0,59.659,1.0,7.0,0
0,10.0,6,0.0,0.0,74.331,1.555,157.143,30.0,0.0,54.0,3.0,4.0,0
0,8.0,6,12.5,0.0,86.496,2.358,157.143,5.0,0.0,100.0,1.0,6.0,0
0,3.0,6,0.0,40.0,55.831,10.298,525.641,50.0,0.0,60.0,1.0,3.0,0
0,10.0,6,44.144,4.505,97.654,-16.763,-147.648,10.0,0.0,55.856,3.0,8.0,0
0,0.0,6,0.0,0.0,112.035,7.846,740.909,1.0,0.0,34.0,1.0,5.0,0
0,0.0,2,22.222,44.444,47.17,-15.5,-276.923,0.1,0.0,55.556,2.0,8.0,0
0,10.0,1,25.0,50.0,58.325,2.277,-16.667,5.0,0.0,70.0,3.0,2.0,0
0,20.0,6,25.0,16.667,48.44,8.59,433.333,10.0,0.0,10.0,1.0,3.0,0
0,25.0,9,76.667,6.667,51.546,-20.816,834.568,15.0,0.0,39.0,1.0,3.0,0
0,17.0,6,48.649,0.0,223.439,1.995,337.037,0.01,0.0,73.0,1.0,4.0,0
0,5.0,9,77.381,10.714,39.804,16.675,323.451,15.0,0.0,54.0,1.0,2.0,0
0,16.0,5,64.0,16.0,188.93,8.593,1122.68,15.0,0.0,47.0,3.0,4.0,0
0,10.0,1,33.333,50.0,40.278,1.437,-300.0,5.0,0.0,20.0,3.0,2.0,0
0,7.0,6,4.762,30.476,173.19,9.604,8622.727,30.0,0.0,75.0,3.0,8.0,0
0,17.0,6,51.22,0.0,258.811,-0.164,82.927,0.01,0.0,73.0,1.0,4.0,0
0,3.0,4,0.0,0.0,44.978,1.942,-350.0,30.0,0.0,100.0,1.0,3.0,0
0,5.0,6,28.571,0.0,87.595,2.601,333.333,0.1,0.0,42.857,1.0,3.0,0
0,5.0,5,60.0,0.0,79.616,5.259,129.268,12.15,0.0,100.0,1.0,3.0,0
0,15.0,6,60.0,13.333,303.781,4.783,2526.531,10.0,0.0,13.333,3.0,7.0,0
0,1.0,5,4.124,3.093,73.939,5.474,299.554,45.0,0.01,60.0,3.0,2.0,0
0,7.0,6,0.0,10.989,173.78,7.887,12974.194,5.0,0.0,75.0,3.0,8.0,0
0,12.0,6,23.529,5.882,303.781,4.783,2579.167,13.0,0.0,58.824,1.0,2.0,0
0,6.0,6,3.704,5.556,13.817,-1739.26,-204.84,0.01,0.0,72.0,3.0,2.0,0
0,10.0,6,1.316,90.789,103.813,-20.984,-2355.556,2.0,0.0,74.0,1.0,1.0,1
0,0.0,10,42.424,33.333,38.41,21.935,147600.0,10.0,0.01,34.0,3.0,2.0,0
0,5.0,5,6.25,31.25,96.097,-241.213,-36650.0,10.0,0.5,67.0,1.0,5.0,0
0,3.0,5,2.299,74.713,23.004,-73.733,-634.994,0.01,0.01,63.0,3.0,2.0,0
0,11.0,6,5.797,43.478,93.333,-137.32,-6694.048,0.5,5.0,60.0,1.0,7.0,0
0,13.0,6,4.762,35.714,78.069,12.261,1405.686,25.0,1.0,73.0,1.0,3.0,0
0,6.0,6,0.0,25.0,487.462,45.758,520.659,2.0,0.0,75.0,3.0,5.0,0
0,5.0,6,7.407,37.037,60.388,4.605,1793.939,5.0,0.0,76.0,3.0,2.0,0
0,8.0,6,0.0,33.333,121.942,-7.166,-920.0,7.0,0.0,55.0,1.0,3.0,0
0,20.0,7,66.667,33.333,3.492,-168.182,-375.0,50.0,0.0,0.0,3.0,4.0,0
0,5.0,6,0.0,43.478,124.486,-9.945,9585.294,5.0,0.0,74.0,3.0,2.0,0
0,5.0,6,9.091,11.364,82.113,28.901,72437.5,0.0,0.02,60.0,1.0,4.0,0
0,13.0,6,5.0,20.0,75.759,5.211,1535.872,20.0,1.0,68.0,1.0,3.0,0
0,0.0,6,0.0,22.222,29.686,-42.497,-247.425,2.0,0.0,80.0,3.0,3.0,1
1,15.0,6,6.977,9.302,1.124,-1739.26,-19143.75,2.0,0.0,90.0,3.0,2.0,1
0,2.0,6,0.323,59.032,180.112,-15.601,-32288.889,10.0,0.5,74.0,3.0,5.0,0
0,0.0,9,23.529,47.059,103.697,2.852,850.0,0.5,0.0,33.0,3.0,3.0,0
0,25.0,6,5.556,1.667,128.309,37.665,93790.909,2.0,0.0,92.0,1.0,3.0,0
0,11.0,6,5.797,43.478,30.363,-148.871,-4694.444,0.5,5.0,60.0,1.0,7.0,0
0,5.0,6,0.0,13.514,11.85,3.678,-180.833,0.0,0.02,60.0,1.0,4.0,0
0,9.0,6,7.895,10.526,111.967,-4.664,96.154,0.2,0.0,76.0,3.0,3.0,0
