벤처확인 유형,엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 최종학력,창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,ROE,주력제품 국내 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부,연구개발관련전담부서보유여부
2,0,3,6,25.0,37.5,20.559,8.097,6.07,20.0,25.0,3.0,3.0,0,1.0
2,1,1,6,30.0,60.0,4.428,-1252.308,-211.429,3.0,50.0,3.0,1.0,0,1.0
3,1,3,3,35.0,27.5,50.035,-6.827,-5.005,1.0,65.0,1.0,2.0,1,1.0
2,0,1,5,22.222,66.667,142.824,2.653,9.821,2.0,60.0,3.0,3.0,0,1.0
3,0,2,6,50.0,9.722,112.969,10.596,16.357,5.0,10.0,1.0,3.0,1,4.0
4,0,1,1,41.667,33.333,35.173,7.081,5.089,0.1,37.0,1.0,4.0,0,1.0
2,0,1,1,63.235,11.765,37.08,17.747,7.091,0.2,38.0,3.0,8.0,1,1.0
2,0,1,1,50.0,25.0,39.913,7.112,6.494,0.01,34.0,3.0,4.0,0,2.0
2,0,1,4,40.0,40.0,32.081,15.481,13.975,7.0,60.0,3.0,4.0,0,2.0
2,0,1,4,33.333,44.444,66.883,10.441,10.636,7.0,75.0,3.0,7.0,0,1.0
1,0,3,6,33.333,5.556,65.954,0.944,1.819,0.01,50.0,1.0,3.0,0,1.0
2,0,2,5,66.667,11.111,337.461,6.524,37.807,10.0,40.0,3.0,2.0,0,4.0
4,0,2,5,29.63,29.63,59.357,32.682,20.734,0.5,58.0,3.0,3.0,0,2.0
2,0,3,6,36.364,18.182,21.182,-57.268,-281.818,10.0,70.0,3.0,1.0,0,1.0
2,0,3,6,25.0,0.0,65.801,3.307,6.362,0.01,25.0,1.0,2.0,0,3.0
1,0,3,6,64.865,10.811,121.684,2.341,13.593,8.0,32.432,1.0,1.0,0,1.0
2,0,2,8,50.0,25.0,40.557,9.181,9.858,20.0,40.0,3.0,3.0,0,1.0
2,0,5,6,50.0,0.0,6.367,-30.882,-5.691,0.5,0.0,3.0,2.0,0,1.0
2,1,2,8,55.556,33.333,36.549,9.675,9.992,10.0,44.0,3.0,3.0,0,1.0
3,0,2,6,81.356,1.695,128.685,11.938,20.632,5.0,10.0,1.0,7.0,0,1.0
2,1,3,6,67.935,14.13,128.825,2.726,10.818,6.0,26.087,3.0,5.0,0,2.0
2,0,5,6,50.0,0.0,58.659,31.746,25.74,3.0,0.0,1.0,1.0,0,4.0
2,0,2,7,42.857,28.571,177.953,3.54,16.162,5.0,30.0,3.0,2.0,0,1.0
2,0,3,5,16.667,33.333,28.729,-40.934,87.135,0.1,40.0,3.0,3.0,0,1.0
2,0,1,1,57.143,21.429,74.206,2.226,4.815,20.0,10.0,3.0,7.0,0,1.0
4,0,1,1,67.273,14.545,59.453,26.389,22.486,0.2,16.0,3.0,8.0,0,1.0
2,0,3,6,61.905,9.524,93.14,0.421,3.714,10.0,27.0,1.0,3.0,0,1.0
2,0,3,6,66.667,33.333,44.086,-85.366,36.082,1.0,100.0,3.0,4.0,0,2.0
2,0,1,5,33.333,33.333,95.238,2.917,9.231,3.0,33.0,3.0,3.0,0,3.0
2,1,1,1,25.0,37.5,23.2,3.373,1.647,0.01,66.0,3.0,4.0,0,1.0
2,0,3,6,60.0,40.0,17.5,-45.714,-66.667,1.0,100.0,3.0,3.0,0,2.0
2,0,1,5,40.0,53.333,90.276,2.572,4.856,2.0,20.0,3.0,3.0,0,1.0
2,0,5,6,25.0,0.0,62.078,20.217,21.041,3.0,0.0,1.0,1.0,0,1.0
2,0,3,6,74.286,5.0,90.714,2.967,22.95,10.0,27.0,1.0,3.0,0,1.0
2,0,3,6,65.476,7.143,79.091,1.248,9.611,10.0,27.0,1.0,3.0,0,1.0
2,0,1,5,40.0,46.667,118.145,4.792,11.186,2.0,20.0,3.0,3.0,0,1.0
2,0,1,1,28.571,28.571,38.934,11.61,8.848,0.01,34.0,3.0,4.0,0,3.0
2,0,2,8,57.143,14.286,47.447,12.133,12.217,10.0,40.0,3.0,4.0,0,4.0
2,0,3,5,20.0,40.0,20.413,-64.045,777.273,0.1,70.0,3.0,6.0,0,1.0
2,0,3,6,37.5,6.25,63.641,-9.731,-43.734,0.01,50.0,3.0,3.0,0,2.0
2,0,3,5,50.0,25.0,8.908,-291.935,-241.333,0.01,66.0,3.0,7.0,0,1.0
3,0,2,6,80.702,1.754,147.132,11.688,26.636,5.0,24.0,1.0,4.0,0,1.0
2,0,1,1,67.213,13.115,35.15,17.97,6.825,0.2,16.0,3.0,8.0,0,1.0
2,0,3,6,40.0,40.0,49.777,-70.547,28.583,3.0,80.0,3.0,4.0,0,1.0
2,0,3,2,20.0,65.455,164.058,4.606,24.321,10.0,24.752,1.0,2.0,0,1.0
2,0,2,6,85.417,4.167,84.253,2.598,9.017,10.0,6.25,1.0,2.0,0,1.0
4,0,2,4,0.0,72.727,12.291,-376.061,-55.501,15.0,18.182,1.0,7.0,1,2.0
2,0,3,5,60.0,0.0,109.66,1.861,12.0,5.0,100.0,3.0,1.0,0,2.0
3,0,2,6,65.314,14.76,102.124,9.388,15.971,0.8,31.734,1.0,4.0,0,1.0
4,0,1,10,27.206,30.882,39.244,20.195,8.157,20.0,56.618,3.0,5.0,0,1.0
2,0,3,10,25.0,37.5,66.869,3.085,8.763,5.0,100.0,2.0,2.0,0,1.0
3,0,5,6,22.642,28.302,266.046,7.707,37.951,10.0,32.075,3.0,2.0,0,1.0
2,1,2,3,27.273,54.545,16.754,-176.007,-143.862,0.01,45.455,3.0,1.0,1,1.0
2,0,5,6,56.522,4.348,126.032,4.916,22.35,0.0,20.0,3.0,5.0,0,1.0
2,0,1,1,9.091,27.273,174.894,0.292,0.913,0.01,48.0,1.0,4.0,0,1.0
2,0,1,1,35.294,52.941,24.558,10.163,9.682,20.0,20.0,3.0,7.0,0,1.0
2,0,2,6,63.158,15.789,74.983,2.402,5.109,5.0,71.5,3.0,2.0,0,1.0
2,0,3,10,53.285,2.19,161.401,20.282,45.434,0.1,20.0,1.0,5.0,0,1.0
2,0,1,1,25.0,37.5,183.565,0.281,0.809,0.01,54.0,1.0,4.0,0,3.0
3,0,1,1,50.0,31.25,34.886,10.72,13.028,20.0,40.0,3.0,1.0,1,3.0
2,0,2,6,63.158,10.526,104.485,5.098,13.273,5.0,40.0,3.0,3.0,0,1.0
3,0,1,1,26.667,60.0,30.724,1.631,2.01,20.0,20.0,3.0,3.0,0,1.0
2,0,1,1,33.333,33.333,128.38,-9.614,-23.349,0.01,48.0,1.0,4.0,0,1.0
1,0,3,9,61.111,11.111,46.247,7.743,7.137,10.0,31.0,3.0,5.0,0,1.0
1,0,3,9,52.941,11.765,39.555,5.473,4.414,10.0,12.0,3.0,3.0,0,1.0
2,0,3,10,52.8,2.4,127.508,15.855,30.689,0.1,20.0,1.0,5.0,0,1.0
2,0,3,6,21.053,36.842,87.56,1.098,5.724,2.0,100.0,1.0,3.0,0,2.0
1,0,3,6,0.0,0.0,151.387,4.415,24.201,8.0,90.0,1.0,2.0,0,1.0
2,0,3,6,71.233,4.11,89.192,11.406,34.356,14.48,28.767,1.0,3.0,0,1.0
3,0,1,1,40.0,10.0,60.553,20.682,20.156,10.0,35.0,3.0,2.0,0,1.0
2,0,2,6,73.913,8.696,72.08,3.588,8.101,30.0,21.739,3.0,2.0,0,3.0
2,0,3,6,50.0,50.0,33.134,3.153,9.333,10.0,0.0,3.0,4.0,0,2.0
2,0,3,6,55.0,15.0,122.904,4.054,7.863,10.0,75.0,1.0,2.0,0,1.0
4,0,3,6,48.0,28.0,49.239,2.817,2.758,3.0,48.0,3.0,1.0,0,2.0
1,0,3,5,0.0,18.182,415.066,3.711,47.832,0.0,100.0,2.0,4.0,0,1.0
2,0,5,6,23.81,34.921,29.074,1.433,0.95,70.0,46.032,3.0,4.0,0,1.0
2,0,3,6,29.545,18.182,55.48,7.111,11.309,10.0,10.0,3.0,3.0,0,1.0
2,0,3,6,73.684,0.0,221.972,1.651,25.848,5.0,50.0,3.0,3.0,0,1.0
2,0,3,6,28.889,20.0,54.086,-11.925,-16.273,10.0,10.0,3.0,3.0,0,2.0
2,0,2,4,52.174,34.783,223.101,4.774,11.383,3.0,36.0,3.0,1.0,0,1.0
4,0,2,4,50.0,36.364,234.674,3.605,10.124,3.0,36.0,3.0,1.0,0,4.0
1,0,5,2,75.0,0.0,67.689,7.317,10.606,1.0,25.0,1.0,2.0,0,1.0
2,0,3,6,71.053,10.526,144.353,2.674,11.912,10.0,33.0,1.0,3.0,0,4.0
2,0,3,5,80.0,0.0,86.475,4.359,12.319,0.01,0.0,1.0,1.0,0,1.0
2,0,3,5,85.714,0.0,116.355,5.823,23.77,0.01,66.0,1.0,4.0,0,4.0
2,0,3,5,53.247,10.39,226.685,0.635,5.817,2.0,18.0,1.0,3.0,1,1.0
2,0,3,6,73.171,9.756,167.045,1.553,7.255,10.0,33.0,1.0,3.0,0,2.0
2,0,2,5,31.034,24.138,132.413,0.649,1.196,10.0,21.0,1.0,7.0,0,2.0
2,0,3,5,18.421,13.158,203.098,3.209,19.798,1.0,40.0,3.0,6.0,0,2.0
2,0,1,6,50.0,21.739,194.139,6.544,21.698,3.0,20.0,3.0,5.0,0,1.0
2,0,3,5,20.513,12.821,205.89,2.352,15.241,1.0,31.0,3.0,6.0,0,1.0
2,0,3,9,11.111,22.222,148.747,-5.618,-23.81,0.2,87.5,3.0,5.0,0,4.0
2,0,3,9,11.111,44.444,57.381,-49.664,-93.277,1.0,87.0,3.0,5.0,0,2.0
2,0,3,5,38.889,30.556,165.693,2.757,12.29,10.0,100.0,1.0,3.0,0,1.0
2,0,3,5,41.667,25.0,194.832,3.722,13.216,3.0,85.0,3.0,2.0,0,2.0
2,0,3,5,22.857,5.714,139.528,1.332,4.606,1.0,42.857,3.0,3.0,0,1.0
2,0,3,6,65.854,7.317,127.59,2.871,11.022,10.78,26.829,1.0,6.0,0,2.0
2,0,5,6,52.941,8.824,127.778,3.181,12.679,1.0,29.412,1.0,1.0,0,1.0
2,0,3,6,69.697,0.0,127.776,3.181,12.679,1.0,51.515,1.0,4.0,0,4.0
2,0,2,4,40.0,12.0,215.245,2.471,5.512,3.0,36.0,3.0,1.0,0,2.0
2,0,3,9,33.333,16.667,224.597,2.692,29.657,5.0,30.0,3.0,1.0,0,2.0
2,0,3,6,72.093,11.628,65.914,4.123,6.173,0.1,10.0,3.0,6.0,0,1.0
2,0,3,6,56.098,7.317,148.644,4.261,15.72,10.0,36.0,1.0,3.0,0,1.0
2,0,3,6,34.091,9.091,93.205,3.31,3.551,8.0,54.545,3.0,7.0,0,1.0
2,0,3,9,40.816,12.245,101.234,3.01,9.186,9.0,41.0,1.0,3.0,0,4.0
2,0,3,6,22.222,0.0,27.112,3.697,4.988,5.0,22.0,3.0,7.0,0,4.0
2,0,3,6,62.5,0.0,34.403,6.728,21.256,5.0,0.0,3.0,3.0,0,1.0
3,1,3,10,23.913,2.174,19.666,-98.091,-68.471,15.0,98.0,1.0,1.0,1,4.0
2,0,3,5,50.0,33.333,24.598,-87.437,102.053,0.5,20.0,3.0,3.0,0,2.0
3,0,2,6,73.333,0.0,34.243,0.569,0.237,6.0,22.222,3.0,1.0,0,2.0
4,0,3,6,80.0,0.0,73.419,5.709,29.056,0.01,27.0,1.0,1.0,0,3.0
1,0,3,6,53.333,0.0,166.99,5.61,24.712,4.0,6.667,1.0,4.0,0,3.0
2,0,3,5,53.846,15.385,45.244,-267.655,114.533,0.1,38.462,1.0,3.0,0,1.0
2,0,5,6,50.0,12.5,416.043,3.041,25.112,5.0,25.0,3.0,3.0,0,1.0
2,0,1,5,40.625,12.5,39.762,6.749,8.962,5.0,58.0,3.0,5.0,0,4.0
2,0,5,6,46.154,15.385,25.108,-41.031,-767.857,1.0,15.385,1.0,2.0,0,4.0
2,0,2,5,0.0,100.0,8.377,-174.336,-30.401,0.1,50.0,1.0,2.0,0,1.0
2,0,3,5,61.538,0.0,1.43,-381.132,-89.579,15.0,90.0,1.0,4.0,0,1.0
1,0,3,5,62.963,9.259,104.472,1.47,8.303,2.0,30.0,3.0,3.0,0,1.0
2,0,2,5,0.0,22.222,266.126,22.843,109.544,1.0,77.778,1.0,2.0,0,1.0
1,0,3,5,63.542,8.333,71.079,21.535,65.515,15.0,32.292,1.0,7.0,0,4.0
2,0,4,6,82.609,0.0,99.037,0.595,2.759,3.0,10.0,3.0,1.0,0,1.0
2,0,5,6,68.027,10.884,33.897,-1.06,-0.416,5.0,60.0,1.0,3.0,0,1.0
2,0,5,6,73.973,10.959,56.513,8.214,4.947,5.0,23.0,1.0,3.0,0,1.0
2,0,5,6,47.619,19.048,37.971,10.686,4.995,30.0,30.476,1.0,2.0,0,1.0
2,0,5,6,57.895,12.632,44.371,8.35,4.329,8.0,88.0,3.0,2.0,0,1.0
2,0,4,6,77.778,5.556,68.841,3.242,4.896,5.0,12.0,1.0,4.0,0,1.0
2,0,3,6,45.833,2.083,36.82,5.491,5.44,40.0,33.0,3.0,2.0,0,1.0
2,0,3,6,76.331,3.55,94.83,1.817,4.122,0.03,20.0,1.0,2.0,0,1.0
2,0,4,6,83.333,0.0,68.535,3.242,4.808,10.0,8.0,1.0,4.0,0,2.0
2,0,3,5,62.5,25.0,393.575,5.023,-400.0,1.0,50.0,3.0,5.0,0,3.0
2,0,3,6,67.299,25.118,78.697,3.006,4.673,7.0,80.0,2.0,7.0,0,3.0
2,0,3,6,45.161,12.903,42.905,22.695,35.534,25.0,48.387,3.0,2.0,0,1.0
2,0,3,5,40.0,13.333,115.288,2.983,12.891,1.0,46.667,1.0,4.0,0,1.0
2,0,4,6,76.471,5.882,85.059,3.286,5.347,10.0,8.0,1.0,2.0,0,3.0
2,0,5,10,75.806,0.0,143.893,1.817,10.913,0.01,20.0,1.0,5.0,0,3.0
2,0,3,5,50.0,17.797,136.438,17.187,59.898,0.5,55.0,1.0,5.0,0,1.0
2,0,3,6,45.833,2.083,38.917,-31.38,-64.346,40.0,33.0,3.0,3.0,0,3.0
2,0,5,10,74.046,2.29,152.945,0.229,1.548,0.1,20.0,1.0,3.0,0,3.0
2,0,3,5,57.143,28.571,467.356,0.738,-107.143,1.0,50.0,3.0,4.0,0,1.0
2,0,3,5,27.826,8.696,80.776,0.956,1.363,5.0,65.0,3.0,4.0,0,1.0
2,0,3,5,37.5,25.0,499.83,1.698,106.383,1.0,60.0,3.0,3.0,0,3.0
2,0,1,4,25.0,50.0,89.774,7.462,7.853,20.0,50.0,3.0,2.0,0,1.0
2,0,2,5,44.571,12.0,149.004,5.834,23.637,0.5,55.0,1.0,5.0,0,4.0
2,0,5,6,73.333,0.0,76.89,0.148,0.79,0.3,20.0,3.0,1.0,0,2.0
2,0,3,6,68.493,5.479,60.516,-12.618,-57.183,70.0,27.0,1.0,4.0,0,4.0
2,0,3,6,83.333,0.0,59.081,4.797,37.5,0.5,33.4,3.0,5.0,0,3.0
2,0,5,6,44.444,22.222,24.966,4.624,2.501,3.0,32.0,1.0,2.0,0,1.0
2,0,3,6,80.0,20.0,38.696,2.996,11.823,0.5,100.0,3.0,7.0,0,4.0
2,0,5,6,62.5,12.5,88.726,2.751,13.247,7.0,12.5,1.0,3.0,0,1.0
2,0,3,10,61.039,3.896,284.803,0.139,0.972,1.0,30.0,1.0,3.0,0,4.0
2,0,3,6,74.468,6.383,102.834,2.27,6.656,10.0,12.0,1.0,1.0,0,1.0
2,0,3,9,85.714,0.0,68.975,5.502,13.256,0.5,25.0,3.0,1.0,0,1.0
2,0,3,6,71.429,0.0,98.135,17.544,23.669,3.0,32.0,3.0,1.0,0,4.0
2,0,3,3,9.783,63.043,152.781,15.254,29.659,7.0,80.0,1.0,3.0,0,1.0
2,0,5,9,41.284,6.422,72.915,2.826,8.049,40.0,30.0,1.0,3.0,0,2.0
2,0,5,6,64.583,10.417,66.047,3.413,8.541,0.02,30.0,1.0,2.0,0,1.0
2,0,3,5,50.0,35.714,129.963,1.106,4.814,3.0,50.0,1.0,4.0,0,1.0
1,0,5,6,64.583,10.417,93.072,-30.707,1112.5,0.02,30.0,1.0,3.0,0,4.0
2,0,5,9,20.988,2.469,67.649,2.435,4.904,40.0,30.0,1.0,3.0,0,1.0
2,0,3,5,83.333,0.0,53.376,1.916,3.887,4.23,16.667,1.0,4.0,0,1.0
2,0,5,6,76.596,5.319,105.895,5.577,19.478,0.3,22.34,1.0,4.0,0,1.0
2,0,3,6,6.364,57.273,136.519,13.601,29.476,8.0,90.0,1.0,2.0,0,2.0
2,1,5,9,75.0,6.25,78.165,6.815,11.148,30.0,8.0,1.0,4.0,0,3.0
2,0,5,6,54.167,10.417,79.533,3.499,6.171,10.0,30.0,1.0,5.0,0,1.0
2,0,5,6,53.191,10.638,98.467,1.11,3.382,10.0,30.0,1.0,4.0,0,1.0
2,0,5,6,66.667,8.0,61.172,0.817,1.535,5.0,38.0,1.0,3.0,0,1.0
2,0,3,6,0.0,0.0,120.492,5.291,11.457,5.0,95.0,1.0,5.0,0,2.0
2,0,3,6,22.059,66.176,99.512,1.304,2.996,20.0,84.0,3.0,2.0,1,3.0
1,0,5,6,27.273,63.636,137.363,8.768,22.997,2.0,0.0,1.0,3.0,0,1.0
2,0,5,9,62.5,12.5,46.595,4.92,16.915,5.0,28.0,1.0,1.0,0,1.0
2,0,1,6,66.667,33.333,89.377,1.23,3.061,0.6,33.333,3.0,2.0,0,1.0
2,0,3,6,33.333,11.111,89.847,42.548,58.452,10.0,42.222,3.0,7.0,0,1.0
2,0,2,6,63.235,8.824,86.661,0.72,2.116,5.0,20.588,1.0,3.0,0,1.0
2,0,5,10,84.615,2.308,75.209,4.051,56.0,20.0,7.692,3.0,7.0,0,1.0
2,0,2,6,47.273,9.091,79.736,0.515,1.259,0.02,43.0,1.0,2.0,0,4.0
1,0,5,6,55.556,11.111,200.712,8.033,43.95,0.5,42.9,3.0,3.0,0,1.0
2,0,5,6,33.333,11.111,1868.724,25.271,1112.5,10.0,11.111,3.0,1.0,0,1.0
2,0,2,6,56.364,14.545,80.069,5.23,13.548,0.01,30.0,1.0,2.0,0,3.0
2,0,2,6,57.576,10.606,89.437,0.732,1.869,0.01,20.0,1.0,2.0,0,1.0
2,0,4,6,50.0,0.0,191.479,2.957,16.044,5.0,20.0,1.0,1.0,0,1.0
2,0,5,10,11.111,16.667,115.754,3.488,16.706,10.93,22.222,1.0,2.0,0,3.0
2,0,2,6,22.222,55.556,333.832,3.838,29.432,18.0,95.0,3.0,3.0,0,3.0
2,0,5,6,41.667,5.556,168.634,2.952,14.432,3.0,32.0,3.0,2.0,0,1.0
2,0,5,6,55.556,0.0,264.434,5.142,38.702,3.0,38.0,3.0,2.0,0,4.0
2,0,5,6,53.333,13.333,112.874,-10.167,-94.198,0.3,40.0,2.0,8.0,0,1.0
1,0,5,6,65.217,8.696,219.275,2.076,16.836,0.01,40.0,2.0,8.0,0,1.0
2,0,5,10,72.0,0.0,61.556,4.123,6.075,2.0,8.0,1.0,4.0,0,4.0
2,0,4,6,76.812,10.145,74.62,2.968,5.389,0.5,22.0,1.0,4.0,0,1.0
2,1,5,6,68.085,0.0,79.068,1.181,8.576,0.03,22.0,3.0,8.0,0,4.0
2,1,5,6,68.085,0.0,65.844,-14.569,-415.769,0.03,22.0,3.0,1.0,0,1.0
2,0,5,6,67.407,6.667,97.123,3.984,9.481,0.05,30.0,3.0,5.0,0,1.0
2,0,3,6,58.974,15.385,208.482,1.345,18.018,20.0,30.769,1.0,3.0,0,1.0
2,0,3,6,17.073,36.585,83.763,2.795,5.373,7.0,87.0,1.0,4.0,0,4.0
2,0,5,6,75.714,2.857,83.679,2.37,4.204,1.0,24.286,1.0,3.0,0,1.0
4,0,5,6,73.267,5.941,85.465,4.755,11.222,20.0,23.0,3.0,1.0,0,1.0
4,0,5,6,86.598,5.155,78.851,5.06,10.657,20.0,30.0,3.0,2.0,0,1.0
2,0,3,6,65.517,13.793,101.028,6.818,29.646,4.0,50.0,3.0,1.0,0,1.0
1,0,3,6,42.308,23.077,66.339,-13.951,-154.795,4.0,60.0,3.0,7.0,0,1.0
2,0,3,6,46.429,21.429,98.347,5.432,29.14,4.0,60.0,3.0,1.0,0,1.0
4,0,5,6,86.508,5.556,75.883,2.582,5.222,15.0,18.254,3.0,8.0,0,1.0
2,0,3,6,74.074,0.0,50.885,2.817,3.771,10.0,18.519,1.0,2.0,0,3.0
2,0,2,5,73.171,12.195,67.448,0.774,2.225,30.0,9.756,3.0,5.0,0,1.0
2,0,3,6,85.965,0.0,86.896,-2.37,-5.637,30.0,60.0,1.0,5.0,0,3.0
4,0,3,6,58.333,18.75,50.078,-2.317,-3.938,0.2,31.25,1.0,3.0,0,1.0
2,0,3,6,64.583,18.75,61.883,0.879,1.496,0.05,24.0,1.0,2.0,0,4.0
2,0,3,6,62.295,18.033,67.268,-0.88,-1.64,0.05,24.0,1.0,2.0,0,1.0
2,0,3,6,61.728,7.407,99.359,3.376,10.559,0.5,30.0,1.0,5.0,0,1.0
2,0,3,7,14.286,28.571,81.376,7.735,9.203,2.0,100.0,1.0,2.0,0,3.0
2,0,2,6,75.0,25.0,7.689,-165.482,-246.97,2.0,25.0,3.0,4.0,0,4.0
2,0,5,10,80.0,0.0,89.336,4.091,11.917,5.0,0.0,1.0,2.0,0,3.0
2,0,3,6,71.429,0.0,121.538,8.71,24.225,5.0,28.571,3.0,2.0,0,4.0
2,0,5,7,43.333,13.333,128.285,0.818,13.327,80.0,23.333,1.0,4.0,0,1.0
2,0,3,6,58.333,8.333,160.904,20.096,61.867,0.5,35.0,3.0,1.0,0,2.0
2,0,3,6,33.333,33.333,147.685,6.628,20.787,5.0,22.0,1.0,3.0,0,2.0
1,0,5,10,66.667,0.0,33.032,7.286,24.39,0.1,0.0,1.0,4.0,0,2.0
2,0,3,6,50.0,7.143,62.588,-15.207,-30.471,5.0,7.143,1.0,2.0,0,4.0
2,0,1,6,27.869,19.672,127.262,-15.96,-120.779,20.0,50.0,3.0,4.0,0,1.0
2,0,1,6,19.672,13.115,132.157,-16.041,-76.05,20.0,50.0,3.0,4.0,0,1.0
2,0,3,6,73.913,13.043,78.458,6.969,16.179,0.5,29.0,1.0,1.0,0,2.0
2,0,3,6,65.0,0.0,88.881,40.249,84.779,3.0,25.0,1.0,7.0,0,4.0
1,0,5,6,33.333,0.0,239.286,-5.117,44.444,18.0,67.0,3.0,4.0,0,2.0
2,0,3,6,23.077,23.077,90.6,18.684,28.973,2.0,90.0,1.0,4.0,0,3.0
2,0,3,6,21.053,36.842,26.346,4.597,5.689,32.0,85.0,1.0,2.0,0,3.0
2,0,5,6,68.627,5.882,240.243,5.594,30.268,9.0,27.451,1.0,5.0,0,4.0
2,0,3,6,72.917,16.667,102.057,-4.235,-37.783,0.5,27.083,1.0,5.0,0,1.0
2,0,3,6,48.98,14.286,215.433,2.09,17.547,5.0,20.0,3.0,3.0,0,1.0
2,0,3,6,66.667,0.0,306.466,2.892,13.156,0.1,33.333,1.0,4.0,0,1.0
2,0,5,10,0.0,37.5,539.227,0.779,19.388,5.0,62.5,3.0,4.0,0,1.0
2,0,3,6,69.565,13.043,91.88,12.305,30.523,15.0,29.0,1.0,3.0,0,3.0
2,0,2,5,66.667,11.111,97.354,5.904,12.353,10.0,40.0,3.0,2.0,0,1.0
2,0,5,5,56.25,25.0,74.858,6.717,15.822,20.0,35.0,3.0,2.0,0,1.0
2,0,2,5,62.5,12.5,102.585,5.908,11.765,10.0,58.0,3.0,2.0,0,3.0
2,0,3,6,77.778,0.0,138.0,7.085,18.911,0.5,40.0,1.0,2.0,0,4.0
2,0,3,6,55.556,22.222,154.094,7.818,22.813,0.5,40.0,1.0,3.0,0,1.0
2,0,3,6,55.556,11.111,178.632,7.608,26.023,1.0,43.0,1.0,1.0,0,1.0
2,0,3,6,50.0,25.0,102.878,4.638,11.194,5.0,33.333,3.0,7.0,0,1.0
2,0,3,6,50.0,0.0,70.687,2.802,8.079,15.0,95.0,3.0,7.0,0,3.0
2,0,3,5,69.149,6.383,109.38,2.194,5.188,5.0,15.957,1.0,1.0,0,1.0
2,0,3,5,6.0,58.0,371.503,1.528,17.216,3.0,100.0,1.0,2.0,0,4.0
2,0,3,6,8.411,65.421,119.149,3.803,9.859,1.0,60.0,1.0,4.0,0,2.0
2,0,2,6,28.571,0.0,1868.724,5.897,130.909,3.0,100.0,1.0,2.0,0,2.0
2,0,5,10,75.0,0.0,89.404,18.025,28.131,1.0,0.0,1.0,4.0,0,1.0
3,0,3,6,26.119,1.493,145.423,-0.317,-0.836,5.0,49.254,3.0,5.0,0,1.0
2,1,3,2,0.0,5.634,115.655,9.746,17.738,2.0,55.0,1.0,3.0,0,2.0
2,0,1,8,20.0,30.0,45.849,1.215,2.926,0.0,100.0,1.0,5.0,0,3.0
1,0,4,6,15.385,0.0,349.328,2.502,27.154,10.0,20.0,1.0,3.0,0,3.0
2,0,3,6,50.0,50.0,10.235,3.125,1.22,3.0,100.0,1.0,2.0,0,1.0
2,0,3,6,10.714,10.714,150.18,8.129,18.403,10.0,60.0,1.0,3.0,0,1.0
2,0,4,6,0.0,0.0,280.687,2.082,9.49,50.0,70.0,3.0,2.0,0,1.0
1,0,1,6,25.0,75.0,41.882,14.537,14.932,0.1,75.0,1.0,3.0,0,4.0
3,0,3,6,8.824,5.882,164.261,-30.619,353.918,0.01,60.0,1.0,1.0,1,3.0
2,0,4,7,33.333,22.222,374.002,1.199,7.274,0.1,37.0,3.0,5.0,0,1.0
2,0,3,6,65.06,0.0,137.819,-6.495,-21.463,0.01,15.0,1.0,4.0,0,1.0
2,0,3,6,8.046,2.529,212.956,-54.752,181.338,3.0,50.0,3.0,3.0,0,1.0
2,0,4,6,41.667,16.667,138.641,2.883,6.988,0.1,24.0,1.0,3.0,0,1.0
2,0,4,6,60.0,0.0,126.419,17.6,26.639,2.0,15.0,1.0,3.0,0,3.0
2,0,5,6,81.395,0.0,95.684,2.78,8.939,3.0,75.0,3.0,3.0,0,4.0
2,0,4,6,44.444,22.222,137.883,-4.014,-10.791,1.0,44.0,1.0,1.0,0,4.0
2,0,5,6,50.0,11.111,163.229,13.8,32.269,0.5,37.0,1.0,2.0,0,2.0
2,0,5,6,10.526,15.789,160.223,18.283,40.628,30.0,36.0,3.0,8.0,0,3.0
2,0,5,6,72.826,0.0,131.035,2.144,13.0,0.2,40.0,3.0,4.0,0,1.0
2,0,5,6,42.391,16.304,183.937,2.065,16.963,0.2,32.0,3.0,5.0,0,4.0
2,0,5,6,55.0,15.0,66.759,6.402,8.084,10.0,20.0,1.0,2.0,0,1.0
2,0,4,6,41.176,11.765,155.208,3.458,9.887,0.01,24.0,1.0,4.0,0,1.0
2,0,5,6,66.667,0.0,71.152,7.471,5.458,2.0,15.0,1.0,1.0,0,4.0
1,0,5,6,66.667,7.407,158.128,1.913,5.699,7.0,22.222,1.0,7.0,0,2.0
1,0,3,10,0.0,0.0,268.504,4.963,39.855,15.0,100.0,1.0,2.0,0,2.0
2,0,3,6,52.0,12.0,324.457,7.44,89.581,10.0,34.0,3.0,1.0,0,3.0
2,0,5,6,64.444,0.0,104.192,5.929,14.948,5.0,11.111,1.0,7.0,0,4.0
2,0,5,6,70.0,0.0,36.208,-4.735,-1.889,2.0,10.0,1.0,4.0,0,3.0
2,0,3,5,0.0,22.222,217.275,2.377,7.811,10.0,77.778,3.0,3.0,0,2.0
1,0,5,6,46.667,13.333,60.771,4.135,9.981,2.0,13.333,1.0,7.0,0,3.0
1,0,4,6,60.0,10.0,60.785,4.135,9.981,3.0,35.0,3.0,2.0,0,1.0
