벤처확인 유형,엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 최종학력,창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,ROE,주력제품 국내 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부,연구개발관련전담부서보유여부
2,0,3,6,36.979,20.833,76.591,5.706,8.995,5.0,33.0,3.0,3.0,0,1.0
4,0,3,4,46.0,18.0,114.035,3.257,4.516,20.0,60.0,3.0,3.0,0,1.0
2,0,3,6,22.222,33.333,115.837,3.125,17.391,10.0,20.0,1.0,3.0,0,1.0
2,0,3,6,53.846,10.256,85.142,3.817,9.598,0.2,25.0,3.0,1.0,0,1.0
2,0,3,6,37.5,10.0,87.028,-4.959,-10.876,0.01,65.0,1.0,1.0,0,1.0
2,0,3,6,58.763,3.093,124.808,1.628,7.244,70.0,10.0,1.0,2.0,0,1.0
2,0,2,6,33.333,41.667,68.278,15.966,25.029,10.0,50.505,3.0,4.0,0,1.0
2,0,4,6,14.286,0.0,84.282,4.97,14.904,50.0,14.0,3.0,1.0,0,1.0
2,0,3,6,56.18,5.618,104.291,1.608,6.73,15.0,30.0,3.0,5.0,0,1.0
2,0,3,6,76.404,6.742,112.183,1.37,5.501,5.0,34.0,3.0,5.0,0,1.0
2,0,3,6,54.667,8.0,114.193,2.393,11.419,15.0,30.0,3.0,4.0,0,1.0
2,0,2,5,36.364,13.636,46.556,1.58,2.871,10.0,63.0,3.0,7.0,0,2.0
2,0,3,6,52.941,20.588,231.915,6.439,27.73,1.0,30.0,1.0,4.0,0,1.0
2,0,3,5,66.667,22.222,71.744,2.53,8.364,30.0,70.0,3.0,3.0,0,1.0
2,0,3,6,50.0,21.875,152.775,4.743,20.511,1.0,30.0,1.0,4.0,0,1.0
2,0,2,5,36.111,16.667,41.439,1.399,2.13,10.0,63.0,3.0,7.0,0,1.0
2,0,2,5,24.444,15.556,63.45,3.048,5.053,5.0,46.0,3.0,2.0,1,1.0
2,0,3,5,33.333,22.222,55.938,2.308,5.952,30.0,72.0,3.0,4.0,0,1.0
2,0,1,6,71.875,10.938,82.116,4.973,15.787,5.0,25.0,1.0,4.0,0,1.0
4,0,2,8,29.412,29.412,90.471,5.76,12.696,1.0,40.0,1.0,5.0,0,1.0
2,0,2,8,41.176,11.765,89.113,5.928,11.834,1.0,40.0,1.0,5.0,0,1.0
2,0,3,7,44.828,29.31,98.73,0.668,1.574,40.0,42.0,3.0,3.0,0,1.0
2,0,2,5,67.347,16.327,135.964,8.409,41.413,0.5,98.0,1.0,3.0,0,1.0
2,0,4,6,44.444,11.111,82.376,7.092,12.146,10.0,40.0,3.0,4.0,0,1.0
3,0,3,6,29.268,31.707,56.213,-9.807,-10.164,3.0,52.0,3.0,3.0,0,1.0
2,0,4,6,31.818,22.727,124.612,7.385,22.32,0.01,30.0,1.0,3.0,0,1.0
2,0,4,6,50.0,16.667,115.863,4.469,15.132,0.1,30.0,1.0,3.0,0,1.0
2,0,2,8,35.294,23.529,90.488,8.372,13.975,0.01,40.0,1.0,1.0,0,1.0
2,0,3,8,52.381,19.048,68.696,5.623,14.813,0.03,70.0,1.0,1.0,0,1.0
4,0,3,6,38.889,33.333,119.624,28.564,39.954,0.01,30.0,1.0,6.0,0,1.0
2,0,3,5,37.5,7.812,82.524,6.28,7.959,35.0,49.0,3.0,1.0,0,2.0
4,0,3,6,40.0,34.0,161.296,2.171,9.989,50.0,55.0,3.0,5.0,0,1.0
2,0,4,6,56.818,15.909,37.955,-24.548,-56.917,0.1,30.0,3.0,4.0,0,1.0
2,0,4,6,45.455,18.182,113.671,5.277,17.12,0.1,30.0,1.0,3.0,0,1.0
2,0,3,5,55.172,8.621,71.658,-5.748,-6.562,10.0,52.0,3.0,1.0,0,1.0
2,0,3,5,38.462,7.692,77.959,6.929,8.045,30.0,49.0,3.0,1.0,0,2.0
3,0,3,6,36.585,34.146,55.982,8.738,8.604,3.0,50.0,3.0,3.0,1,1.0
1,0,4,7,66.667,11.111,78.452,8.739,7.107,0.5,45.0,3.0,3.0,0,1.0
2,0,3,8,47.368,15.789,90.171,7.652,18.234,30.0,70.0,1.0,3.0,0,1.0
2,0,3,8,45.833,12.5,69.347,0.685,1.626,30.0,70.0,1.0,3.0,0,3.0
2,0,3,5,22.222,44.444,104.871,6.521,25.26,0.01,75.0,3.0,8.0,0,1.0
2,0,3,6,28.571,28.571,26.436,1.309,1.389,1.0,9.0,1.0,2.0,0,1.0
4,0,3,6,35.714,28.571,132.362,8.227,17.75,3.0,54.0,3.0,2.0,0,1.0
2,0,3,6,43.182,9.091,56.679,3.286,3.022,30.0,30.0,3.0,3.0,0,1.0
2,0,4,6,25.0,12.5,83.299,6.725,12.428,10.0,50.0,3.0,6.0,0,1.0
2,0,3,6,50.0,21.429,62.029,2.045,3.35,10.0,100.0,3.0,4.0,0,1.0
2,0,5,6,0.0,0.0,144.677,15.048,40.835,0.05,25.0,1.0,1.0,0,1.0
4,0,3,5,20.0,40.909,111.484,2.916,10.019,15.0,65.455,1.0,5.0,0,1.0
1,0,3,7,0.0,28.571,64.516,2.615,4.645,0.01,14.286,1.0,3.0,0,3.0
2,0,3,5,54.545,27.273,70.932,24.061,24.295,0.01,36.364,3.0,2.0,0,1.0
2,0,3,5,81.818,7.273,78.328,5.057,14.972,0.01,16.364,1.0,4.0,0,1.0
2,0,1,6,22.727,22.727,120.652,4.511,12.597,50.0,63.636,3.0,4.0,0,1.0
2,0,3,6,78.261,6.522,84.419,1.111,3.526,1.0,73.913,3.0,2.0,0,3.0
2,0,2,6,44.737,26.316,127.307,2.86,9.167,10.0,52.632,3.0,4.0,0,2.0
2,0,1,5,61.224,18.367,117.322,0.243,1.372,10.81,24.49,3.0,4.0,0,1.0
2,0,5,6,0.0,16.667,132.842,4.312,13.91,0.01,77.778,1.0,1.0,0,1.0
4,0,2,6,93.75,0.0,47.088,10.327,7.5,1.0,75.0,1.0,7.0,0,1.0
2,0,3,6,60.0,18.0,240.639,6.809,36.457,2.0,84.0,1.0,4.0,0,1.0
2,0,4,6,28.571,42.857,83.083,3.105,5.244,0.01,28.571,1.0,4.0,0,3.0
2,0,5,4,37.5,37.5,157.836,48.03,84.762,35.0,12.5,3.0,2.0,0,1.0
2,0,3,6,20.0,40.0,234.095,1.749,10.67,6.0,80.0,1.0,3.0,0,1.0
4,0,2,10,46.154,30.769,87.868,29.184,41.704,21.34,69.231,3.0,1.0,0,1.0
1,0,3,6,25.0,16.667,46.763,1.026,4.016,1.0,75.0,1.0,1.0,0,1.0
2,0,3,6,0.0,79.661,97.167,2.641,8.211,30.0,90.0,3.0,4.0,0,1.0
2,0,5,6,83.333,0.0,94.626,0.165,0.25,70.0,33.0,1.0,4.0,0,2.0
4,0,3,6,6.897,65.517,103.088,31.515,35.106,25.0,44.0,1.0,3.0,0,1.0
2,0,3,6,16.667,50.0,175.132,21.752,93.506,10.0,50.0,1.0,8.0,0,4.0
2,0,3,6,13.889,75.0,177.88,3.754,11.351,20.0,80.0,1.0,4.0,0,1.0
2,0,2,7,21.875,12.5,315.391,10.119,38.592,80.0,73.0,3.0,6.0,0,1.0
2,0,1,2,21.25,10.0,53.285,-42.051,-41.202,50.0,57.0,3.0,3.0,1,1.0
2,0,3,5,32.353,29.412,191.824,10.165,37.733,60.0,70.0,3.0,2.0,0,1.0
2,0,3,6,18.75,12.5,134.746,2.741,6.504,0.0,63.0,1.0,4.0,0,3.0
2,0,3,6,25.0,50.0,112.736,22.594,25.899,5.0,100.0,1.0,1.0,0,1.0
4,0,3,6,10.87,16.304,124.259,1.095,17.59,1.0,93.0,3.0,4.0,0,1.0
2,0,3,6,40.625,15.625,117.896,-4.528,-11.232,1.0,62.5,1.0,5.0,0,1.0
2,0,3,7,28.571,53.571,213.487,9.116,27.656,2.0,71.429,3.0,3.0,0,3.0
2,0,3,6,68.571,8.571,182.916,3.997,11.121,1.0,77.143,1.0,4.0,0,1.0
4,0,1,4,33.333,20.0,88.723,9.898,14.26,13.3,40.0,3.0,3.0,0,1.0
2,0,3,6,14.286,28.571,236.949,4.501,13.854,1.0,71.429,3.0,4.0,0,1.0
2,0,3,6,79.31,0.0,182.916,3.997,11.121,60.0,82.759,1.0,4.0,0,1.0
2,0,3,6,43.709,23.179,75.372,0.938,1.217,5.0,30.0,3.0,1.0,0,2.0
2,0,3,5,39.394,30.303,100.484,11.853,22.535,2.0,48.485,3.0,5.0,0,1.0
2,0,3,6,46.667,33.333,73.0,0.897,1.467,0.01,20.0,1.0,5.0,0,3.0
2,0,3,6,30.0,45.0,62.798,7.106,4.752,10.0,20.0,1.0,4.0,0,1.0
2,0,2,6,22.222,44.444,103.289,4.777,18.672,0.5,28.0,3.0,7.0,0,1.0
2,0,3,6,2.985,7.463,89.622,-7.06,-11.599,10.0,40.0,3.0,3.0,0,1.0
4,0,2,5,38.889,41.667,121.571,3.291,10.561,50.0,50.0,3.0,2.0,0,1.0
2,0,2,6,26.667,26.667,82.581,8.838,13.849,10.0,40.0,3.0,3.0,0,1.0
2,0,5,6,57.447,25.532,273.254,10.194,37.154,0.0,30.0,1.0,4.0,0,1.0
2,0,2,6,52.941,17.647,41.157,1.672,1.365,10.0,50.0,3.0,2.0,0,1.0
2,0,5,6,52.273,20.455,254.884,18.253,50.31,2.0,28.0,1.0,3.0,0,1.0
2,0,3,6,36.364,40.909,98.276,6.366,12.755,10.0,20.0,1.0,5.0,0,1.0
2,0,3,6,52.632,15.789,170.656,0.502,3.071,0.01,30.0,1.0,4.0,0,1.0
2,0,2,6,46.667,26.667,114.889,19.904,31.726,10.0,30.0,3.0,2.0,0,1.0
2,0,3,6,0.0,50.0,249.467,15.783,55.136,10.0,60.0,1.0,4.0,0,1.0
2,0,3,6,42.857,25.0,125.166,7.122,37.817,40.0,80.0,3.0,3.0,0,2.0
2,0,3,6,35.294,29.412,106.289,8.81,17.021,0.01,30.0,1.0,5.0,0,1.0
2,0,3,6,42.857,42.857,116.632,1.264,5.882,2.0,75.0,1.0,7.0,0,1.0
2,0,3,6,44.828,20.69,146.278,13.308,53.367,20.0,36.0,3.0,3.0,0,1.0
2,0,3,6,47.059,23.529,92.631,5.389,9.269,1.0,10.0,1.0,5.0,0,3.0
2,0,2,5,31.25,40.625,100.493,11.852,22.535,24.01,78.125,3.0,5.0,0,1.0
2,0,3,6,0.0,27.778,45.277,0.311,0.159,20.0,100.0,1.0,2.0,0,1.0
4,0,5,6,20.833,8.333,41.159,0.41,0.318,50.0,40.0,3.0,3.0,0,1.0
2,0,2,6,60.87,13.043,123.181,4.667,15.622,2.0,56.522,3.0,4.0,0,1.0
2,0,3,6,20.0,20.0,189.731,4.362,23.546,1.0,20.0,1.0,3.0,0,1.0
2,0,3,6,13.846,7.692,127.711,4.3,11.446,50.0,66.0,1.0,3.0,0,3.0
3,0,2,6,70.161,18.548,83.016,12.209,14.716,20.0,70.968,3.0,7.0,1,1.0
2,0,3,6,63.816,7.895,67.131,-21.236,-23.79,5.0,30.0,3.0,1.0,0,1.0
2,0,2,6,46.667,20.0,61.719,4.393,4.805,10.0,50.0,3.0,1.0,0,1.0
2,0,2,6,37.5,37.5,33.757,1.456,0.955,10.0,45.0,3.0,3.0,1,1.0
4,0,2,6,42.857,28.571,81.185,6.948,8.204,0.01,30.0,3.0,2.0,0,1.0
2,0,5,3,47.917,41.667,132.214,0.372,3.08,0.6,68.0,1.0,3.0,0,1.0
2,0,4,5,29.577,28.169,154.69,3.979,28.793,1.0,44.0,3.0,3.0,0,4.0
2,0,3,6,57.143,17.857,112.844,12.05,22.916,0.5,35.0,1.0,1.0,0,1.0
2,0,3,6,42.857,42.857,91.17,1.126,4.464,2.0,70.0,1.0,8.0,0,1.0
2,0,5,3,70.833,12.5,135.675,1.768,12.169,0.6,73.0,1.0,3.0,0,1.0
2,0,4,5,71.831,11.268,58.252,-10.266,-16.53,1.0,50.0,3.0,4.0,0,1.0
2,0,4,6,62.5,0.0,74.243,5.408,4.969,0.05,17.0,1.0,1.0,0,1.0
2,0,1,7,22.222,66.667,81.494,7.917,36.538,5.0,50.0,3.0,4.0,0,1.0
3,0,3,5,25.352,35.211,63.198,22.525,16.173,5.0,52.0,3.0,3.0,1,1.0
2,0,3,6,7.092,7.092,71.659,1.999,2.955,10.0,40.0,3.0,3.0,0,1.0
4,0,3,5,13.333,71.905,57.91,36.27,25.141,5.0,55.0,1.0,3.0,0,1.0
2,0,3,6,23.256,11.628,114.81,1.695,4.24,5.0,25.0,1.0,3.0,0,1.0
2,0,3,6,55.0,20.0,134.981,20.261,46.554,1.0,10.0,1.0,5.0,0,1.0
2,0,3,5,50.0,15.0,153.169,1.412,9.08,1.0,50.0,3.0,2.0,0,1.0
2,0,5,6,68.182,15.909,264.175,14.205,44.586,30.0,28.0,1.0,4.0,0,1.0
2,1,3,6,11.111,33.333,82.177,16.824,19.347,10.0,62.0,1.0,3.0,0,1.0
2,0,3,6,25.0,5.0,149.087,2.428,11.669,2.0,50.0,2.0,6.0,0,1.0
2,0,3,5,0.0,75.0,26.106,-21.61,-8.252,0.1,100.0,1.0,3.0,0,1.0
2,0,3,6,5.556,5.556,167.105,20.472,60.938,1.0,55.556,1.0,1.0,0,1.0
2,0,3,6,0.0,46.154,105.941,-39.148,-125.876,10.0,69.231,1.0,1.0,0,1.0
1,0,5,6,27.273,18.182,135.931,3.344,11.024,2.0,45.455,3.0,3.0,0,1.0
2,0,2,6,57.143,17.857,22.96,8.862,5.103,0.01,28.571,1.0,4.0,0,1.0
2,0,4,6,62.5,25.0,116.897,-14.06,-77.536,10.0,37.0,3.0,5.0,0,1.0
2,0,3,6,25.532,41.489,79.64,3.157,5.844,10.0,41.0,3.0,3.0,0,1.0
3,0,3,5,39.437,35.211,54.36,17.241,10.753,10.0,52.0,3.0,3.0,0,1.0
2,0,2,6,33.333,27.778,43.648,1.147,0.62,0.01,83.333,1.0,1.0,0,1.0
4,0,2,6,64.444,11.111,57.441,24.289,16.142,5.0,75.556,3.0,3.0,1,1.0
2,0,3,7,45.455,18.182,92.975,5.007,8.58,20.0,45.455,1.0,4.0,0,1.0
2,0,2,6,21.739,21.739,36.776,0.076,0.053,21.31,43.478,1.0,4.0,0,1.0
2,0,4,6,22.727,9.091,205.034,9.334,32.212,35.0,22.727,1.0,3.0,0,1.0
2,0,5,6,42.105,31.579,173.697,6.014,41.048,20.0,0.0,1.0,4.0,0,1.0
4,0,2,5,18.056,34.722,81.749,-7.665,-27.047,5.0,49.0,3.0,2.0,0,1.0
2,0,5,6,83.333,0.0,115.143,3.492,6.527,9.0,12.0,1.0,3.0,0,1.0
2,0,3,6,65.068,5.479,83.435,1.965,2.563,5.0,30.0,3.0,2.0,0,1.0
2,0,3,5,44.444,22.222,207.259,1.304,21.605,0.5,70.0,3.0,2.0,0,1.0
2,0,3,5,33.333,22.222,80.208,-10.39,-219.608,1.0,65.0,3.0,2.0,0,1.0
2,0,3,6,18.095,16.19,57.563,5.768,5.798,50.0,74.0,3.0,8.0,0,1.0
1,0,1,1,22.581,32.258,53.674,1.293,3.241,2.0,50.0,3.0,4.0,0,1.0
2,0,3,5,13.333,26.667,111.66,13.405,20.66,60.0,87.0,3.0,3.0,0,1.0
4,0,1,6,23.913,52.899,82.966,16.244,15.913,3.0,51.0,3.0,8.0,0,1.0
2,0,2,5,25.0,25.0,51.337,22.917,30.986,60.0,50.0,3.0,7.0,0,2.0
4,0,3,5,12.637,71.429,136.997,22.648,46.388,60.0,46.0,3.0,8.0,0,1.0
2,0,4,6,6.25,12.5,130.753,6.88,17.861,20.0,50.0,1.0,8.0,0,1.0
2,0,2,6,27.273,27.273,105.37,11.915,26.493,10.0,45.0,1.0,3.0,0,3.0
2,0,5,6,43.243,16.216,160.228,4.842,22.255,35.0,27.0,1.0,3.0,0,1.0
4,0,3,6,45.312,9.375,93.649,3.984,8.917,15.0,22.0,1.0,3.0,0,1.0
3,0,2,6,44.444,33.333,122.338,-18.471,-29.392,4.0,66.667,3.0,3.0,1,1.0
3,0,2,7,30.0,50.0,6.665,-176.349,-21.176,0.01,90.0,3.0,3.0,0,1.0
2,0,3,6,30.0,30.0,154.445,1.74,3.09,0.01,80.0,1.0,4.0,0,1.0
2,0,3,6,25.0,25.0,104.088,2.017,5.775,10.0,75.0,3.0,6.0,0,1.0
1,0,2,4,0.0,66.667,173.757,7.186,41.993,14.79,66.667,1.0,5.0,0,1.0
2,0,3,5,69.697,15.152,59.359,15.666,11.951,0.02,21.212,3.0,5.0,0,3.0
2,0,2,6,33.333,11.111,141.26,1.895,3.421,15.0,66.667,3.0,1.0,0,1.0
4,0,3,6,43.137,9.804,86.776,3.903,8.149,8.0,29.412,1.0,3.0,0,1.0
2,0,3,6,30.769,46.154,16.492,-102.626,-27.834,50.0,76.923,1.0,3.0,0,3.0
2,0,3,7,50.0,25.0,75.505,0.518,2.128,0.03,75.0,3.0,3.0,0,1.0
2,0,3,7,37.5,25.0,139.245,3.613,18.1,30.0,25.0,3.0,7.0,0,1.0
2,0,2,2,14.286,14.286,141.26,1.895,3.421,2.0,57.143,1.0,2.0,0,1.0
2,0,3,2,25.0,50.0,35.294,1.462,1.572,0.01,41.667,1.0,4.0,0,1.0
2,0,1,4,3.896,49.351,109.835,9.903,22.202,60.0,48.052,3.0,8.0,1,1.0
2,0,4,7,10.526,31.579,75.6,31.746,97.674,10.0,26.316,3.0,1.0,0,1.0
2,0,3,5,0.0,70.169,78.411,7.703,7.707,1.0,71.186,3.0,8.0,0,1.0
2,0,1,5,22.222,44.444,171.481,18.763,46.377,30.0,66.667,3.0,3.0,0,1.0
2,0,1,6,58.537,12.195,79.755,18.294,17.927,0.01,46.951,3.0,4.0,0,1.0
2,0,5,5,25.0,25.0,70.263,7.679,7.038,30.0,50.0,3.0,2.0,0,1.0
1,0,1,1,56.25,10.417,87.842,9.294,22.289,50.0,20.0,1.0,4.0,0,1.0
4,0,3,5,35.294,52.941,71.19,17.186,29.56,60.0,35.0,3.0,3.0,0,1.0
2,0,3,5,53.968,16.667,59.723,9.652,10.033,10.0,42.0,3.0,4.0,0,1.0
3,0,3,6,4.762,29.762,65.636,20.042,14.624,10.0,65.0,3.0,3.0,0,1.0
2,0,3,6,39.904,39.904,79.149,4.35,4.297,10.0,32.0,1.0,2.0,0,1.0
4,0,2,3,47.5,31.25,49.282,2.324,2.358,20.0,70.0,3.0,2.0,0,1.0
2,0,4,6,50.0,25.0,170.999,3.468,7.271,0.1,23.0,1.0,6.0,0,1.0
2,0,2,6,50.0,37.5,56.061,1.441,2.299,50.0,60.0,3.0,4.0,0,1.0
2,0,2,5,59.091,9.091,30.296,19.747,6.189,10.0,60.0,1.0,5.0,0,1.0
2,0,3,6,46.667,20.0,170.757,4.06,27.619,10.0,73.0,3.0,1.0,0,1.0
2,1,2,3,44.444,22.222,19.365,26.455,9.091,10.0,70.0,3.0,4.0,0,1.0
3,0,3,6,36.066,24.59,75.424,16.636,14.854,10.0,39.0,3.0,2.0,1,2.0
2,1,1,6,67.568,10.811,111.041,7.757,27.428,25.0,40.0,3.0,4.0,1,1.0
2,0,2,5,45.455,22.727,163.543,1.472,8.453,5.0,70.0,3.0,3.0,0,2.0
2,0,3,5,42.105,12.281,46.203,7.407,3.548,98.11,48.0,3.0,2.0,0,1.0
3,0,3,6,4.762,29.762,67.013,17.046,13.167,10.0,65.0,3.0,3.0,0,1.0
4,0,3,5,32.353,51.471,105.5,15.234,30.412,60.0,40.0,3.0,8.0,0,1.0
1,0,1,1,29.545,45.455,33.946,-90.485,-262.951,30.0,61.0,1.0,3.0,1,1.0
2,0,3,5,43.651,19.841,59.405,5.172,5.474,10.0,38.0,3.0,3.0,0,1.0
2,0,2,5,40.476,35.714,33.101,18.548,6.561,10.0,65.0,1.0,3.0,0,1.0
2,0,5,6,50.0,25.0,61.986,4.762,10.292,0.5,25.0,1.0,1.0,0,1.0
2,0,3,6,0.0,70.0,107.808,11.774,20.609,10.0,70.0,1.0,5.0,0,1.0
2,0,2,5,50.0,16.667,33.65,21.199,7.539,10.0,60.0,1.0,3.0,0,1.0
2,0,3,9,0.0,33.333,150.373,3.201,12.975,0.01,60.0,3.0,3.0,0,1.0
2,0,3,3,37.5,25.0,137.555,2.585,6.682,20.0,30.0,1.0,2.0,0,1.0
2,1,3,5,51.493,18.657,53.586,13.149,13.861,10.0,42.0,3.0,7.0,1,1.0
4,0,3,5,33.333,50.0,64.063,4.564,5.639,60.0,40.0,3.0,2.0,0,2.0
3,0,1,6,47.059,32.353,65.646,13.233,10.765,15.0,30.0,3.0,3.0,1,1.0
2,0,3,6,66.667,0.0,54.301,-31.683,118.519,5.0,73.0,3.0,2.0,0,2.0
2,0,3,6,41.176,29.412,146.074,22.766,41.208,0.1,23.0,1.0,6.0,0,1.0
2,0,1,6,71.875,10.938,71.447,-0.912,4.104,5.0,25.0,1.0,4.0,0,1.0
1,0,1,1,55.556,11.111,81.813,2.764,7.943,80.0,20.0,1.0,4.0,0,1.0
2,0,3,6,43.273,22.909,55.291,2.592,2.603,7.0,30.0,3.0,3.0,0,1.0
2,0,5,6,66.667,0.0,23.18,0.413,0.285,0.01,66.667,1.0,1.0,0,3.0
2,0,3,6,61.111,5.556,77.082,7.463,15.902,5.0,22.0,3.0,2.0,0,1.0
2,0,3,6,33.333,33.333,23.18,0.413,0.285,0.1,100.0,3.0,1.0,0,1.0
4,0,2,5,0.0,75.0,59.247,8.092,13.896,5.0,62.376,3.0,8.0,0,1.0
4,0,3,6,67.647,17.647,72.591,6.101,13.858,5.0,41.176,3.0,5.0,0,1.0
1,0,1,5,50.0,14.286,230.627,3.294,19.128,3.0,75.0,3.0,3.0,0,1.0
1,0,2,5,17.647,47.059,223.491,11.477,45.755,0.0,70.588,2.0,4.0,0,1.0
2,0,5,6,34.483,17.241,60.756,10.414,13.006,0.01,62.069,1.0,7.0,0,1.0
1,0,3,6,36.0,40.0,230.627,3.294,19.12,5.0,68.0,3.0,6.0,0,1.0
2,0,4,7,54.839,12.903,60.756,10.414,13.006,5.0,16.129,3.0,3.0,0,1.0
2,0,2,6,76.786,4.464,40.257,-66.438,-60.614,5.0,16.0,2.0,4.0,1,1.0
2,1,3,6,62.5,12.5,112.832,10.622,26.945,0.5,35.0,3.0,5.0,0,1.0
4,0,3,6,37.838,21.622,50.6,-17.091,-21.552,5.0,36.0,3.0,2.0,0,4.0
2,0,1,6,34.211,26.316,45.449,-9.583,-13.446,0.01,83.0,3.0,1.0,0,1.0
1,0,2,6,54.11,5.137,84.874,3.014,10.961,0.5,43.0,3.0,3.0,0,1.0
2,0,3,6,12.5,7.5,154.401,-2.239,-8.557,10.0,49.0,3.0,3.0,0,1.0
2,0,3,6,55.319,8.511,47.306,13.836,9.338,3.0,25.0,3.0,1.0,0,1.0
2,0,3,6,14.286,0.0,121.221,8.633,40.909,2.0,32.0,3.0,5.0,0,4.0
2,0,3,6,51.282,23.077,119.384,9.202,25.352,20.0,78.0,3.0,4.0,0,1.0
4,0,2,9,44.218,23.81,35.752,4.929,2.366,3.0,34.0,3.0,2.0,0,2.0
3,1,3,6,30.0,35.0,60.098,-74.089,-248.728,15.0,50.0,3.0,3.0,1,1.0
4,1,2,6,73.404,12.411,72.785,10.454,19.967,35.0,35.0,3.0,5.0,0,1.0
3,0,2,3,30.263,17.105,78.269,2.469,3.123,3.0,42.0,3.0,1.0,1,1.0
2,0,3,5,53.571,5.0,36.604,3.113,3.981,50.0,45.0,3.0,3.0,0,1.0
2,0,3,6,33.333,55.556,124.442,3.485,7.586,0.1,26.0,1.0,3.0,0,1.0
2,0,3,6,40.0,6.667,58.447,3.132,5.481,0.5,22.0,3.0,3.0,0,1.0
2,0,4,6,28.571,31.429,29.046,-12.32,-23.649,10.0,40.0,3.0,1.0,0,1.0
2,0,2,6,14.286,57.143,111.771,24.473,46.038,30.0,14.0,3.0,8.0,0,1.0
2,0,1,10,0.0,60.0,1868.724,175.477,1112.5,1.0,60.0,3.0,5.0,1,1.0
3,0,3,5,28.571,0.0,199.325,-10.9,-21.875,0.0,71.0,1.0,2.0,1,1.0
2,0,2,6,30.0,20.0,78.234,8.637,7.584,1.0,80.0,3.0,1.0,0,1.0
2,0,3,6,0.0,0.0,79.638,-1.755,-3.589,30.0,80.0,1.0,4.0,0,1.0
2,0,3,6,21.429,25.0,50.955,8.751,7.981,30.0,79.0,3.0,5.0,1,1.0
4,0,1,1,15.0,60.0,16.437,-188.032,-40.667,100.0,50.0,3.0,2.0,1,1.0
2,0,1,5,38.71,35.484,39.6,-47.666,-588.545,20.0,48.387,3.0,4.0,0,1.0
4,1,1,3,13.636,63.636,38.737,-51.811,-32.393,20.0,53.0,3.0,8.0,1,1.0
4,0,1,6,43.204,20.388,113.895,43.602,61.3,20.0,75.728,3.0,6.0,0,1.0
2,0,3,6,28.571,42.857,131.397,0.85,4.619,0.01,57.143,3.0,5.0,0,1.0
2,0,3,6,50.467,14.019,67.16,5.21,9.971,0.1,50.935,3.0,5.0,0,1.0
4,0,3,7,40.426,17.021,113.895,43.602,61.3,4.0,40.957,1.0,3.0,0,1.0
2,0,1,6,38.095,38.095,122.731,5.051,20.388,2.0,57.143,1.0,1.0,0,1.0
2,0,2,6,0.0,57.143,28.475,-130.709,-395.238,0.1,71.429,3.0,1.0,0,1.0
4,0,1,3,0.0,80.0,197.373,15.794,32.246,0.1,70.0,3.0,1.0,0,1.0
3,0,2,6,17.647,5.882,1.668,-1739.26,-64.709,5.0,76.0,3.0,3.0,1,2.0
2,0,1,5,48.746,18.28,41.712,-26.184,-16.753,2.0,65.95,3.0,5.0,0,1.0
2,0,3,6,74.157,6.742,91.077,24.929,27.533,5.0,25.0,3.0,2.0,0,1.0
3,0,3,6,55.856,9.009,74.117,0.958,2.123,10.0,25.0,1.0,3.0,0,1.0
1,0,3,6,63.429,5.714,73.705,1.579,5.309,5.0,32.0,3.0,1.0,0,1.0
2,0,3,5,46.053,3.947,104.311,1.984,6.763,0.1,30.0,3.0,2.0,0,1.0
2,0,3,6,72.34,6.383,69.717,41.891,37.576,5.0,25.0,3.0,2.0,0,1.0
2,0,3,5,46.667,2.667,119.08,2.095,8.459,0.01,30.0,3.0,2.0,0,1.0
4,0,3,5,60.0,12.222,89.991,14.856,27.992,10.0,43.0,3.0,7.0,0,1.0
2,0,3,6,67.29,4.673,80.854,1.863,6.726,5.0,25.0,3.0,2.0,0,1.0
2,0,3,6,60.87,13.587,164.273,2.216,8.231,10.0,34.0,3.0,3.0,0,1.0
3,1,3,5,53.247,14.286,71.938,5.428,11.626,10.0,43.0,3.0,7.0,1,1.0
2,0,3,6,55.556,11.111,163.901,15.542,61.837,20.0,70.0,3.0,3.0,0,2.0
2,0,3,6,33.333,33.333,132.546,17.021,51.034,30.0,60.0,3.0,4.0,0,1.0
2,0,3,6,66.0,7.0,180.574,0.78,3.593,10.0,34.0,3.0,3.0,0,3.0
2,0,3,6,28.571,30.612,82.24,4.659,17.815,20.0,60.0,3.0,3.0,0,1.0
2,1,1,5,25.0,50.0,53.868,-83.49,-1681.081,5.0,20.0,2.0,6.0,0,1.0
2,0,3,10,66.667,0.0,60.631,-16.443,-22.072,7.0,100.0,1.0,7.0,0,1.0
2,0,3,6,60.0,20.0,75.186,5.126,7.098,0.5,26.0,1.0,1.0,0,1.0
2,0,1,7,73.81,7.143,133.832,10.69,37.458,5.0,15.0,3.0,1.0,0,1.0
4,0,2,9,43.2,16.0,38.874,16.287,8.232,3.0,37.0,3.0,2.0,0,1.0
2,0,3,6,68.627,10.784,100.246,10.64,12.268,10.0,32.0,1.0,2.0,0,1.0
