,아이디,구분법인개인,가중치,쿼터규모,벤처확인유형,회사주소시도,회사주소구군,한국표준산업분류코드차,1단계업종분류대분류,2단계업종분류중분류,3단계업종분류소분류,창업년도,기업성장단계,제조및비제조,스마트공장도입의향,상장여부및향후계획,현대표이사와창업자동일여부,창업자성별,창업당시창업자연령,창업당시창업자최종학력,창업당시창업자전공,창업직전근무지,창업방식,단독창업여부,창업자역할,창업당시목표시장,창업당시창업자실무경험년수년,창업자과거창업경험여부,2019년 정규직_남성,2019년 정규직_여성,2019년 정규직_합계,2019년 비정규직_남성,2019년 비정규직_여성,2019년 비정규직_합계,2019년 총 종사자_남성,2019년 총 종사자_여성,2019년 총 종사자_합계,직종별인력구성관리,직종별인력구성생산,직종별인력구성영업,직종별인력구성_(Rnd),직종별인력구성기타,직종별인력구성합계,직종별부족인원관리,직종별부족인원생산,직종별부족인원영업,직종별 부족인원_연구개발(RnD),직종별부족인원기타,직종별부족인원합계,학력별인력구성박사,학력별인력구성석사,학력별인력구성대졸,학력별인력구성전문대졸,학력별인력구성고졸이하,학력별인력구성합계,신규인력채용의사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(1순위),지분구조퍼센트창업자,지분구조퍼센트임직원,지분구조퍼센트가족,지분구조퍼센트벤처캐피털및기관투자자,지분구조퍼센트엔젤및액셀러레이터,지분구조퍼센트개인투자자,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,"매출구조(퍼센트)_(B2B)대기업에 납품하는 1,2차 벤더",매출구조(퍼센트)_(B2B)중소기업 및 벤처기업,매출구조(퍼센트)_(B2B)중견기업,매출구조(퍼센트)_(B2C)소비자매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조퍼센트해외,연구개발(RnD)자금(출연금)_경험여부,융자정책자금경험여부,보증서지원경험여부,기타지원경험여부,합계경험여부,투자처별투자액백만원국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별투자액백만원해외,투자처별투자액백만원기타,투자처별투자액백만원합계,스톡옵션활용상황,스톡옵션미활용이유,주력기술과차산업혁명관련여부,현재등록보유산업재산권건특허권,현재등록보유산업재산권건실용신안권,현재등록보유산업재산권건디자인권,현재등록보유산업재산권건상표권,현재등록보유산업재산권건해외,현재등록보유산업재산권건합계,현재출원중산업재산권건특허권,현재출원중산업재산권건실용신안권,현재출원중산업재산권건디자인권,현재출원중산업재산권건상표권,현재출원중산업재산권건해외,현재출원중산업재산권건합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,경쟁사대비현황개발역량,경쟁사대비현황제조역량,경쟁사대비현황마케팅역량,경쟁전략초점원가우위수준,경쟁전략초점제품고부가가치화수준,비즈니스모델명확한정리정도,비즈니스모델혁신정도,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,주력제품국내시장점유율퍼센트,주력제품해외시장점유율퍼센트,원자재나부품수입여부,해외사업방식,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(1순위),크라우드펀딩경험여부,엔젤투자자혹은액셀러레이터투자경험여부,벤처캐피털투자조합포함투자경험여부,인수합병(MnA) 경험여부,피인수합병경험여부,다른업체를인수합병할의향여부,다른업체의인수합병에응할의향여부,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(1순위),기업간 거래시 애로사항(1순위),벤처확인제도혜택기술개발촉진효과,벤처확인제도혜택기업이미지제고등광고효과,벤처확인제도혜택세제혜택효과,벤처확인제도혜택우수인력확보에유리,벤처확인제도혜택입지선정시유리,벤처확인제도혜택자금조달및투자유인효과,벤처확인제도혜택정부지원제도참여에유리,벤처확인제도혜택창업관련규제완화효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재벤처인프라수준벤처관련규제완화,현재벤처인프라수준창업및기업가적능력개발을위한교육,현재벤처인프라수준기업가정신을고취하는사회분위기,현재벤처인프라수준벤처투자활성화,경영상애로사항신기술개발,경영상애로사항개발된기술의사업화,경영상애로사항국내판로개척,경영상애로사항해외시장개척,경영상애로사항필요인력의확보및유지관리,경영상애로사항자금조달운용등자금관리,경영상애로사항기술유출및디자인상표도용,경영상애로사항업계내의과당경쟁및덤핑,경영상애로사항법률회계세무관련지식부족,경영상애로사항조직관리,경영상애로사항환율변동,경영상애로사항특허분쟁,경영상애로사항각종규제,경영상애로사항산학연간협력활동,경영상애로사항불공정한시장질서,2020년 정규직 수 (남성),2020년 정규직 수 (여성),2020년 정규직 수 (합계),2020년 비정규직 수 (남성),2020년 비정규직 수 (여성),2020년 비정규직 수 (합계),2020년 총 종사자 수 (남성),2020년 총 종사자 수 (여성),2020년 총 종사자 수 (합계),신규인력수요유무,보유지분비율합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),2020년도 - 대기업 또는 대기업그룹사 소속사,2020년도 - 대기업에 납품하는 12차 벤더 (협력업체),2020년도 - 중소기업 및 벤처기업,2020년도 - 중견기업,2020년도_(B2C)소비자매출,2020년도 - B2G (정부 포함 공공부문 매출),2020년도 - 해외-,2020년도 - 국내설비투자액,2020년도 - 국내R_D투자액,2020년도 - 해외투자액,2020년도 - 기타,2020년도 - 합계,스톡옵션에관한귀사의상황은,귀사는스마트공장을도입하셨습니까,주력기술과차산업혁명관계여부,현재등록보유특허권,현재등록보유실용신안권,현재등록보유디자인권,현재등록보유상표권,현재등록보유해외산업재산권,현재등록보유합계,현재출원중특허권,현재출원중실용신안권,현재출원중디자인권,현재출원중상표권,현재출원중해외산업재산권,현재출원중합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,원자재나부품수입여부,2020년 기준 귀사의 해외 사업 방식은 어디에 해당되십니까
10,23016,개인,0.54,3,2,경북,영주시,1231,A,1,12,2011,4,4,,,,1,2,3,4.0,6,3,,3,,13.0,2,7,1,8,0,0,0,7,1,8,1,0,2,0,5,8,0,0,0,0,0,0,0,0,3,3,2,8,2.0,5,4,3,2,,,,,,,"3,013","1,748","1,265","3,747",108,51,79,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2,4,3,3,4,3,3,3,2,3,3,2,2,4,4,4,3,3,5,4,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4898,법인,2.684,5,1,경기,광주시,1299,A,1,12,2016,3,1,2.0,4.0,1.0,1,2,5,,6,3,1.0,1,3.0,10.0,2,5,5,10,0,0,0,5,5,10,1,6,2,1,0,10,0,0,0,0,0,0,0,0,1,2,7,10,1.0,6,4,3,2,85.0,0.0,0.0,0.0,0.0,15.0,"8,438","4,605","3,833","9,061","1,391",200,"1,056",50.0,0.0,0.0,50.0,0.0,0.0,0.0,2,2,2,2,2.0,0,201,0,0,201,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,15.0,0.0,2.0,4.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,5,4,3,4,5,3,4,2,3,3,2,3,3,5,4,4,3,4,4,4,3,4,3,3,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7908,개인,0.432,3,1,경기,고양시 덕양구,1299,A,1,12,2016,3,1,,,,1,2,5,,6,3,,2,,8.0,2,3,1,4,0,0,0,3,1,4,0,3,1,0,0,4,0,3,0,0,0,3,0,0,0,1,3,4,1.0,6,4,1,3,,,,,,,457,303,154,"3,054",78,4,77,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,1,2,2,1.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2,4,3,3,3,3,3,3,2,2,3,3,3,3,3,5,3,3,5,2,5,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50,개인,0.635,4,1,대전,동구,1299,A,1,12,2016,3,1,,,,1,2,3,3.0,9,3,,3,,8.0,1,4,0,4,0,0,0,4,0,4,1,3,0,0,0,4,0,0,0,0,0,0,0,0,1,1,2,4,2.0,5,6,2,3,,,,,,,"1,025",701,324,"5,106",180,18,144,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,3,3,4,4,4,3,3,3,3,3,4,4,4,4,5,5,5,3,5,3,5,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1248,법인,14.36,2,3,대전,유성구,1420,A,1,14,2017,2,4,,4.0,1.0,1,2,3,1.0,5,3,1.0,3,1.0,5.0,2,9,10,19,1,0,1,10,10,20,30,0,8,10,11,59,0,0,0,0,0,0,1,3,38,17,0,59,,5,1,3,2,52.0,0.0,0.0,48.0,0.0,0.0,1951,991,960,590,-1379,25,-226,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,2.0,0.0,,,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,3,4,4,4,3,4,4,3,3,3,2,3,3,3,3,3,2,4,3,2,3,3,2,1,2,3,2,3,33.0,25.0,58.0,0.0,1.0,1.0,33.0,26.0,59.0,2.0,100.0,7165.0,868.0,6297.0,1789.0,-2457.0,22.0,-163.0,0.0,0.0,93.0,0.0,7.0,0.0,0.0,313.0,426.0,0.0,0.0,739.0,4.0,2.0,1.0,11.0,3.0,0.0,5.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0
15,17780,법인,1.98,7,1,충남,홍성군,1420,A,1,14,2014,3,4,,4.0,1.0,1,3,3,3.0,7,3,1.0,3,1.0,12.0,2,19,7,26,0,0,0,19,7,26,4,0,2,18,0,24,0,0,0,0,0,0,2,7,10,5,0,24,,5,4,1,2,20.0,70.0,10.0,0.0,0.0,0.0,9490,6990,2500,19442,631,212,566,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,,,2.0,1.0,,,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,3,3,4,3,3,4,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,1,3,3,2,19.0,5.0,24.0,0.0,0.0,0.0,19.0,5.0,24.0,2.0,100.0,10738.0,6947.0,3792.0,35714.0,1554.0,208.0,1292.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,760.0,970.0,0.0,0.0,1730.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0
16,16727,법인,1.832,6,1,충남,홍성군,1420,A,1,14,2014,3,4,2.0,4.0,1.0,1,5,3,4.0,10,3,1.0,3,3.0,3.0,2,18,12,30,0,0,0,18,12,30,6,0,5,3,16,30,0,0,0,0,0,0,0,0,4,6,20,30,1.0,4,1,2,3,35.0,65.0,0.0,0.0,0.0,0.0,"9,490","6,990","2,500","19,442",631,212,566,40.0,0.0,20.0,30.0,0.0,0.0,10.0,2,2,2,2,2.0,0,582,0,0,582,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,0.01,2.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,5,4,4,5,4,4,2,3,3,2,3,3,4,5,5,4,3,4,4,3,4,3,3,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7010,법인,1.925,7,1,경기,하남시,1420,A,1,14,2017,3,4,2.0,4.0,1.0,1,3,3,2.0,6,3,1.0,1,3.0,12.0,2,21,9,30,0,0,0,21,9,30,2,0,5,3,20,30,0,0,0,0,0,0,0,0,5,8,17,30,1.0,4,2,2,1,50.0,0.0,0.0,0.0,0.0,50.0,"2,711","2,295",416,"22,898",158,41,118,30.0,0.0,50.0,20.0,0.0,0.0,0.0,2,2,2,2,2.0,0,428,0,0,428,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,4,5,4,4,5,4,5,2,2,3,3,4,2,4,5,5,3,4,4,3,4,4,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2067,법인,14.15,1,1,경남,거제시,3212,A,3,32,2017,2,4,,4.0,1.0,1,3,5,,6,3,1.0,2,1.0,13.0,2,7,2,9,0,0,0,7,2,9,1,0,1,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3,,5,3,1,2,100.0,0.0,0.0,0.0,0.0,0.0,2105,1935,169,1236,-397,50,-337,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,0.1,0.0,,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,2,2,3,4,3,2,2,1,2,3,2,2,1,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,100.0,3092.0,2882.0,210.0,136.0,-837.0,76.0,-550.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,370.0,178.0,0.0,0.0,548.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0
19,13661,법인,10.42,1,2,제주,제주시,3212,A,3,32,2016,3,2,,4.0,1.0,1,5,1,2.0,6,2,1.0,3,1.0,24.0,2,5,1,6,0,0,0,5,1,6,1,1,0,2,0,4,0,0,0,0,0,0,1,0,2,1,0,4,,5,6,1,2,100.0,0.0,0.0,0.0,0.0,0.0,2582,2213,368,221,-365,32,320,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,0.1,0.3,,,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,2,3,2,2,3,2,3,3.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,100.0,2945.0,2481.0,465.0,282.0,162.0,32.0,137.0,0.0,0.0,5.0,0.0,5.0,0.0,90.0,43.0,52.0,0.0,0.0,95.0,4.0,2.0,2.0,7.0,0.0,5.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
20,364,법인,12.614,2,2,충남,부여군,3212,A,3,32,2013,2,1,2.0,4.0,1.0,1,5,3,3.0,7,3,1.0,3,1.0,0.0,2,4,1,5,0,0,0,4,1,5,1,2,1,1,0,5,0,0,0,0,0,0,0,1,1,2,1,5,1.0,6,4,2,3,50.0,40.0,10.0,0.0,0.0,0.0,"2,874","1,864","1,010","1,025",159,71,101,0.0,0.0,50.0,0.0,50.0,0.0,0.0,2,2,2,2,2.0,0,42,0,0,42,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,0.1,0.0,2.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,5,4,4,3,4,5,4,2,3,2,3,2,3,5,4,5,3,4,4,4,3,4,3,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,14739,개인,4.027,1,2,경남,통영시,3213,A,3,32,2000,4,1,,,,1,3,1,2.0,3,3,,1,,15.0,2,3,0,3,0,0,0,3,0,3,0,1,0,2,0,3,0,1,0,0,0,1,1,0,1,0,1,3,2.0,6,5,1,2,,,,,,,354,126,228,292,18,3,16,0.0,0.0,84.0,0.0,16.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2,4,3,3,3,2,2,2,2,3,3,3,3,3,3,5,3,3,5,2,5,2,2,2,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4729,법인,6.839,1,2,경남,거제시,3213,A,3,32,2003,3,1,2.0,4.0,1.0,1,3,2,2.0,8,3,1.0,1,3.0,10.0,2,6,2,8,0,0,0,6,2,8,2,2,2,2,0,8,0,0,0,0,0,0,1,1,3,3,0,8,2.0,4,6,2,3,59.0,0.0,41.0,0.0,0.0,0.0,"1,296",788,508,321,-219,15,-54,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2,2,2,2,2.0,0,87,0,0,87,4.0,1.0,2.0,8.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,0.1,0.0,2.0,4.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,4,5,4,4,5,4,5,2,3,2,2,3,3,4,5,4,3,4,3,3,4,3,3,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23680,법인,10.42,1,3,강원,춘천시,3220,A,3,32,2019,1,2,,3.0,1.0,1,2,2,2.0,3,3,2.0,1,3.0,10.0,1,2,0,2,0,0,0,2,0,2,2,3,1,1,1,8,0,0,1,1,1,3,0,3,4,1,0,8,,5,4,3,4,80.0,0.0,0.0,5.0,15.0,0.0,150,105,45,1,-72,2,-15,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,0.1,0.0,,,3.0,8.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2,4,3,2,2,4,4,3,2,2,4,4,4,3,3,3,3,4,4,3,2,2,4,2,2,2,2,2,7.0,1.0,8.0,0.0,0.0,0.0,7.0,1.0,8.0,1.0,100.0,394.0,279.0,114.0,41.0,-88.0,4.0,-60.0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,50.0,150.0,0.0,0.0,200.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0
24,26603,개인,4.027,1,1,대구,서구,6200,B,6,62,2012,4,2,,,,2,3,3,4.0,6,3,,3,,15.0,2,4,1,5,0,0,0,4,1,5,0,2,0,1,2,5,0,2,0,1,2,5,0,0,3,2,0,5,2.0,5,8,2,1,,,,,,,"2,006","1,143",863,267,63,28,31,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,1,1.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2,3,3,3,3,4,3,3,2,3,3,3,2,5,5,5,5,5,5,3,3,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,14656,법인,6.839,1,1,경기,하남시,6200,B,6,62,2013,3,2,2.0,4.0,1.0,1,3,3,1.0,7,3,1.0,1,3.0,15.0,2,4,0,4,0,0,0,4,0,4,1,1,1,1,0,4,0,0,0,0,0,0,0,0,2,1,1,4,2.0,4,6,2,3,70.0,0.0,30.0,0.0,0.0,0.0,"1,032",546,486,340,10,6,9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2,2,2,2,2.0,0,51,0,0,51,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,0.1,0.0,2.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,14.0,5,4,4,3,4,4,5,4,3,2,3,2,3,4,4,4,4,3,4,4,3,3,4,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,28633,개인,1.7,1,1,대구,서구 국채보상로20길,6200,B,6,62,2012,4,2,,,,1,3,4,3.0,6,3,,2,,15.0,1,2,0,2,0,0,0,2,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,3,,6,4,3,1,,,,,,,2006,1143,863,267,63,28,31,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,3,3,2,3,2,1,2,3,2,4,5,4,2,3,4,5,4,4,4,2,4,4,3,4,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,,1981.0,1069.0,912.0,266.0,56.0,27.0,33.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
27,1312,법인,13.645,3,1,전남,나주시,7290,B,7,72,2010,3,1,2.0,4.0,1.0,1,3,3,1.0,6,3,1.0,1,3.0,10.0,1,13,5,18,0,0,0,13,5,18,3,12,2,1,0,18,0,0,0,0,0,0,0,0,4,9,5,18,2.0,6,4,2,3,47.0,53.0,0.0,0.0,0.0,0.0,"4,052","2,084","1,968","3,629",268,97,185,0.0,0.0,10.0,0.0,0.0,90.0,0.0,2,2,2,2,2.0,0,108,0,0,108,4.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,5,4,4,3,5,4,4,3,3,3,3,2,3,5,4,4,5,4,3,4,3,4,3,3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4550,법인,11.336,6,2,경기,평택시,10121,C,10,101,2010,3,1,2.0,4.0,1.0,1,4,5,,6,3,1.0,3,3.0,15.0,2,10,20,30,0,0,0,10,20,30,6,21,1,2,0,30,0,0,0,0,0,0,0,0,8,3,19,30,1.0,6,5,1,3,95.0,5.0,0.0,0.0,0.0,0.0,"8,585","8,171",414,"14,156",187,289,-191,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,1,2,1.0,0,58,0,0,58,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,9.0,0.0,2.0,4.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,3,2,3,3,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,27850,법인,55.41,2,1,경남,함안군,10121,C,10,101,2014,2,1,,4.0,1.0,2,3,5,,10,3,1.0,3,1.0,7.0,2,1,1,2,0,0,0,1,1,2,2,2,1,1,0,6,0,0,0,0,0,0,0,0,3,1,2,6,,6,5,2,3,83.3,0.0,13.3,0.0,0.0,3.4,1995,1241,754,1729,175,26,134,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,5.0,5.0,,,,5.0,0.0,,,8.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,3,3,5.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,100.0,2140.0,1266.0,873.0,1360.0,132.0,26.0,119.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0
