,아이디,구분법인개인,가중치,쿼터규모,벤처확인유형,회사주소시도,회사주소구군,한국표준산업분류코드차,1단계업종분류대분류,2단계업종분류중분류,3단계업종분류소분류,창업년도,기업성장단계,제조및비제조,스마트공장도입의향,상장여부및향후계획,현대표이사와창업자동일여부,창업자성별,창업당시창업자연령,창업당시창업자최종학력,창업당시창업자전공,창업직전근무지,창업방식,단독창업여부,창업자역할,창업당시목표시장,창업당시창업자실무경험년수년,창업자과거창업경험여부,2019년 정규직_남성,2019년 정규직_여성,2019년 정규직_합계,2019년 비정규직_남성,2019년 비정규직_여성,2019년 비정규직_합계,2019년 총 종사자_남성,2019년 총 종사자_여성,2019년 총 종사자_합계,직종별인력구성관리,직종별인력구성생산,직종별인력구성영업,직종별인력구성_(Rnd),직종별인력구성기타,직종별인력구성합계,직종별부족인원관리,직종별부족인원생산,직종별부족인원영업,직종별 부족인원_연구개발(RnD),직종별부족인원기타,직종별부족인원합계,학력별인력구성박사,학력별인력구성석사,학력별인력구성대졸,학력별인력구성전문대졸,학력별인력구성고졸이하,학력별인력구성합계,신규인력채용의사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(1순위),지분구조퍼센트창업자,지분구조퍼센트임직원,지분구조퍼센트가족,지분구조퍼센트벤처캐피털및기관투자자,지분구조퍼센트엔젤및액셀러레이터,지분구조퍼센트개인투자자,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,"매출구조(퍼센트)_(B2B)대기업에 납품하는 1,2차 벤더",매출구조(퍼센트)_(B2B)중소기업 및 벤처기업,매출구조(퍼센트)_(B2B)중견기업,매출구조(퍼센트)_(B2C)소비자매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조퍼센트해외,연구개발(RnD)자금(출연금)_경험여부,융자정책자금경험여부,보증서지원경험여부,기타지원경험여부,합계경험여부,투자처별투자액백만원국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별투자액백만원해외,투자처별투자액백만원기타,투자처별투자액백만원합계,스톡옵션활용상황,스톡옵션미활용이유,주력기술과차산업혁명관련여부,현재등록보유산업재산권건특허권,현재등록보유산업재산권건실용신안권,현재등록보유산업재산권건디자인권,현재등록보유산업재산권건상표권,현재등록보유산업재산권건해외,현재등록보유산업재산권건합계,현재출원중산업재산권건특허권,현재출원중산업재산권건실용신안권,현재출원중산업재산권건디자인권,현재출원중산업재산권건상표권,현재출원중산업재산권건해외,현재출원중산업재산권건합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,경쟁사대비현황개발역량,경쟁사대비현황제조역량,경쟁사대비현황마케팅역량,경쟁전략초점원가우위수준,경쟁전략초점제품고부가가치화수준,비즈니스모델명확한정리정도,비즈니스모델혁신정도,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,주력제품국내시장점유율퍼센트,주력제품해외시장점유율퍼센트,원자재나부품수입여부,해외사업방식,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(1순위),크라우드펀딩경험여부,엔젤투자자혹은액셀러레이터투자경험여부,벤처캐피털투자조합포함투자경험여부,인수합병(MnA) 경험여부,피인수합병경험여부,다른업체를인수합병할의향여부,다른업체의인수합병에응할의향여부,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(1순위),기업간 거래시 애로사항(1순위),벤처확인제도혜택기술개발촉진효과,벤처확인제도혜택기업이미지제고등광고효과,벤처확인제도혜택세제혜택효과,벤처확인제도혜택우수인력확보에유리,벤처확인제도혜택입지선정시유리,벤처확인제도혜택자금조달및투자유인효과,벤처확인제도혜택정부지원제도참여에유리,벤처확인제도혜택창업관련규제완화효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재벤처인프라수준벤처관련규제완화,현재벤처인프라수준창업및기업가적능력개발을위한교육,현재벤처인프라수준기업가정신을고취하는사회분위기,현재벤처인프라수준벤처투자활성화,경영상애로사항신기술개발,경영상애로사항개발된기술의사업화,경영상애로사항국내판로개척,경영상애로사항해외시장개척,경영상애로사항필요인력의확보및유지관리,경영상애로사항자금조달운용등자금관리,경영상애로사항기술유출및디자인상표도용,경영상애로사항업계내의과당경쟁및덤핑,경영상애로사항법률회계세무관련지식부족,경영상애로사항조직관리,경영상애로사항환율변동,경영상애로사항특허분쟁,경영상애로사항각종규제,경영상애로사항산학연간협력활동,경영상애로사항불공정한시장질서,2020년 정규직 수 (남성),2020년 정규직 수 (여성),2020년 정규직 수 (합계),2020년 비정규직 수 (남성),2020년 비정규직 수 (여성),2020년 비정규직 수 (합계),2020년 총 종사자 수 (남성),2020년 총 종사자 수 (여성),2020년 총 종사자 수 (합계),신규인력수요유무,보유지분비율합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),2020년도 - 대기업 또는 대기업그룹사 소속사,2020년도 - 대기업에 납품하는 12차 벤더 (협력업체),2020년도 - 중소기업 및 벤처기업,2020년도 - 중견기업,2020년도_(B2C)소비자매출,2020년도 - B2G (정부 포함 공공부문 매출),2020년도 - 해외-,2020년도 - 국내설비투자액,2020년도 - 국내R_D투자액,2020년도 - 해외투자액,2020년도 - 기타,2020년도 - 합계,스톡옵션에관한귀사의상황은,귀사는스마트공장을도입하셨습니까,주력기술과차산업혁명관계여부,현재등록보유특허권,현재등록보유실용신안권,현재등록보유디자인권,현재등록보유상표권,현재등록보유해외산업재산권,현재등록보유합계,현재출원중특허권,현재출원중실용신안권,현재출원중디자인권,현재출원중상표권,현재출원중해외산업재산권,현재출원중합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,원자재나부품수입여부,2020년 기준 귀사의 해외 사업 방식은 어디에 해당되십니까
3265,30379,법인,3.91,5,2,서울,송파구,42491,F,42,424,2004,4,1,,4.0,1.0,1,2,3,2.0,7,3,2.0,3,1.0,4.0,2,15,3,18,0,0,0,15,3,18,6,4,0,0,10,20,0,0,0,0,0,0,0,0,6,6,8,20,,8,5,2,1,41.0,42.0,10.0,0.0,0.0,7.0,6936,1566,5369,6952,2000,44,1571,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,5.0,0.0,,,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,14.0,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,16.0,4.0,20.0,0.0,0.0,0.0,16.0,4.0,20.0,2.0,100.0,7595.0,1731.0,5865.0,9042.0,1761.0,25.0,1362.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0
3266,30944,법인,1.085,8,2,서울,송파구,42491,F,42,424,1994,3,2,2.0,4.0,2.0,1,3,2,1.0,6,3,2.0,2,1.0,10.0,2,40,11,51,0,0,0,40,11,51,10,25,9,7,0,51,0,0,0,0,0,0,0,2,43,4,2,51,1.0,6,4,3,2,46.0,11.0,32.0,0.0,0.0,11.0,"26,925","11,288","15,637","58,286","3,492",172,"2,470",50.0,0.0,40.0,0.0,0.0,10.0,0.0,1,2,2,2,1.0,0,"1,748",0.0,0,"1,748",4.0,2.0,2.0,23.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,14.0,4,4,5,4,3,4,5,3,2,2,3,3,2,4,5,4,4,3,3,4,3,3,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,14244,법인,6.23,4,2,서울,영등포구,42491,F,42,424,2004,4,2,,4.0,1.0,1,4,3,2.0,7,3,1.0,2,1.0,11.0,2,6,2,8,4,0,4,10,2,12,3,4,1,0,2,10,0,0,0,0,0,0,0,0,2,7,1,10,,6,5,3,2,70.0,10.0,20.0,0.0,0.0,0.0,3444,789,2655,3590,138,22,47,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,3.0,2.0,3.0,3.0,,,,10.0,0.0,,,7.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,4,3,4,3,3,4,4,3,3,4,4,3,4,4,3,4,2,4,4,3,4,3,3,2,2,4,3,3,5.0,2.0,7.0,3.0,0.0,3.0,8.0,2.0,10.0,1.0,100.0,3609.0,813.0,2796.0,5380.0,162.0,16.0,141.0,0.0,0.0,85.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,4.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0
3268,2803,법인,2.56,6,2,경기,부천시,42491,F,42,424,2006,3,4,,4.0,1.0,1,3,3,1.0,6,3,1.0,3,1.0,12.0,2,15,1,16,0,0,0,15,1,16,3,0,2,1,5,11,0,0,0,0,0,0,0,0,4,2,5,11,,8,4,1,2,11.9,66.6,21.5,0.0,0.0,0.0,7693,3611,4082,27428,706,110,477,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,,,4.0,0.0,,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,3,2,2,3,3,4,3,3,3,2,3,3,3,3,4,2,4,5,4,3,2,2,1,2,3,4,3,10.0,1.0,11.0,0.0,0.0,0.0,10.0,1.0,11.0,2.0,100.0,8195.0,3871.0,4323.0,16259.0,299.0,90.0,241.0,5.0,5.0,52.0,10.0,10.0,18.0,0.0,74.0,52.0,0.0,0.0,126.0,4.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0
3269,30832,법인,3.91,5,2,서울,강서구,42491,F,42,424,2012,3,4,,4.0,1.0,1,2,3,1.0,7,3,1.0,1,1.0,7.0,2,17,3,20,0,0,0,17,3,20,3,14,0,3,0,20,0,0,0,3,0,3,2,1,4,2,11,20,,8,3,2,3,0.0,0.0,100.0,0.0,0.0,0.0,3263,1080,2183,8311,115,42,90,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,2.0,0.0,,,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,11.0,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3,2,1,3,4,3,3,4,2,4,3,4,3,3,17.0,3.0,20.0,0.0,0.0,0.0,17.0,3.0,20.0,1.0,100.0,3730.0,1288.0,2442.0,8493.0,127.0,37.0,153.0,70.0,0.0,0.0,20.0,10.0,0.0,0.0,1000.0,400.0,0.0,0.0,1400.0,3.0,2.0,1.0,7.0,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0
3270,4213,법인,1.98,7,2,서울,금천구,42491,F,42,424,1999,4,2,,4.0,1.0,1,5,3,2.0,6,3,1.0,3,1.0,23.0,2,16,4,20,0,0,0,16,4,20,3,0,6,1,7,17,0,0,0,1,0,1,0,0,6,6,5,17,,5,4,3,1,0.0,62.0,0.0,38.0,0.0,0.0,9752,3557,6195,30771,295,20,336,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,7.0,0.0,,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,14.0,3,4,3,3,3,4,3,3,3,4,3,3,4,3,3,2,2,3,4,3,2,3,2,1,2,3,2,3,14.0,3.0,17.0,0.0,0.0,0.0,14.0,3.0,17.0,2.0,100.0,9286.0,3020.0,6266.0,22857.0,198.0,17.0,165.0,90.0,0.0,5.0,5.0,0.0,0.0,0.0,22.0,56.0,0.0,0.0,78.0,4.0,2.0,2.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0
3271,16657,법인,1.832,6,2,인천,서구,42491,F,42,424,2004,4,4,2.0,4.0,1.0,1,3,4,1.0,6,3,1.0,2,3.0,5.0,2,16,4,20,0,0,0,16,4,20,3,0,4,2,11,20,0,0,0,0,0,0,0,0,4,6,10,20,1.0,2,4,2,1,30.0,0.0,70.0,0.0,0.0,0.0,"5,508","1,457","4,051","14,244",454,15,323,10.0,0.0,80.0,10.0,0.0,0.0,0.0,2,2,2,2,2.0,0,427,0,0,427,4.0,1.0,2.0,22.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,5,4,4,4,5,3,4,2,3,3,3,2,2,4,5,4,3,4,3,4,5,3,3,3,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,17959,법인,13.645,3,2,부산,강서구,42492,F,42,424,2016,3,2,2.0,4.0,1.0,1,3,2,1.0,6,3,1.0,1,3.0,18.0,2,5,4,9,0,0,0,5,4,9,1,4,1,3,0,9,0,0,0,0,0,0,0,1,2,5,1,9,1.0,6,4,2,3,65.0,0.0,35.0,0.0,0.0,0.0,"1,471",340,"1,131","4,245",209,4,345,5.0,0.0,5.0,0.0,0.0,90.0,0.0,1,2,2,2,1.0,0,157,0,0,157,4.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,0.0,2.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,5,4,3,4,5,5,5,3,3,2,3,3,2,4,5,4,4,4,3,4,3,4,3,3,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,26410,개인,1.13,2,2,경남,마산합포구 합포로 195-1 3층,42499,F,42,424,2004,5,1,,,,1,2,3,3.0,6,3,,3,,4.0,2,5,3,8,0,0,0,5,3,8,2,4,0,2,0,8,0,1,0,0,0,1,0,0,1,1,6,8,,6,3,1,3,,,,,,,1185,106,1079,2067,413,0,317,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,1,2,2,2,2,5,4,4,1,3,4,2,4,1,1,1,1,1,3,3,5.0,3.0,8.0,0.0,0.0,0.0,5.0,3.0,8.0,1.0,,1032.0,56.0,976.0,1843.0,446.0,0.0,347.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
3274,15624,법인,6.23,4,2,서울,송파구,42499,F,42,424,2003,3,3,,4.0,1.0,1,2,3,1.0,10,3,1.0,1,1.0,7.5,2,9,2,11,0,0,0,9,2,11,3,5,1,2,4,15,0,0,1,0,0,1,0,0,2,13,0,15,,4,6,2,1,75.0,0.0,25.0,0.0,0.0,0.0,4640,2670,1970,5000,283,84,179,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,5.0,0.0,,,2.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2,4,3,2,3,3,3,3,2,2,2,3,3,4,4,4,5,4,4,3,3,4,3,3,3,3,3,3,12.0,3.0,15.0,0.0,0.0,0.0,12.0,3.0,15.0,1.0,100.0,5550.0,3371.0,2180.0,5151.0,388.0,71.0,210.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,70.0,0.0,0.0,70.0,4.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0
3275,12208,법인,14.36,2,2,경남,창원시,42499,F,42,424,2008,3,4,,4.0,1.0,1,3,3,2.0,6,3,1.0,2,1.0,7.0,2,3,2,5,0,0,0,3,2,5,1,0,1,1,1,4,0,0,0,0,0,0,0,0,2,2,0,4,,5,4,1,2,75.0,20.0,5.0,0.0,0.0,0.0,1021,284,737,1811,156,8,143,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,,,0.2,0.0,,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,2,3,2,1,2,2,1,1,1,3,3,2,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,100.0,1170.0,354.0,816.0,1798.0,94.0,6.0,79.0,0.0,0.0,18.0,10.0,0.0,72.0,0.0,72.0,58.0,0.0,0.0,130.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0
3276,25087,개인,0.432,3,2,경남,창원시 마산합포구,42499,F,42,424,2004,4,4,,,,1,2,3,1.0,6,3,,3,,8.0,2,6,2,8,0,0,0,6,2,8,1,0,1,1,5,8,0,0,0,0,0,0,0,0,3,4,1,8,2.0,6,5,3,2,,,,,,,"1,185",106,"1,079","2,067",413,0,317,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2,3,3,3,3,2,4,3,2,2,3,3,2,4,5,5,3,3,5,3,5,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,5931,법인,3.484,4,1,경북,성주군,42500,F,42,425,2013,3,4,2.0,4.0,1.0,1,3,3,1.0,7,3,1.0,1,3.0,15.0,2,7,0,7,0,0,0,7,0,7,1,2,2,2,0,7,0,0,0,0,0,0,0,0,2,3,2,7,1.0,4,6,2,3,88.0,12.0,0.0,0.0,0.0,0.0,"3,198","1,489","1,709","5,125",188,45,180,85.0,0.0,10.0,0.0,0.0,0.0,5.0,1,2,2,2,1.0,0,153,0,0,153,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,0.01,1.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,5,4,4,3,5,4,5,4,3,2,3,3,2,5,4,5,4,4,3,4,3,4,3,3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,2189,법인,6.23,4,4,서울,강동구,42500,F,42,425,2014,3,4,,4.0,1.0,1,3,3,1.0,6,3,1.0,3,1.0,7.0,2,14,4,18,0,0,0,14,4,18,3,0,2,3,15,23,0,0,0,1,1,2,0,0,10,8,5,23,,5,3,2,1,100.0,0.0,0.0,0.0,0.0,0.0,1727,305,1422,4182,544,8,535,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,0.5,0.0,,,8.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,3,3,4,3,3,4,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,1,2,1,1,2,3,17.0,5.0,22.0,1.0,0.0,1.0,18.0,5.0,23.0,1.0,100.0,2716.0,409.0,2307.0,7233.0,598.0,3.0,632.0,0.0,25.0,40.0,35.0,0.0,0.0,0.0,42.0,110.0,0.0,0.0,152.0,4.0,2.0,2.0,9.0,2.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0
3279,32690,법인,8.99,6,1,광주,광산구,45213,G,45,452,2019,2,1,,4.0,1.0,1,4,4,1.0,6,3,1.0,2,1.0,8.0,2,10,1,11,0,0,0,10,1,11,2,12,1,0,0,15,0,0,0,0,0,0,0,0,0,2,13,15,,6,5,1,2,100.0,0.0,0.0,0.0,0.0,0.0,1157,1279,-122,4718,-320,7,-322,,,,,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,5.0,4.0,3.0,3.0,,,,20.0,0.0,,,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1,1,3,1,1,3,3,1,2,3,3,3,3,5,5,5,5,5,3,3,3,4,4,3,3,4,3,3,13.0,2.0,15.0,0.0,0.0,0.0,13.0,2.0,15.0,1.0,100.0,2673.0,2597.0,76.0,8549.0,167.0,16.0,198.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,1000.0,1490.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,4.0,6.0,2.0,2.0,1.0,2.0,4.0
3280,11958,법인,15.8,4,4,서울,성동구,45219,G,45,452,2018,2,4,,4.0,1.0,1,3,3,3.0,5,3,1.0,2,1.0,10.0,2,10,5,15,0,0,0,10,5,15,2,0,3,3,21,29,0,0,0,0,0,0,0,0,29,0,0,29,,5,3,1,3,25.0,25.0,50.0,0.0,0.0,0.0,2123,1655,468,7875,300,265,23,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,2.0,0.0,,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,14.0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,3,4,4,3,3,3,3,21.0,8.0,29.0,0.0,0.0,0.0,21.0,8.0,29.0,1.0,100.0,3183.0,2608.0,575.0,4104.0,216.0,143.0,107.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,364.0,96.0,6.0,286.0,752.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0
3281,16883,법인,1.35,8,4,경기,고양시,45220,G,45,452,2011,3,4,,4.0,1.0,1,2,3,1.0,6,3,2.0,1,3.0,6.0,2,73,32,105,0,0,0,73,32,105,40,0,10,7,43,100,0,0,0,0,0,0,1,2,37,30,30,100,,3,5,2,3,0.0,0.0,100.0,0.0,0.0,0.0,66585,39722,26863,71973,2325,1216,831,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,10.0,1.0,,,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,8.0,3,4,3,2,3,3,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,3,2,3,3,3,3,3,70.0,30.0,100.0,0.0,0.0,0.0,70.0,30.0,100.0,2.0,100.0,64397.0,36402.0,27995.0,60900.0,2351.0,996.0,1142.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,500.0,0.0,0.0,500.0,4.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0
3282,8555,개인,2.48,5,1,제주,제주시,46101,G,46,461,2013,3,4,,,,1,3,3,2.0,6,3,,3,,7.0,2,7,1,8,0,0,0,7,1,8,2,0,1,0,7,10,0,0,0,0,0,0,0,0,2,5,3,10,,7,4,1,2,,,,,,,2309,2115,194,4341,224,47,178,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2,2,3,2,3,2,2,3,3,2,1,2,1,2,3,1,1,1,1,1,1,2,2,1,9.0,1.0,10.0,0.0,0.0,0.0,9.0,1.0,10.0,2.0,,1821.0,1647.0,174.0,5127.0,264.0,43.0,215.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
3283,20840,법인,0.364,8,2,서울,금천구,46101,G,46,461,2004,4,4,2.0,4.0,1.0,1,2,5,,7,3,1.0,3,3.0,2.0,2,5,2,7,0,0,0,5,2,7,2,0,3,0,2,7,0,0,0,0,0,0,0,0,4,0,3,7,2.0,4,1,1,2,100.0,0.0,0.0,0.0,0.0,0.0,"9,967","6,731","3,236","50,147",616,205,349,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2,2,2,2,2.0,0,0,0,60,60,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,14.0,3,4,3,3,2,3,4,3,3,4,3,4,3,3,4,4,5,3,3,4,4,4,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
