,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_창업자여부,대표이사_이전근무지,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계),학력별 인력구성_합계,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,세계유일기술보유여부,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,글로벌사업방식,향후사회적책임실천할계획여부,실천하고있는사회적책임,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,4차산업혁명과관계여부
2326,19.643,1,경기,수원시 권선구,C27211,2016,2,2,4.0,1.0,6.0,1,2,5,,6,3,1.0,3,3.0,16.0,2,77.0,0.0,23.0,0.0,0.0,6.0,7.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,2,3.0,5.0,3.0,3.0,3.0,3.0,3.0,20.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,11.0,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,5,2,2,2,2,2,2,2,2,2,,13.0,0.0,13.0,3.0,10.0,0.0,0.0,0.0,,,13.0,100.0,80.0,10.0,0.0,0.0,10.0,0.0,0.0,934.0,0.0,0.0,934.0,1.0,12,0,0,0,0,12,24,0,0,3,3,30,2.0,2.0,3.0,3.0,2.0,4.0,1,4,4.0,1.0,5.0,303.571,24.779,2.228,675.369,2725.595,60.714,2.184,2500.0,35223.077,1
2327,4.223,3,대전,유성구,C27212,1997,4,1,4.0,1.0,3.0,1,3,1,1.0,3,3,1.0,3,1.0,10.0,2,12.280701754385964,10.526315789473683,70.17543859649122,5.263157894736842,1.7543859649122806,5.0,4.0,3.0,1.0,30.0,10.0,30.0,30.0,0.0,0.0,2,2,2,2,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.1,0.01,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,4,4,4,4,4,4,4,4,3,3,2,3,3,2,2,3,3,2,3,2,2,2,2,4,2,2,3,3,6.0,57.0,0.0,57.0,10.0,22.0,5.0,20.0,0.0,2.0,2.0,57.0,57.0,30.0,20.0,10.0,0.0,0.0,30.0,0,300,0,0,300,4.0,26,0,0,0,0,26,2,0,0,0,0,2,3.0,2.0,4.0,3.0,2.0,4.0,2,1,1.0,,0.0,57.2,63.613,1.951,77.403,121.677,2.374,1.811,216.8,26254.386,2
2328,3.84,2,경북,김천시,C27212,2001,4,1,4.0,1.0,5.0,1,3,1,1.0,5,3,1.0,1,3.0,20.0,2,10.44776119402985,23.88059701492537,58.2089552238806,5.970149253731343,1.4925373134328357,5.0,6.0,3.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.01,6.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,3,3,3,3,4,4,3,3,3,2,3,3,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,7.0,57.0,2.0,59.0,10.0,46.0,4.0,7.0,0.0,1.0,2.0,67.0,67.0,100.0,0.0,0.0,0.0,0.0,0.0,"1,000",250,0.0,0,"1,250",4.0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,3.0,3.0,2.0,5.0,2,3,4.0,2.0,0.0,8.128,92.483,52.963,21.677,23.439,12.414,14.989,2915.789,43852.542,1
2329,34.01,2,경기,화성시,C27212,2008,4,1,4.0,1.0,6.0,1,3,3,3.0,6,3,1.0,2,1.0,10.0,2,0.0,0.0,100.0,0.0,0.0,5.0,6.0,3.0,4.0,97.0,0.0,3.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.1,0.1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,14.0,3,3,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,3,4,2,2,3,3,3,3,3,2,2,2.0,4.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,99.0,0.0,0.0,0.0,0.0,1.0,1270.0,2202.0,0.0,14179.0,17651.0,2.0,27,0,0,0,0,27,9,0,0,0,0,9,2.0,2.0,2.0,1.0,2.0,4.0,2,1,3.0,2.0,0.0,103.179,49.218,2.893,39.331,79.913,2.312,4.34,141.176,13825.0,2
2330,3.845,2,경기,안산시 단원구,C27212,2004,4,1,4.0,1.0,6.0,1,2,2,1.0,6,3,1.0,3,1.0,2.0,2,40.0,20.0,38.0,2.0,0.0,5.0,6.0,3.0,2.0,99.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,3.0,3.0,4.0,3.0,3.0,0.01,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,3,4,3,2,3,4,2,3,3,5,3,2,3,4,3,2,3,4,3,2,2,3,3,4,2,3,3,3,7.0,50.0,0.0,50.0,3.0,41.0,1.0,5.0,0.0,2.0,2.0,50.0,50.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,27.0,0.0,0.0,27.0,3.0,8,0,0,0,0,8,0,0,0,0,0,0,2.0,2.0,2.0,1.0,2.0,5.0,1,3,1.0,1.0,0.0,164.454,37.814,1.56,253.27,669.783,10.45,3.396,538.028,44996.0,1
2331,35.962,2,부산,해운대구,C27212,2004,4,1,4.0,1.0,6.0,1,2,1,1.0,6,3,1.0,1,3.0,4.0,2,7.6923076923076925,0.0,84.61538461538461,0.0,7.6923076923076925,6.0,5.0,2.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.01,0.01,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,14.0,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2.0,13.0,0.0,13.0,6.0,3.0,0.0,4.0,0.0,2.0,2.0,13.0,13.0,40.0,30.0,0.0,0.0,30.0,0.0,0.0,159.0,0.0,0.0,159.0,3.0,0,0,0,4,0,4,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,4.0,2,3,4.0,2.0,0.0,159.5,38.536,3.733,40.43,104.917,3.917,5.163,101.562,9684.615,2
2332,2.464,2,서울,서초구,C27212,1994,4,1,1.0,2.0,,1,4,1,1.0,5,3,2.0,1,3.0,6.0,2,34.868421052631575,26.31578947368421,31.57894736842105,4.605263157894736,2.631578947368421,1.0,4.0,2.0,3.0,60.0,40.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,4.0,4.0,4.0,3.0,3.0,20.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,4,3,3,4,3,2,2,2,2,3,3,4,4,3,4,2,3,2,3,2,3,2,2,2,3,2,3,2,8.0,152.0,0.0,152.0,38.0,72.0,28.0,14.0,0.0,2.0,2.0,152.0,152.0,0.0,60.0,40.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,1.0,1.0,1.0,2.0,5.0,2,1,4.0,,0.0,70.366,58.697,8.782,86.795,147.869,12.986,11.623,988.445,65849.342,1
2333,24.22,4,경기,화성시,C27212,2012,2,1,4.0,1.0,5.0,1,4,3,1.0,5,3,2.0,3,3.0,34.0,1,18.181818181818183,18.181818181818183,63.63636363636363,0.0,0.0,5.0,4.0,2.0,3.0,50.0,15.0,0.0,0.0,0.0,35.0,2,2,1,2,4.0,4.0,2.0,3.0,3.0,4.0,4.0,20.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,12.0,1,3,1,1,1,4,4,1,1,1,1,1,1,4,4,4,5,5,4,2,3,5,4,3,4,5,4,4,3.0,8.0,0.0,8.0,2.0,3.0,2.0,4.0,0.0,2.0,2.0,11.0,11.0,50.0,10.0,10.0,0.0,10.0,10.0,0.0,1200.0,0.0,12.0,1212.0,3.0,5,0,0,0,1,6,2,1,0,1,0,4,3.0,2.0,2.0,2.0,2.0,4.0,1,1,3.0,1.0,0.0,372.944,21.144,7.564,111.217,525.995,39.788,13.263,1315.0,24787.5,2
2334,2.28,2,서울,서초구,C27212,1994,4,1,1.0,2.0,,1,3,1,1.0,6,3,1.0,1,3.0,17.0,2,11.920529801324504,19.867549668874172,56.29139072847682,7.9470198675496695,3.9735099337748347,5.0,4.0,3.0,1.0,0.0,10.9,29.8,0.0,0.0,59.3,1,2,2,2,4.0,4.0,4.0,3.0,4.0,4.0,4.0,15.0,0.1,3.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,3,3,3,3,4,4,3,3,3,2,4,4,3,4,5,4,4,4,3,3,3,3,4,3,3,3,3,8.0,153.0,0.0,153.0,38.0,40.0,16.0,29.0,28.0,2.0,2.0,151.0,151.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,3360.0,0.0,0.0,3360.0,4.0,22,0,13,9,28,72,0,0,0,0,0,0,3.0,1.0,2.0,1.0,2.0,4.0,1,3,4.0,1.0,0.0,70.366,58.697,8.782,86.795,147.869,12.986,11.623,988.445,65418.954,1
2335,35.962,2,경기,화성시,C27212,2008,3,1,4.0,1.0,6.0,1,2,3,1.0,6,3,1.0,1,3.0,13.0,2,0.0,0.0,100.0,0.0,0.0,5.0,4.0,2.0,3.0,97.0,0.0,3.0,0.0,0.0,0.0,2,2,2,2,4.0,2.0,3.0,4.0,4.0,4.0,3.0,0.1,0.01,5.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,11.0,4,5,5,4,3,4,3,3,2,4,3,3,3,4,5,5,5,4,5,3,4,2,3,4,3,4,3,3,2.0,5.0,0.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,30.0,65.0,0.0,5.0,0,120,0,0,120,4.0,7,0,0,0,0,7,0,0,0,0,0,0,2.0,2.0,3.0,3.0,2.0,4.0,1,1,1.0,,0.0,103.179,49.218,2.893,39.331,79.913,2.312,4.34,141.176,11060.0,2
2336,3.845,2,경기,용인시 처인구,C27212,1999,4,1,4.0,1.0,8.0,1,3,2,1.0,8,3,1.0,3,3.0,10.0,2,20.833333333333336,20.833333333333336,55.55555555555556,2.7777777777777777,0.0,6.0,5.0,2.0,3.0,83.0,0.0,0.0,0.0,0.0,17.0,1,2,2,2,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.01,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,3,4,4,3,2,2,3,3,3,2,4,3,3,4,3,2,3,3,4,2,3,3,3,4,3,2,3,3,7.0,72.0,0.0,72.0,8.0,53.0,3.0,8.0,0.0,2.0,2.0,72.0,72.0,14.0,36.0,23.0,9.0,0.0,18.0,3.0,135.0,0.0,0.0,138.0,4.0,2,0,1,0,0,3,1,0,0,0,0,1,3.0,1.0,3.0,2.0,2.0,4.0,1,3,1.0,,0.0,261.598,27.655,-14.227,52.928,191.388,-27.228,-6.31,-206.515,30000.0,1
2337,35.787,2,경기,수원시 영통구,C27212,2015,2,1,4.0,1.0,6.0,1,3,4,1.0,6,3,1.0,2,1.0,23.0,2,0.0,57.14285714285714,42.857142857142854,0.0,0.0,5.0,6.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,1,1,3,2,2,3,3,1,1,2,1,2,1.0,7.0,0.0,7.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,7.0,7.0,60.0,20.0,10.0,0.0,0.0,10.0,0.0,159.0,0.0,0.0,159.0,4.0,4,0,0,0,2,6,0,0,0,0,0,0,2.0,2.0,3.0,3.0,2.0,4.0,1,1,1.0,2.0,1.0,157.343,38.859,2.951,82.88,213.287,6.294,2.295,116.667,4357.143,1
2338,6.483,2,인천,남동구,C27212,2015,2,1,4.0,1.0,5.0,1,3,3,2.0,5,3,1.0,2,1.0,0.0,2,46.666666666666664,13.333333333333334,40.0,0.0,0.0,6.0,4.0,1.0,2.0,40.0,60.0,0.0,0.0,0.0,0.0,2,1,2,2,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.5,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,4.0,3,3,4,3,2,2,2,2,3,3,2,3,2,4,4,3,3,4,4,3,4,3,3,3,2,3,3,3,5.0,30.0,0.0,30.0,5.0,18.0,2.0,2.0,3.0,2.0,2.0,30.0,30.0,40.0,0.0,30.0,0.0,0.0,30.0,5285.0,762.0,16.0,1229.0,7292.0,1.0,81,10,6,2,0,99,0,0,0,0,0,0,3.0,2.0,2.0,1.0,2.0,4.0,1,1,3.0,1.0,0.0,1132.477,8.114,3.354,69.605,857.862,28.777,5.068,381.081,27823.333,1
2339,35.787,4,대전,유성구,C27212,2016,2,2,4.0,1.0,6.0,1,3,2,4.0,6,3,1.0,3,1.0,6.0,1,0.0,0.0,85.71428571428571,14.285714285714285,0.0,5.0,4.0,2.0,3.0,37.0,0.0,0.0,20.0,0.0,43.0,1,2,2,2,4.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,14.0,3,4,5,4,3,5,5,4,3,2,4,3,2,4,5,5,2,4,4,2,5,3,3,4,3,5,4,4,1.0,7.0,0.0,7.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,7.0,7.0,5.0,5.0,60.0,0.0,0.0,30.0,1695.0,884.0,1430.0,291.0,4300.0,3.0,21,0,0,0,0,21,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,4.0,2,1,1.0,1.0,1.0,78.625,55.983,-160.714,11.655,20.818,-33.457,-500.0,-6222.222,1600.0,1
2340,29.69,2,경기,용인시,C27212,2009,2,2,4.0,1.0,5.0,1,5,1,1.0,5,3,1.0,1,3.0,20.0,2,0.0,0.0,0.0,50.0,50.0,5.0,3.0,2.0,1.0,70.0,0.0,30.0,0.0,0.0,0.0,2,2,1,2,5.0,4.0,2.0,5.0,5.0,3.0,3.0,30.0,0.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3,4,4,4,4,4,4,4,3,3,3,4,2,2,3,3,3,4,4,2,2,2,3,2,2,1,3,2,1.0,5.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0,100,0,0,100,4.0,2,0,0,0,0,2,0,0,0,0,0,0,3.0,2.0,5.0,4.0,2.0,4.0,2,1,4.0,2.0,1.0,199.643,33.373,12.268,32.062,96.071,11.786,15.242,512.5,5380.0,2
2341,24.22,2,경기,용인시,C27212,2008,5,2,3.0,1.0,6.0,1,3,2,1.0,6,3,1.0,5,3.0,20.0,2,7.4074074074074066,22.22222222222222,48.148148148148145,22.22222222222222,0.0,5.0,4.0,3.0,2.0,43.0,0.0,39.0,6.0,0.0,12.0,1,1,1,2,4.0,3.0,2.0,4.0,3.0,2.0,2.0,50.0,5.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3,3,5,3,3,3,5,3,3,3,3,3,4,5,4,4,4,4,5,3,3,3,4,2,2,2,2,2,3.0,19.0,0.0,19.0,9.0,3.0,3.0,11.0,1.0,2.0,2.0,27.0,27.0,10.0,18.0,18.0,18.0,18.0,18.0,0.0,77.0,0.0,0.0,77.0,4.0,7,0,0,3,1,11,0,0,0,0,0,0,3.0,2.0,5.0,3.0,2.0,3.0,1,1,3.0,1.0,0.0,156.511,38.985,6.14,52.953,135.83,8.34,8.333,192.754,8400.0,2
2342,3.84,2,경기,군포시,C27212,2006,4,1,4.0,1.0,5.0,1,3,1,1.0,5,3,1.0,1,1.0,19.0,2,27.0,11.0,54.0,6.0,2.0,5.0,6.0,3.0,4.0,74.8,21.5,3.7,0.0,0.0,0.0,2,2,2,2,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0.01,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,14.0,4,3,3,3,3,3,4,3,4,3,2,3,3,4,4,3,4,4,5,3,3,3,3,4,3,3,3,3,7.0,94.0,2.0,96.0,20.0,46.0,10.0,20.0,4.0,1.0,2.0,100.0,100.0,20.0,10.0,20.0,0.0,15.0,30.0,0.0,2020.0,0.0,0.0,2020.0,1.0,87,0,0,0,0,87,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,4.0,2,1,1.0,,1.0,93.804,51.598,9.405,140.689,272.661,25.644,10.01,9306.25,30989.583,2
2343,46.129,2,서울,강서구,C27212,2010,2,2,3.0,1.0,7.0,1,2,2,1.0,7,3,2.0,1,3.0,6.0,1,0.0,33.0,34.0,33.0,0.0,5.0,4.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1,2,2,2,5.0,4.0,3.0,4.0,5.0,4.0,4.0,10.0,0.0,4.0,8.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,8.0,3,4,3,2,2,3,4,3,2,3,2,2,2,3,4,5,5,5,4,3,4,3,4,4,3,3,4,3,,6.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,,,6.0,100.0,0.0,1.0,60.0,0.0,39.0,0.0,0.0,531.0,0.0,0.0,531.0,4.0,8,0,0,0,0,8,3,0,0,0,0,3,3.0,2.0,2.0,1.0,2.0,4.0,1,3,4.0,2.0,1.0,343.564,22.545,8.805,70.982,314.851,27.723,-0.629,-15.385,5300.0,1
2344,2.7,4,서울,노원구,C27212,2004,4,1,1.0,1.0,5.0,1,3,1,1.0,5,3,1.0,1,3.0,14.0,2,1.0,48.0,37.0,9.0,5.0,6.0,2.0,1.0,2.0,6.0,0.0,32.0,0.0,0.0,62.0,1,2,2,1,4.0,4.0,3.0,4.0,4.0,4.0,3.0,20.0,0.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,7.0,3,2,3,2,4,3,4,3,2,3,3,4,3,3,3,3,3,4,2,2,2,3,4,3,3,3,2,4,,177.0,0.0,177.0,28.0,17.0,26.0,102.0,4.0,,,177.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,320,400,0,0,720,4.0,37,11,0,0,0,48,1,1,0,0,0,2,2.0,2.0,3.0,2.0,2.0,3.0,2,1,4.0,,0.0,34.042,74.603,-4.6,65.714,88.084,-4.052,-7.561,-4381.429,22916.384,2
2345,19.643,2,부산,해운대구,C27212,2011,3,1,4.0,1.0,5.0,1,3,3,1.0,5,3,1.0,2,3.0,24.0,2,10.0,10.0,70.0,0.0,10.0,4.0,5.0,2.0,1.0,0.0,49.0,0.0,0.0,0.0,51.0,2,2,1,2,4.0,4.0,3.0,3.0,3.0,3.0,3.0,30.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,3,2,,12.0,0.0,12.0,1.0,3.0,6.0,2.0,0.0,,,12.0,100.0,78.1,0.0,0.0,0.0,0.0,21.9,200.0,8444.0,4330.0,0.0,12974.0,2.0,36,2,4,0,0,42,12,0,0,0,0,12,2.0,2.0,4.0,2.0,2.0,3.0,1,3,1.0,2.0,1.0,40.0,71.429,14.672,126.411,176.975,25.966,10.423,3658.333,35100.0,1
2346,6.833,2,경기,안산시 단원구,C27212,2004,3,2,3.0,1.0,6.0,1,3,5,,6,3,1.0,3,3.0,25.0,2,69.0,5.0,26.0,0.0,0.0,6.0,7.0,1.0,2.0,99.0,0.0,1.0,0.0,0.0,0.0,2,1,1,2,4.0,4.0,4.0,3.0,4.0,3.0,4.0,20.0,1.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,7.0,2,2,2,2,2,2,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,,37.0,5.0,42.0,11.0,24.0,0.0,7.0,0.0,,,42.0,100.0,0.0,0.0,85.0,0.0,10.0,5.0,0.0,394.0,0.0,0.0,394.0,3.0,4,0,0,0,0,4,0,0,0,0,0,0,2.0,1.0,4.0,1.0,2.0,4.0,1,1,3.0,1.0,3.0,141.735,41.362,2.738,105.158,254.24,6.961,7.708,471.429,18347.619,1
2347,46.129,2,서울,구로구,C27212,2001,4,2,4.0,1.0,6.0,1,2,5,,6,3,1.0,2,1.0,15.0,2,17.0,33.0,33.0,17.0,0.0,4.0,1.0,2.0,1.0,50.0,51.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,100.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,6.0,0.0,6.0,2.0,2.0,0.0,1.0,1.0,,,6.0,100.0,40.0,0.0,10.0,0.0,0.0,50.0,0,330,0,0,330,4.0,69,7,10,15,15,116,12,1,2,3,2,20,3.0,1.0,4.0,4.0,2.0,4.0,1,1,3.0,,1.0,33.51,74.901,3.165,76.343,101.926,3.226,4.487,339.286,35283.333,2
2348,2.7,2,경기,성남시 분당구,C27212,2001,4,2,1.0,2.0,5.0,1,3,3,1.0,5,3,1.0,3,1.0,27.0,1,0.0,3.0,88.0,9.0,0.0,5.0,4.0,1.0,2.0,19.0,20.0,0.0,6.0,0.0,55.0,1,2,2,2,2.0,3.0,2.0,3.0,2.0,3.0,3.0,20.0,1.0,3.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,11.0,2,2,2,2,2,2,4,2,2,3,2,2,2,5,4,3,4,3,1,2,2,1,2,1,1,2,4,2,,153.0,0.0,153.0,85.0,19.0,9.0,35.0,5.0,,,153.0,100.0,0.0,0.0,60.0,0.0,40.0,0.0,0,400,0,0,400,1.0,4,0,0,0,0,4,3,0,0,0,0,3,2.0,2.0,5.0,3.0,2.0,4.0,2,3,4.0,1.0,0.0,33.609,74.846,7.23,52.333,69.922,5.056,5.718,400.248,36917.647,1
2349,19.643,4,서울,노원구,C27212,2013,2,2,3.0,1.0,7.0,1,3,1,1.0,7,1,1.0,3,3.0,0.0,2,0.0,23.0,55.00000000000001,7.000000000000001,15.0,5.0,4.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1,2,2,2,3.0,2.0,2.0,3.0,4.0,3.0,3.0,70.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3,3,4,2,3,3,4,4,1,3,2,1,3,4,5,5,5,5,3,3,4,4,5,4,3,4,4,3,,13.0,0.0,13.0,2.0,0.0,1.0,10.0,0.0,,,13.0,100.0,65.0,30.0,0.0,0.0,0.0,5.0,7500.0,512.0,0.0,0.0,8012.0,3.0,0,0,0,0,0,0,4,0,0,0,0,4,3.0,2.0,2.0,2.0,2.0,4.0,1,1,3.0,1.0,0.0,1.688,98.307,-15.493,33.661,34.24,-5.305,-19.014,-inf,7646.154,1
2350,19.643,2,대전,유성구,C27212,2006,4,2,4.0,1.0,6.0,1,4,3,2.0,6,3,2.0,2,1.0,9.0,2,7.920792079207921,0.0,61.386138613861384,22.772277227722775,7.920792079207921,4.0,5.0,2.0,3.0,44.0,56.0,0.0,0.0,0.0,0.0,1,1,1,2,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,0.0,8.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,9.0,4,5,4,3,3,4,4,3,3,4,4,3,2,3,4,4,5,3,4,2,4,4,3,2,3,2,2,3,,13.0,0.0,13.0,1.0,1.0,1.0,10.0,0.0,,,13.0,101.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,100.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,4.0,3.0,4.0,3.0,2,1,1.0,1.0,0.0,93.894,51.575,1.531,62.092,120.392,1.843,2.105,137.5,8038.462,1
