,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_창업자여부,대표이사_이전근무지,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계),학력별 인력구성_합계,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,세계유일기술보유여부,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,글로벌사업방식,향후사회적책임실천할계획여부,실천하고있는사회적책임,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,4차산업혁명과관계여부
2351,19.643,1,경기,성남시 수정구,C27212,2012,2,2,3.0,1.0,7.0,1,4,2,1.0,7,3,1.0,1,3.0,20.0,1,15.0,15.0,46.0,24.0,0.0,5.0,6.0,1.0,2.0,80.0,3.0,4.0,10.0,0.0,3.0,1,1,1,1,5.0,4.0,4.0,5.0,5.0,5.0,4.0,20.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,5,3,5,3,3,4,5,3,2,2,2,3,3,5,5,5,5,5,5,4,4,3,4,3,2,3,3,3,,12.0,1.0,13.0,6.0,3.0,1.0,0.0,3.0,,,13.0,100.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,474.0,0.0,400.0,874.0,3.0,1,0,0,2,0,3,3,0,0,0,0,3,2.0,2.0,2.0,1.0,2.0,5.0,1,3,4.0,1.0,0.0,133.165,42.888,-18.11,27.537,64.206,-11.628,-79.528,-2104.167,4884.615,1
2352,3.971,2,경기,수원시 영통구,C27212,2002,4,1,4.0,1.0,8.0,1,4,2,1.0,8,3,1.0,1,3.0,7.0,2,14.000000000000002,12.0,59.0,13.0,2.0,5.0,6.0,1.0,2.0,71.0,25.0,1.0,0.0,0.0,3.0,2,2,2,2,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,1,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,,86.0,6.0,92.0,21.0,14.0,10.0,41.0,6.0,,,92.0,100.0,0.0,90.0,0.0,0.0,0.0,10.0,0,70,0,0,70,4.0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,5.0,4.0,2.0,4.0,2,1,1.0,2.0,0.0,4.935,95.297,18.957,73.448,77.072,14.61,20.199,inf,25108.696,1
2353,19.643,2,경기,부천시,C27212,2010,4,2,4.0,1.0,5.0,1,4,3,1.0,5,3,1.0,1,1.0,15.0,2,0.0,23.0,77.0,0.0,0.0,5.0,1.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,4.0,4.0,3.0,4.0,3.0,3.0,3.0,50.0,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2,1,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,,13.0,0.0,13.0,2.0,7.0,1.0,3.0,0.0,,,13.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0,105,0,0,105,4.0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,3.0,2,1,4.0,,0.0,51.238,66.121,16.272,77.918,117.841,19.175,17.188,1678.947,14276.923,2
2354,29.69,2,경북,구미시,C27213,2017,2,1,4.0,1.0,6.0,1,4,3,1.0,6,3,1.0,1,3.0,25.0,2,0.0,0.0,66.66666666666666,33.33333333333333,0.0,5.0,3.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.1,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,3,3,3,3,3,3,4,4,3,3,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,30.0,30.0,30.0,0.0,0.0,10.0,0.0,156.0,0.0,0.0,156.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,3.0,5.0,3.0,2,1,1.0,1.0,1.0,82.298,54.912,80.952,30.403,55.367,44.821,84.014,3528.571,9800.0,2
2355,8.98,2,서울,구로구,C27213,2002,3,2,4.0,1.0,8.0,1,3,3,1.0,8,3,2.0,1,1.0,12.0,2,0.0,75.0,25.0,0.0,0.0,6.0,5.0,3.0,2.0,51.0,45.0,0.0,0.0,0.0,4.0,1,2,2,2,4.0,5.0,3.0,4.0,3.0,3.0,3.0,0.01,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,14.0,4,3,2,3,3,4,3,2,3,4,3,3,2,4,3,2,3,4,3,2,3,4,4,3,3,4,3,2,4.0,40.0,0.0,40.0,3.0,28.0,5.0,4.0,0.0,2.0,2.0,40.0,40.0,10.0,0.0,63.0,0.0,0.0,27.0,5285.0,762.0,16.0,1229.0,7292.0,1.0,13,0,0,3,2,18,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,1,3,1.0,1.0,0.0,172.42,36.708,1.421,95.585,260.391,3.701,5.863,242.373,18292.5,2
2356,2.28,4,대전,유성구,C27213,2003,4,1,1.0,1.0,5.0,1,3,1,1.0,5,3,1.0,1,3.0,15.0,2,22.05128205128205,16.923076923076923,44.1025641025641,14.358974358974358,2.564102564102564,5.0,3.0,3.0,2.0,55.2,11.3,0.8,0.0,0.0,32.7,1,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,5.0,20.0,0.01,6.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,14.0,3,4,3,3,3,4,3,3,4,3,3,4,3,4,3,4,5,3,4,3,3,3,3,3,4,3,3,2,8.0,163.0,8.0,171.0,40.0,72.0,30.0,20.0,33.0,2.0,2.0,195.0,195.0,95.0,0.0,0.0,0.0,0.0,5.0,0,"1,000",0,0,"1,000",4.0,12,0,0,2,0,14,0,0,0,0,0,0,1.0,1.0,2.0,1.0,2.0,4.0,1,1,1.0,1.0,0.0,60.388,62.349,19.168,71.953,115.404,22.12,21.407,8752.817,33953.801,2
2357,12.54,2,경기,화성시,C27213,2014,4,2,4.0,1.0,7.0,1,3,5,,7,3,1.0,2,3.0,10.0,2,18.91891891891892,27.027027027027028,45.94594594594595,8.108108108108109,0.0,5.0,6.0,3.0,4.0,50.0,50.0,0.0,0.0,0.0,0.0,2,2,1,2,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,0.01,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,14.0,3,3,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,5,5,3,3,3,3,4,3,3,2,2,4.0,41.0,0.0,41.0,4.0,22.0,4.0,7.0,0.0,2.0,2.0,37.0,37.0,21.0,0.0,31.0,0.0,0.0,48.0,0.0,2214.0,0.0,0.0,2214.0,2.0,37,0,0,0,0,37,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,4.0,1,1,3.0,1.0,0.0,679.973,12.821,10.354,71.153,554.973,57.46,11.843,578.698,20141.463,1
2358,8.98,4,경기,안양시 동안구,C27213,1999,4,1,4.0,1.0,5.0,1,2,3,1.0,5,3,1.0,3,3.0,4.0,2,34.090909090909086,18.181818181818183,45.45454545454545,0.0,2.272727272727273,6.0,5.0,3.0,1.0,50.0,0.0,30.0,0.0,0.0,20.0,2,1,2,2,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.01,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,4,3,2,3,3,3,4,3,2,3,4,3,3,3,3,4,4,3,2,3,3,2,3,4,3,4,3,3,4.0,44.0,0.0,44.0,4.0,16.0,4.0,20.0,0.0,2.0,2.0,44.0,44.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0,0.0,0.0,1230.0,4.0,3,1,0,0,0,4,1,0,0,0,0,1,3.0,2.0,4.0,3.0,2.0,4.0,1,1,4.0,2.0,1.0,13.232,88.315,0.57,64.379,72.897,0.416,1.214,inf,15538.636,1
2359,3.84,2,경기,안산시,C27213,1999,4,1,4.0,1.0,6.0,1,3,2,1.0,6,3,1.0,1,3.0,17.0,2,4.054054054054054,6.756756756756757,81.08108108108108,5.405405405405405,2.7027027027027026,5.0,6.0,3.0,1.0,24.9,24.1,16.2,34.8,0.0,0.0,2,2,2,2,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,0.01,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,3,3,3,3,3,3,4,3,3,2,3,3,4,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,7.0,74.0,7.0,81.0,10.0,49.0,4.0,8.0,3.0,2.0,2.0,74.0,74.0,90.0,0.0,0.0,0.0,0.0,10.0,200,800,0.0,0,"1,000",4.0,34,0,0,0,3,37,5,0,0,0,0,5,3.0,1.0,4.0,5.0,2.0,4.0,2,1,1.0,2.0,0.0,61.452,61.938,3.578,101.0,163.067,5.835,5.428,429.459,61343.21,1
2360,4.223,4,경남,양산시,C27213,1997,4,1,4.0,1.0,4.0,1,2,1,1.0,4,3,1.0,3,1.0,10.0,2,10.344827586206897,18.96551724137931,68.96551724137932,0.0,1.7241379310344827,4.0,6.0,1.0,2.0,34.0,0.0,66.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.01,0.01,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,3,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,2,2,3,3,4,2,3,2,3,6.0,58.0,0.0,58.0,35.0,6.0,5.0,12.0,0.0,2.0,2.0,58.0,58.0,10.0,7.0,50.0,0.0,0.0,30.0,0.0,1054.0,0.0,0.0,1054.0,1.0,44,0,0,3,0,47,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,1,4,1.0,1.0,0.0,62.374,61.586,9.898,88.723,144.064,14.26,19.237,1856.667,24960.345,2
2361,3.845,4,인천,연수구,C27213,1996,4,2,4.0,2.0,,1,4,2,1.0,6,3,1.0,3,3.0,20.0,2,48.4472049689441,24.22360248447205,22.981366459627328,2.484472049689441,1.8633540372670807,6.0,5.0,3.0,2.0,65.0,0.0,35.0,0.0,0.0,0.0,1,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,14.0,3,4,3,4,2,2,3,3,4,3,2,3,3,3,4,3,2,3,4,3,2,3,3,4,3,2,3,3,7.0,161.0,0.0,161.0,30.0,100.0,10.0,11.0,10.0,2.0,2.0,161.0,161.0,65.0,0.0,10.0,0.0,0.0,22.0,4546.0,2000.0,0.0,0.0,6546.0,1.0,42,0,0,0,0,42,0,0,0,0,0,0,3.0,2.0,3.0,2.0,4.0,4.0,2,1,1.0,,1.0,40.805,71.02,9.198,85.423,120.279,11.063,9.198,2501.899,26693.789,1
2362,24.22,2,경기,시흥시,C27213,2011,3,1,4.0,1.0,6.0,1,1,4,1.0,6,3,1.0,1,1.0,3.0,2,20.0,46.666666666666664,13.333333333333334,20.0,0.0,4.0,6.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1,2,2,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,60.0,15.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.0,14.0,0.0,14.0,6.0,4.0,2.0,3.0,0.0,2.0,2.0,15.0,15.0,0.0,0.0,70.0,0.0,0.0,30.0,0,390,0,0,390,4.0,13,2,0,0,0,15,2,0,0,0,0,2,1.0,2.0,4.0,3.0,2.0,4.0,2,1,1.0,1.0,0.0,237.356,29.642,6.032,81.09,273.563,16.502,8.824,255.652,23800.0,2
2363,35.962,2,경기,용인시 기흥구,C27213,2012,3,2,4.0,1.0,6.0,1,3,3,1.0,6,3,1.0,1,3.0,12.0,2,0.0,10.0,80.0,10.0,0.0,5.0,4.0,3.0,2.0,80.0,0.0,0.0,0.0,0.0,20.0,2,2,1,2,4.0,4.0,3.0,4.0,3.0,3.0,4.0,10.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,4,4,5,4,3,4,5,4,3,2,4,3,2,4,5,5,3,4,5,4,4,3,2,3,2,4,3,3,2.0,10.0,0.0,10.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,10.0,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0,100,0,0,100,4.0,7,0,0,0,0,7,0,0,0,0,0,0,2.0,2.0,5.0,3.0,2.0,4.0,2,3,4.0,2.0,0.0,130.675,43.351,0.708,69.771,160.944,1.139,3.387,223.333,19780.0,1
2364,2.464,4,대전,유성구,C27213,2003,4,2,4.0,1.0,1.0,1,5,1,1.0,1,2,2.0,1,3.0,13.0,2,34.48275862068966,13.793103448275861,43.103448275862064,5.747126436781609,2.8735632183908044,2.0,4.0,2.0,1.0,72.0,0.0,28.0,0.0,0.0,0.0,1,2,2,2,4.0,3.0,4.0,4.0,4.0,4.0,3.0,0.1,0.01,1.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,14.0,4,4,3,4,3,3,4,3,4,3,4,3,3,4,3,4,4,3,4,3,4,5,3,4,3,4,3,3,8.0,174.0,0.0,174.0,42.0,72.0,28.0,32.0,0.0,2.0,2.0,174.0,174.0,0.0,0.0,50.0,0.0,0.0,10.0,140,160,0,0,300,4.0,8,0,0,0,0,8,1,0,0,0,0,1,2.0,2.0,3.0,2.0,5.0,4.0,2,1,1.0,2.0,0.0,60.388,62.349,19.168,71.953,115.404,22.12,21.407,8752.817,33368.391,1
2365,4.223,3,경기,성남시 중원구,C27213,2009,4,2,4.0,1.0,6.0,1,3,3,1.0,6,3,1.0,3,1.0,16.0,2,33.33333333333333,16.666666666666664,50.0,0.0,0.0,5.0,4.0,1.0,2.0,20.0,22.0,0.0,0.0,0.0,58.0,2,2,2,2,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.01,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,4,3,4,3,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,3,3,4,4,3,3,3,3,6.0,60.0,0.0,60.0,15.0,21.0,4.0,20.0,0.0,2.0,2.0,60.0,60.0,77.0,0.0,20.0,0.0,0.0,3.0,0,600,0,0,600,4.0,15,0,0,0,0,15,2,0,0,0,0,2,3.0,2.0,5.0,3.0,2.0,4.0,1,1,1.0,2.0,4.0,66.374,60.105,-13.225,153.655,255.642,-33.809,-8.961,-3375.0,30131.667,2
2366,6.483,2,경기,안산시 단원구,C27213,2011,3,2,4.0,1.0,7.0,1,2,3,1.0,7,3,1.0,3,1.0,0.0,2,72.3404255319149,6.382978723404255,21.27659574468085,0.0,0.0,6.0,4.0,1.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3,4,4,3,3,4,4,4,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,5.0,47.0,0.0,47.0,5.0,26.0,10.0,1.0,5.0,2.0,2.0,47.0,47.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,50.0,4.0,8,0,0,0,0,8,0,0,0,0,0,0,3.0,2.0,4.0,3.0,5.0,3.0,2,1,4.0,2.0,0.0,354.969,21.979,1.328,100.613,457.76,6.078,2.564,144.131,25478.723,1
2367,24.22,2,전남,여수시,C27213,1998,3,2,4.0,1.0,6.0,1,2,3,2.0,6,3,1.0,2,1.0,4.0,2,5.263157894736842,10.526315789473683,68.42105263157895,10.526315789473683,5.263157894736842,6.0,2.0,1.0,2.0,60.9,12.1,27.0,0.0,0.0,0.0,2,1,2,2,4.0,4.0,3.0,3.0,4.0,3.0,3.0,30.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,11.0,1,4,4,2,1,4,3,1,3,3,3,3,3,5,5,4,5,3,2,2,4,2,3,2,1,3,2,4,3.0,17.0,0.0,17.0,2.0,10.0,2.0,5.0,0.0,2.0,2.0,19.0,19.0,28.0,0.0,0.0,0.0,0.0,72.0,0.0,4756.0,0.0,0.0,4756.0,4.0,13,1,3,0,0,17,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,4.0,2,1,3.0,1.0,0.0,27.31,78.517,22.866,91.511,116.548,26.65,22.997,5866.667,13505.882,2
2368,21.649,2,경기,부천시,C27213,2012,3,2,4.0,1.0,6.0,1,4,3,1.0,6,3,1.0,1,1.0,17.0,1,0.0,14.285714285714285,85.71428571428571,0.0,0.0,5.0,4.0,3.0,2.0,65.0,0.0,0.0,0.0,0.0,35.0,2,2,2,2,4.0,1.0,3.0,4.0,3.0,3.0,3.0,0.01,0.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,4,4,5,4,3,3,5,4,3,2,4,3,3,4,5,5,4,3,5,3,4,3,3,3,4,4,3,3,3.0,7.0,0.0,7.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,7.0,7.0,10.0,0.0,20.0,0.0,70.0,0.0,0.0,501.0,0.0,0.0,501.0,1.0,14,0,0,0,0,14,3,0,0,0,0,3,2.0,2.0,3.0,1.0,2.0,3.0,1,1,4.0,1.0,1.0,45.918,68.531,16.79,133.974,195.493,32.823,19.139,6285.714,32842.857,2
2369,2.464,2,대전,유성구,C27213,1996,4,2,1.0,2.0,,1,3,3,4.0,6,3,1.0,1,3.0,3.0,2,46.1139896373057,10.880829015544041,39.89637305699482,2.072538860103627,1.0362694300518136,3.0,4.0,2.0,3.0,40.0,60.0,0.0,0.0,0.0,0.0,1,2,2,2,3.0,3.0,4.0,3.0,4.0,4.0,4.0,0.01,0.01,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,11.0,4,3,3,4,3,3,3,4,4,3,4,3,4,2,2,3,2,3,2,3,4,2,3,2,3,2,3,3,8.0,193.0,0.0,193.0,24.0,149.0,10.0,10.0,0.0,2.0,2.0,193.0,193.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,4.0,12,0,0,0,0,12,0,0,0,0,1,1,2.0,2.0,4.0,4.0,2.0,4.0,2,1,4.0,1.0,0.0,97.321,50.679,-17.69,72.596,143.247,-25.34,-10.153,-635.872,32386.528,2
2370,4.92,2,경기,성남시,C27213,2009,4,2,3.0,1.0,5.0,1,3,3,1.0,5,3,1.0,1,3.0,20.0,2,16.94915254237288,23.728813559322035,50.847457627118644,8.47457627118644,0.0,5.0,6.0,3.0,1.0,20.0,1.0,5.0,58.0,0.0,16.0,2,1,2,2,4.0,3.0,4.0,3.0,3.0,4.0,3.0,0.1,0.01,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,14.0,4,3,3,4,3,4,4,3,3,3,2,3,3,4,4,3,4,4,4,3,2,3,3,4,3,3,3,2,6.0,54.0,0.0,54.0,10.0,14.0,7.0,28.0,0.0,2.0,2.0,59.0,59.0,0.0,0.0,20.0,0.0,40.0,20.0,30,500,0,0,530,4.0,45,0,0,0,0,45,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,3,3.0,2.0,1.0,65.609,60.383,-13.676,157.107,260.184,-35.582,-8.937,-3375.0,33568.519,1
2371,34.01,2,경기,고양시,C27213,2010,4,2,4.0,1.0,6.0,1,2,3,1.0,6,3,1.0,1,1.0,6.0,2,15.384615384615385,30.76923076923077,30.76923076923077,23.076923076923077,0.0,5.0,4.0,3.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,3.0,3.0,4.0,4.0,3.0,50.0,0.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,3,3,3,3,4,4,3,3,3,2,3,3,4,4,3,3,3,4,2,3,2,3,3,4,3,3,3,2.0,10.0,0.0,10.0,1.0,3.0,4.0,5.0,0.0,2.0,2.0,13.0,13.0,0.0,0.0,70.0,0.0,0.0,30.0,200,100,0,0,300,4.0,5,2,0,0,1,8,0,0,0,0,0,0,3.0,1.0,3.0,3.0,2.0,3.0,1,1,1.0,1.0,1.0,170.44,36.977,2.949,124.186,335.849,9.906,6.601,352.5,21360.0,2
2372,35.962,2,대전,유성구,C27213,2006,4,2,4.0,1.0,4.0,1,4,2,1.0,4,3,1.0,1,3.0,25.0,2,0.0,0.0,85.71428571428571,14.285714285714285,0.0,5.0,4.0,2.0,1.0,80.0,0.0,0.0,0.0,0.0,20.0,1,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.01,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,14.0,3,3,3,1,2,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2.0,7.0,0.0,7.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,7.0,7.0,0.0,0.0,95.0,5.0,0.0,0.0,150.0,0.0,0.0,0.0,150.0,4.0,3,0,0,0,0,3,0,0,0,0,0,0,2.0,2.0,3.0,4.0,5.0,4.0,1,3,4.0,2.0,2.0,309.329,24.43,2.601,73.932,302.624,7.872,3.083,106.667,14828.571,2
2373,21.649,2,경기,안양시 동안구,C27213,2016,1,1,4.0,1.0,6.0,1,3,2,1.0,6,3,1.0,3,1.0,10.0,2,0.0,0.0,75.0,25.0,0.0,5.0,1.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,5.0,4.0,4.0,4.0,5.0,4.0,0.01,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,3,4,3,2,3,4,3,3,4,3,2,3,3,3,4,3,2,3,4,3,3,2,1,3,4,3,3,3,3.0,8.0,0.0,8.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,8.0,8.0,60.0,20.0,0.0,0.0,10.0,10.0,0.0,122.0,0.0,0.0,122.0,3.0,6,0,0,0,0,6,2,0,0,0,1,3,2.0,2.0,3.0,3.0,2.0,4.0,1,1,3.0,1.0,0.0,32.848,75.274,8.792,326.916,434.303,38.182,9.824,5866.667,44787.5,1
2374,3.845,3,경기,용인시 기흥구,C27213,2010,3,1,4.0,2.0,,1,3,3,3.0,6,3,1.0,2,3.0,4.0,2,5.0,25.0,48.333333333333336,13.333333333333334,8.333333333333332,5.0,4.0,1.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.9,0.01,9.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,14.0,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,5,5,2,2,3,2,3,5,3,3,3,3,7.0,60.0,0.0,60.0,5.0,30.0,5.0,20.0,0.0,2.0,2.0,60.0,60.0,40.0,20.0,10.0,0.0,0.0,20.0,400,"1,000",0,0,"1,400",1.0,60,2,5,4,5,76,15,0,0,0,1,16,3.0,1.0,3.0,3.0,2.0,4.0,2,3,3.0,,0.0,62.766,61.438,7.576,138.768,225.867,17.111,8.573,6429.63,33748.333,2
