법인|개인,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,상장년도,상장거래소,대표이사_창업자여부,13_대표이사_연령_법인,14_대표이사_최종학력_법인,141_대표이사_전공_법인,141_대표이사_전공_기타_법인,15_대표이사_이전근무지_법인,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성_고졸이하,학력별 인력구성_전문대졸,학력별 인력구성_대졸,학력별 인력구성_석사,학력별 인력구성_박사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,1_지분_합계_법인,21_재무상태표_2017년_자산총계_공통,21_재무상태표_2018년_자산총계_공통,22_재무상태표_2017년_부채총계_공통,22_재무상태표_2018년_부채총계_공통,23_재무상태표_2017년_자본총계_공통,23_재무상태표_2018년_자본총계_공통,31_2017년_매출액_공통,31_2018년_매출액_공통,32_2017년_영업이익_공통,32_2018년_영업이익_공통,33_2017년_금융비용_공통,33_2018년_금융비용_공통,34_2017년_당기순이익_공통,34_2018년_당기순이익_공통,매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,매출구조(퍼센트)_(B2B)(대기업에 납품하는 1_2차 벤더),매출구조(퍼센트)_(B2B)(중소기업 및 벤처기업),매출구조(퍼센트)_(B2C)소비자 매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조(퍼센트)_해외,4_매출_합계_공통,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,6_신규자금조달규모_법인,6_신규자금조달_기업공개(IPO)_법인,6_신규자금조달_캐피탈_법인,6_신규자금조달_회사채_법인,6_신규자금조달_정부지원금_법인,6_신규자금조달_은행_법인,6_신규자금조달_기타_법인,6_신규자금조달_합계_법인,투자처별 투자액(백만원)_국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별 투자액(백만원)_해외,투자처별 투자액(백만원)_기타,투자처별 투자액(백만원)_합계,8_스톡옵션상황_법인,주력기술과 4차 산업혁명 관련 여부,11_분야별주력제품관련성_0_공통,11_분야별주력제품관련성_1_공통,11_분야별주력제품관련성_2_공통,현재 등록보유 산업재산권(건)_특허권,현재 등록보유 산업재산권(건)_실용신안권,현재 등록보유 산업재산권(건)_디자인권,현재 등록보유 산업재산권(건)_상표권,현재 등록보유 산업재산권(건)_해외,현재 등록보유 산업재산권(건)_합계,현재 출원중 산업재산권(건)_특허권,현재 출원중 산업재산권(건)_실용신안권,현재 출원중 산업재산권(건)_디자인권,현재 출원중 산업재산권(건)_상표권,현재 출원중 산업재산권(건)_해외,현재 출원중 산업재산권(건)_합계,획득하고 있는 해외특허나 국제규격,제품 및 서비스 구조,세계 유일기술 보유여부,세계 최고수준 기업과 비교시 기술력 수준,국내 최고수준 기업과 비교시 기술력 수준,기술연구소나 연구개발 전담부서 보유여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,4_장기적성장전망성_법인,1_자체브랜드보유여부_공통,영업 및 마케팅 방식,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),4_글로벌사업방식_법인,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),4_기업간거래시주요애로사항_2순위_법인,벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,31_실천하고있는사회적책임_0_법인,31_실천하고있는사회적책임_1_법인,32_향후사회적책임실천할계획여부_법인,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),직종별 부족인원_관리,직종별 부족인원_생산,직종별 부족인원_영업,직종별 부족인원_연구개발(RnD),직종별 부족인원_기타,직종별 부족인원_합계,학력별 인력구성_합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계)
법인,14.77,2,경남,창원시,C29224,2002,4,2,4.0,,,1.0,,,,,5.0,1,5,3,1.0,5,1,1.0,2,3.0,25.0,2,10.0,3.0,16.0,0.0,0.0,5.0,6.0,1.0,3.0,49.0,51.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,6.0,3.37,,5.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,4,3,2,4,4,3,4,4,3,3,4,3,3,3,3,5.0,33.0,0.0,33.0,7.0,10.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11881,5276,6605,15130,891,186,695,2.0,2.0,29.0
법인,13.364,2,경남,김해시,C29224,2005,3,1,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,1,1.0,0.0,2,10.0,5.0,5.0,0.0,0.0,6.0,2.0,1.0,3.0,97.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,1.0,0.01,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,14.0,,3,4,3,4,4,4,4,4,3,4,4,3,3,,,,3,3,4,4,3,3,2,3,2,2,2,3,3,3,3,5.0,20.0,0.0,20.0,5.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,"9,411","13,664","-4,253","9,751","-7,243",138,"-7,163",2.0,2.0,20.0
법인,20.846,2,인천,남동구,C29224,2006,3,1,4.0,,,1.0,,,,,6.0,1,3,4,1.0,6,3,1.0,1,1.0,10.0,2,7.0,4.0,4.0,0.0,0.0,6.0,3.0,2.0,3.0,50.0,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,,,5.0,0.0,,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,11.0,,4,4,4,3,4,4,4,4,3,2,3,3,2,,,,3,4,4,4,4,5,3,4,2,2,3,3,2,3,3,4.0,15.0,0.0,15.0,2.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"7,887","3,672","4,215","7,493","1,036",64,868,2.0,2.0,15.0
법인,20.846,2,인천,남동구,C29224,2000,3,1,4.0,,,1.0,,,,,6.0,1,3,5,,6,3,1.0,3,1.0,14.0,1,8.0,5.0,5.0,0.0,0.0,6.0,5.0,1.0,3.0,99.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,10.0,0.0,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,,4,4,4,4,3,3,4,4,3,3,3,3,3,,,,3,3,2,2,3,4,3,2,2,3,2,2,3,3,3,4.0,18.0,0.0,18.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"10,329","6,882","3,447","5,561",355,174,80,2.0,2.0,18.0
법인,31.313,2,인천,남동구,C29224,2006,4,2,4.0,,,1.0,,,,,6.0,1,4,5,,6,3,2.0,2,1.0,9.0,2,70.0,15.0,15.0,0.0,0.0,5.0,6.0,2.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,6336.0,7247.0,3299.0,3901.0,3038.0,3346.0,3909.0,5981.0,276.0,341.0,68.0,67.0,206.0,308.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,2,2,1,2,425.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,83.0,0.0,0.0,83.0,4.0,1.0,3.0,7.0,,4.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,40.0,0.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,11.0,2.0,4,4,5,4,3,4,3,3,3,3,3,3,3,4.0,5.0,2.0,2,3,2,2,4,4,3,3,3,3,3,3,3,2,3,,13.0,0.0,13.0,1.0,8.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,13.0
법인,47.47,2,대전,유성구,C29229,2015,3,1,3.0,,,1.0,,,,,6.0,1,3,3,1.0,6,3,1.0,1,3.0,13.5,1,2.0,1.0,7.0,1.0,1.0,5.0,3.0,3.0,1.0,71.0,3.0,2.0,0.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,4.0,4.0,4.0,4.0,,,,30.0,0.0,,2.0,8.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,11.0,,3,3,5,3,5,4,4,3,2,3,3,4,3,,,,5,5,5,5,4,5,3,4,4,3,3,2,3,3,3,2.0,8.0,0.0,8.0,2.0,0.0,2.0,8.0,0.0,1.0,0.0,2.0,3.0,1.0,7.0,12.0,1805,1347,458,1349,57,17,45,2.0,2.0,12.0
법인,50.817,2,대전,유성구,C29229,2015,2,1,4.0,,,1.0,,,,,6.0,1,3,3,1.0,6,3,1.0,1,1.0,14.0,2,3.0,0.0,6.0,0.0,0.0,5.0,6.0,1.0,3.0,71.0,0.0,2.0,0.0,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,50.0,0.0,,4.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,14.0,,4,4,5,4,4,5,5,4,3,3,3,3,3,,,,3,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2.0,9.0,0.0,9.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"1,805","1,347",458,"1,349",57,17,45,2.0,2.0,9.0
법인,45.87,2,경기,안산시,C29229,2002,4,2,4.0,,,1.0,,,,,5.0,1,5,3,1.0,5,3,1.0,2,3.0,25.0,2,7.0,4.0,8.0,0.0,0.0,5.0,6.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,5.0,4.0,3.0,3.0,,,,15.0,3.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,11.0,,2,3,4,2,3,4,4,4,2,2,3,2,3,,,,2,3,4,4,4,4,4,5,4,4,5,2,4,4,4,3.0,16.0,0.0,16.0,10.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,19.0,5737,4262,1475,2076,-291,125,-391,2.0,2.0,19.0
법인,45.87,2,대전,대덕구,C29229,2017,4,2,4.0,,,1.0,,,,,6.0,1,4,4,5.0,6,3,1.0,3,1.0,10.0,2,11.0,2.0,3.0,0.0,0.0,6.0,4.0,3.0,2.0,0.0,97.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,19.18,0.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,3,4,4,3,2,3,4,2,3,3,3,3,3,,,,3,3,4,5,4,3,4,3,3,3,3,3,3,3,3,3.0,15.0,0.0,15.0,2.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3916,2077,1839,4002,610,54,524,2.0,2.0,16.0
법인,50.817,2,경기,화성시,C29229,2016,2,2,4.0,,,1.0,,,,,6.0,1,4,5,,6,3,1.0,1,1.0,0.0,2,3.0,2.0,3.0,0.0,0.0,6.0,4.0,1.0,2.0,70.0,0.0,20.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,10.0,0.0,,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,,3,4,4,4,3,3,4,3,2,3,3,2,2,,,,4,5,5,4,5,5,3,3,2,3,2,3,4,3,3,2.0,8.0,0.0,8.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"1,082",546,536,548,7,5,17,2.0,2.0,8.0
법인,25.0,2,부산,강서구,C29229,2017,3,2,4.0,,,1.0,,,,,6.0,1,3,5,,6,3,1.0,3,3.0,27.0,2,5.0,4.0,2.0,0.0,0.0,6.0,3.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,,,,20.0,40.0,,5.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,,4,5,3,3,5,5,5,5,4,4,4,4,4,,,,3,3,5,5,3,5,3,4,4,3,4,3,4,3,3,4.0,11.0,0.0,11.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2371,1326,1045,2822,211,7,202,2.0,2.0,11.0
법인,10.17,2,경북,칠곡군,C29229,2002,4,2,4.0,,,1.0,,,,,6.0,1,5,3,1.0,6,3,1.0,2,3.0,35.0,2,34.0,12.0,20.0,0.0,2.0,3.0,4.0,2.0,3.0,60.0,25.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,,,60.0,0.0,,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,9.0,,3,4,3,3,3,4,4,3,3,4,3,3,3,,,,3,3,3,3,3,4,2,4,3,3,4,3,4,3,3,7.0,70.0,0.0,70.0,26.0,30.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,42159,28422,13736,18725,574,836,13,2.0,2.0,68.0
법인,10.5,2,경기,부천시 오정구,C29229,2014,3,2,4.0,,,1.0,,,,,6.0,1,4,5,,6,3,1.0,1,3.0,10.0,2,42.0,47.0,8.0,3.0,0.0,5.0,6.0,2.0,1.0,83.0,0.0,17.0,0.0,0.0,0.0,100.0,6200.0,6537.0,4502.0,4704.0,1698.0,1833.0,5924.0,6355.0,468.0,417.0,14.0,38.0,543.0,588.0,4.0,95.0,0.0,0.0,0.0,1.0,100.0,1,1,1,2,1000.0,0.0,0.0,0.0,90.0,10.0,0.0,100.0,500.0,166.0,0.0,0.0,666.0,3.0,2.0,,,,8.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,10.0,2.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,11.0,8.0,3,5,5,4,4,4,4,4,4,4,3,4,4,4.0,5.0,1.0,4,4,4,4,5,5,3,3,3,3,3,3,3,3,4,,36.0,0.0,36.0,4.0,23.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,36.0
법인,31.313,2,경기,용인시,C29229,2007,3,2,3.0,,,1.0,,,,,10.0,1,3,5,,10,3,1.0,2,3.0,22.0,1,40.0,40.0,20.0,0.0,0.0,4.0,7.0,2.0,1.0,55.0,0.0,45.0,0.0,0.0,0.0,100.0,2792.0,2909.0,1743.0,1707.0,1048.0,1202.0,3377.0,3035.0,236.0,181.0,34.0,39.0,198.0,153.0,0.0,0.0,85.0,0.0,0.0,15.0,100.0,2,2,2,2,,,,,,,,,0.0,30.0,0.0,0.0,30.0,3.0,1.0,4.0,,,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,10.0,1.0,3.0,7.0,8.0,2.0,2.0,2.0,2.0,1.0,4.0,6.0,4.0,6.0,3,3,3,1,2,1,2,2,3,3,3,3,3,3.0,4.0,1.0,2,4,4,5,4,3,3,4,3,3,3,2,5,4,3,,10.0,0.0,10.0,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,10.0
법인,7.0,2,경북,칠곡군,C29229,2002,4,2,4.0,,,1.0,,,,,6.0,1,5,3,3.0,6,3,1.0,2,2.0,10.0,2,6.0,42.0,50.0,1.0,1.0,6.0,2.0,2.0,1.0,60.0,0.0,25.0,0.0,0.0,15.0,100.0,42424.0,44701.0,28966.0,30978.0,13458.0,13723.0,19139.0,14080.0,757.0,1255.0,711.0,980.0,1949.0,266.0,28.0,0.0,31.0,0.0,0.0,41.0,100.0,2,2,2,2,220.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,451.0,50.0,0.0,501.0,4.0,2.0,,,,15.0,0.0,6.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,50.0,50.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,11.0,3,4,4,3,3,3,3,3,3,3,3,3,3,6.0,,2.0,3,3,3,3,4,4,3,4,3,3,4,2,4,3,3,,71.0,0.0,71.0,24.0,30.0,8.0,9.0,0.0,,,,,,,,,,,,,,,,,71.0
법인,7.0,2,경기,화성시,C29229,2001,4,2,4.0,,,1.0,,,,,6.0,1,3,3,1.0,6,3,1.0,2,1.0,11.0,2,33.0,0.0,67.0,0.0,0.0,5.0,6.0,2.0,1.0,70.0,25.0,5.0,0.0,0.0,0.0,100.0,21871.0,20002.0,12619.0,12159.0,9251.0,7843.0,17148.0,11913.0,1278.0,-1556.0,114.0,161.0,908.0,-1409.0,13.45,33.23,47.57,0.0,0.0,5.75,100.0,2,2,2,2,700.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,1221.0,0.0,0.0,1221.0,4.0,1.0,7.0,,,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,18.0,3.0,1.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,9.0,11.0,2,3,2,2,3,2,2,2,2,2,2,2,2,7.0,,2.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,55.0,0.0,55.0,22.0,8.0,9.0,10.0,6.0,,,,,,,,,,,,,,,,,55.0
법인,31.313,2,경남,김해시,C29229,2016,3,2,4.0,,,1.0,,,,,10.0,1,3,3,1.0,10,3,1.0,1,3.0,23.0,1,0.0,20.0,80.0,0.0,0.0,5.0,6.0,2.0,1.0,0.0,90.0,0.0,0.0,0.0,10.0,100.0,2338.0,3164.0,1566.0,2133.0,772.0,1031.0,2121.0,3136.0,-135.0,171.0,33.0,47.0,177.0,259.0,0.0,74.0,0.0,0.0,0.0,26.0,100.0,2,1,2,2,200.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,77.0,0.0,0.0,77.0,4.0,1.0,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,10.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,2.0,2,3,3,2,2,4,4,3,2,3,3,4,4,7.0,,1.0,4,4,4,4,3,4,3,4,3,2,3,2,3,3,3,,15.0,0.0,15.0,3.0,9.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,15.0
법인,29.789,2,경북,경산시,C29230,2017,2,2,4.0,,,1.0,,,,,6.0,1,2,5,,6,3,1.0,1,1.0,14.0,2,2.0,1.0,3.0,0.0,0.0,4.0,5.0,1.0,3.0,40.0,30.0,30.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,50.0,0.0,,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,,4,4,4,3,3,4,3,3,3,3,3,3,3,,,,3,4,4,4,4,5,4,3,3,4,4,3,3,3,3,1.0,6.0,0.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,825,618,207,490,20,13,12,2.0,2.0,6.0
법인,7.0,2,충남,아산시,C29230,2006,3,2,3.0,,,1.0,,,,,6.0,1,1,5,,6,3,1.0,1,1.0,10.0,2,72.0,6.0,23.0,0.0,0.0,6.0,4.0,2.0,1.0,97.0,3.0,0.0,0.0,0.0,0.0,100.0,17023.0,16297.0,11452.0,10445.0,5571.0,5852.0,10464.0,9882.0,1941.0,223.0,284.0,276.0,1747.0,394.0,50.0,45.0,0.0,0.0,0.0,5.0,100.0,2,2,1,2,1000.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1000.0,201.0,0.0,0.0,1201.0,4.0,2.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,0.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,7.0,4,5,5,3,4,5,5,4,3,3,4,3,4,4.0,,1.0,4,4,5,5,5,3,3,4,3,4,3,1,3,3,2,,53.0,0.0,53.0,6.0,40.0,4.0,3.0,0.0,,,,,,,,,,,,,,,,,53.0
법인,50.817,2,경기,안산시 단원구,C29230,2012,2,1,4.0,,,1.0,,,,,6.0,1,3,5,,6,3,1.0,1,1.0,24.0,2,3.0,1.0,1.0,0.0,0.0,5.0,3.0,1.0,3.0,80.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,5.0,0.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,,4,4,4,4,4,4,3,4,3,4,3,3,4,,,,2,2,2,3,2,3,2,2,2,3,2,2,3,2,2,2.0,5.0,0.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"1,046",528,518,808,61,11,45,2.0,2.0,5.0
법인,13.364,2,인천,미추홀구,C29241,2000,4,1,4.0,,,1.0,,,,,6.0,1,3,3,1.0,6,3,1.0,1,3.0,12.0,2,27.0,10.0,13.0,0.0,0.0,5.0,6.0,2.0,3.0,47.0,46.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,,,,10.0,0.1,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,14.0,,4,4,4,3,4,4,3,4,3,3,2,3,3,,,,3,4,4,2,3,4,3,3,2,3,2,2,3,3,3,5.0,50.0,0.0,50.0,9.0,31.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,"10,766","6,942","3,824","9,286",184,231,26,2.0,2.0,50.0
법인,10.481,2,경남,진주시,C29241,2015,3,2,4.0,,,1.0,,,,,6.0,1,3,3,4.0,6,3,1.0,1,1.0,15.0,1,45.0,11.0,24.0,0.0,0.0,5.0,6.0,1.0,3.0,98.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,10.0,0.1,,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,,4,4,3,4,3,3,4,4,4,4,3,4,4,,,,3,4,5,5,5,5,4,3,4,3,3,3,4,3,3,7.0,80.0,0.0,80.0,20.0,50.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,"21,713","16,829","4,884","24,077",-485,443,-829,2.0,2.0,80.0
