법인|개인,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,상장년도,상장거래소,대표이사_창업자여부,13_대표이사_연령_법인,14_대표이사_최종학력_법인,141_대표이사_전공_법인,141_대표이사_전공_기타_법인,15_대표이사_이전근무지_법인,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성_고졸이하,학력별 인력구성_전문대졸,학력별 인력구성_대졸,학력별 인력구성_석사,학력별 인력구성_박사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,1_지분_합계_법인,21_재무상태표_2017년_자산총계_공통,21_재무상태표_2018년_자산총계_공통,22_재무상태표_2017년_부채총계_공통,22_재무상태표_2018년_부채총계_공통,23_재무상태표_2017년_자본총계_공통,23_재무상태표_2018년_자본총계_공통,31_2017년_매출액_공통,31_2018년_매출액_공통,32_2017년_영업이익_공통,32_2018년_영업이익_공통,33_2017년_금융비용_공통,33_2018년_금융비용_공통,34_2017년_당기순이익_공통,34_2018년_당기순이익_공통,매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,매출구조(퍼센트)_(B2B)(대기업에 납품하는 1_2차 벤더),매출구조(퍼센트)_(B2B)(중소기업 및 벤처기업),매출구조(퍼센트)_(B2C)소비자 매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조(퍼센트)_해외,4_매출_합계_공통,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,6_신규자금조달규모_법인,6_신규자금조달_기업공개(IPO)_법인,6_신규자금조달_캐피탈_법인,6_신규자금조달_회사채_법인,6_신규자금조달_정부지원금_법인,6_신규자금조달_은행_법인,6_신규자금조달_기타_법인,6_신규자금조달_합계_법인,투자처별 투자액(백만원)_국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별 투자액(백만원)_해외,투자처별 투자액(백만원)_기타,투자처별 투자액(백만원)_합계,8_스톡옵션상황_법인,주력기술과 4차 산업혁명 관련 여부,11_분야별주력제품관련성_0_공통,11_분야별주력제품관련성_1_공통,11_분야별주력제품관련성_2_공통,현재 등록보유 산업재산권(건)_특허권,현재 등록보유 산업재산권(건)_실용신안권,현재 등록보유 산업재산권(건)_디자인권,현재 등록보유 산업재산권(건)_상표권,현재 등록보유 산업재산권(건)_해외,현재 등록보유 산업재산권(건)_합계,현재 출원중 산업재산권(건)_특허권,현재 출원중 산업재산권(건)_실용신안권,현재 출원중 산업재산권(건)_디자인권,현재 출원중 산업재산권(건)_상표권,현재 출원중 산업재산권(건)_해외,현재 출원중 산업재산권(건)_합계,획득하고 있는 해외특허나 국제규격,제품 및 서비스 구조,세계 유일기술 보유여부,세계 최고수준 기업과 비교시 기술력 수준,국내 최고수준 기업과 비교시 기술력 수준,기술연구소나 연구개발 전담부서 보유여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,4_장기적성장전망성_법인,1_자체브랜드보유여부_공통,영업 및 마케팅 방식,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),4_글로벌사업방식_법인,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),4_기업간거래시주요애로사항_2순위_법인,벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,31_실천하고있는사회적책임_0_법인,31_실천하고있는사회적책임_1_법인,32_향후사회적책임실천할계획여부_법인,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),직종별 부족인원_관리,직종별 부족인원_생산,직종별 부족인원_영업,직종별 부족인원_연구개발(RnD),직종별 부족인원_기타,직종별 부족인원_합계,학력별 인력구성_합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계)
법인,1.727,2,충남,보령시,A01231,2011,3,4,4.0,,,1.0,,,,,3.0,1,3,2,2.0,3,3,1.0,1,1.0,3.0,2,0.0,20.0,70.0,10.0,0.0,6.0,5.0,1.0,2.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,28071.0,31451.0,20492.0,22184.0,7579.0,9267.0,25938.0,29492.0,1604.0,2504.0,490.0,586.0,1386.0,1372.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2,1,2,280.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1482.0,0.0,0.0,1482.0,4.0,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,0.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,8.0,3,3,4,3,4,4,4,3,4,4,3,4,4,4.0,,1.0,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,,55.0,0.0,55.0,3.0,29.0,4.0,19.0,0.0,,,,,,,,,,,,,,,,,55.0
법인,2.684,1,경기,광주시,A01299,2016,3,1,4.0,,,1.0,,,,,6.0,1,2,5,,6,3,1.0,1,3.0,10.0,2,7.0,2.0,1.0,0.0,0.0,6.0,4.0,3.0,2.0,85.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,15.0,0.0,,7.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,,5,4,3,4,5,3,4,2,3,3,2,3,3,,,,5,4,4,3,4,4,4,3,4,3,3,4,4,2,3,5.0,10.0,0.0,10.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,"8,438","4,605","3,833","9,061","1,391",200,"1,056",2.0,2.0,10.0
법인,1.98,1,충남,홍성군,A01420,2014,3,4,4.0,,,1.0,,,,,7.0,1,3,3,3.0,7,3,1.0,3,1.0,12.0,2,0.0,5.0,10.0,7.0,2.0,5.0,4.0,1.0,2.0,20.0,70.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,,,2.0,1.0,,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,,3,3,4,3,3,4,3,3,3,3,2,3,3,,,,3,3,3,2,3,2,2,3,3,2,2,1,3,3,2,7.0,26.0,0.0,26.0,4.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9490,6990,2500,19442,631,212,566,2.0,2.0,24.0
법인,18.1,3,전북,완주군,A01420,2017,1,4,4.0,,,1.0,,,,,6.0,1,2,3,3.0,6,3,1.0,2,1.0,0.0,2,0.0,0.0,100.0,0.0,0.0,4.0,3.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,215.0,344.0,87.0,209.0,128.0,135.0,171.0,449.0,28.0,8.0,1.0,0.0,28.0,7.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2,1,2,3498.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,0.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3,3,4,3,2,3,3,3,4,4,2,3,3,7.0,,1.0,3,4,3,3,4,3,2,3,4,4,3,3,3,3,3,,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,3.0
법인,14.36,3,대전,유성구,A01420,2017,2,4,4.0,,,1.0,,,,,5.0,1,2,3,1.0,5,3,1.0,3,1.0,5.0,2,0.0,17.0,38.0,3.0,1.0,5.0,1.0,3.0,2.0,52.0,0.0,0.0,48.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,2.0,0.0,,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,14.0,,3,4,4,4,3,4,4,3,3,3,2,3,3,,,,3,3,3,2,4,3,2,3,3,2,1,2,3,2,3,2.0,19.0,1.0,20.0,30.0,0.0,8.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1951,991,960,590,-1379,25,-226,2.0,2.0,59.0
법인,1.925,1,경기,하남시,A01420,2017,3,4,4.0,,,1.0,,,,,6.0,1,3,3,2.0,6,3,1.0,1,3.0,12.0,2,17.0,8.0,5.0,0.0,0.0,4.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,1.0,0.0,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,,4,5,4,4,5,4,5,2,2,3,3,4,2,,,,4,5,5,3,4,4,3,4,4,3,3,4,4,3,3,7.0,30.0,0.0,30.0,2.0,0.0,5.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"2,711","2,295",416,"22,898",158,41,118,2.0,2.0,30.0
법인,1.832,1,충남,홍성군,A01420,2014,3,4,4.0,,,1.0,,,,,10.0,1,5,3,4.0,10,3,1.0,3,3.0,3.0,2,20.0,6.0,4.0,0.0,0.0,4.0,1.0,2.0,3.0,35.0,65.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,5.0,0.01,,7.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,,4,5,4,4,5,4,4,2,3,3,2,3,3,,,,4,5,5,4,3,4,4,3,4,3,3,4,4,2,3,6.0,30.0,0.0,30.0,6.0,0.0,5.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"9,490","6,990","2,500","19,442",631,212,566,2.0,2.0,30.0
법인,10.42,2,제주,제주시,A03212,2016,3,2,4.0,,,1.0,,,,,6.0,1,5,1,2.0,6,2,1.0,3,1.0,24.0,2,0.0,1.0,2.0,0.0,1.0,5.0,6.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,0.1,0.3,,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,,3,3,3,4,3,3,3,3,3,3,4,3,3,,,,3,3,4,4,4,4,3,3,2,3,2,2,3,2,3,1.0,6.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2582,2213,368,221,-365,32,320,2.0,2.0,4.0
법인,14.15,1,경남,거제시,A03212,2017,2,4,4.0,,,1.0,,,,,6.0,1,3,5,,6,3,1.0,2,1.0,13.0,2,0.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,0.1,0.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,,3,3,4,3,4,4,3,3,3,3,3,4,3,,,,3,3,2,2,3,4,3,2,2,1,2,3,2,2,1,1.0,9.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2105,1935,169,1236,-397,50,-337,2.0,2.0,3.0
법인,12.614,2,충남,부여군,A03212,2013,2,1,4.0,,,1.0,,,,,7.0,1,5,3,3.0,7,3,1.0,3,1.0,0.0,2,1.0,2.0,1.0,1.0,0.0,6.0,4.0,2.0,3.0,50.0,40.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,0.1,0.0,,8.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,,5,4,4,3,4,5,4,2,3,2,3,2,3,,,,5,4,5,3,4,4,4,3,4,3,4,3,4,2,3,2.0,5.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"2,874","1,864","1,010","1,025",159,71,101,2.0,2.0,5.0
법인,6.839,2,경남,거제시,A03213,2003,3,1,4.0,,,1.0,,,,,8.0,1,3,2,2.0,8,3,1.0,1,3.0,10.0,2,0.0,3.0,3.0,1.0,1.0,4.0,6.0,2.0,3.0,59.0,0.0,41.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,0.1,0.0,,8.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,,4,5,4,4,5,4,5,2,3,2,2,3,3,,,,4,5,4,3,4,3,3,4,3,3,4,3,3,2,3,1.0,8.0,0.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"1,296",788,508,321,-219,15,-54,2.0,2.0,8.0
법인,10.42,3,강원,춘천시,A03220,2019,1,2,3.0,,,1.0,,,,,3.0,1,2,2,2.0,3,3,2.0,1,3.0,10.0,1,0.0,1.0,4.0,3.0,0.0,5.0,4.0,3.0,4.0,80.0,0.0,0.0,5.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,0.1,0.0,,3.0,8.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,2,4,3,2,2,4,4,3,2,2,4,4,4,,,,3,3,3,3,4,4,3,2,2,4,2,2,2,2,2,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,150,105,45,1,-72,2,-15,2.0,2.0,8.0
법인,6.839,1,경기,하남시,B06200,2013,3,2,4.0,,,1.0,,,,,7.0,1,3,3,1.0,7,3,1.0,1,3.0,15.0,2,1.0,1.0,2.0,0.0,0.0,4.0,6.0,2.0,3.0,70.0,0.0,30.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,0.1,0.0,,8.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,14.0,,5,4,4,3,4,4,5,4,3,2,3,2,3,,,,4,4,4,4,3,4,4,3,3,4,3,4,3,3,3,1.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"1,032",546,486,340,10,6,9,2.0,2.0,4.0
법인,13.645,1,전남,나주시,B07290,2010,3,1,4.0,,,1.0,,,,,6.0,1,3,3,1.0,6,3,1.0,1,3.0,10.0,1,5.0,9.0,4.0,0.0,0.0,6.0,4.0,2.0,3.0,47.0,53.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,,,,1.0,0.0,,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,,5,4,4,3,5,4,4,3,3,3,3,2,3,,,,5,4,4,5,4,3,4,3,4,3,3,4,3,2,3,3.0,18.0,0.0,18.0,3.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"4,052","2,084","1,968","3,629",268,97,185,2.0,2.0,18.0
법인,36.705,1,경기,안산시 상록구,C10121,2005,4,1,4.0,,,1.0,,,,,6.0,2,3,5,,6,3,1.0,1,1.0,14.0,2,9.0,18.0,73.0,0.0,0.0,6.0,7.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,2084.0,3417.0,1375.0,2657.0,709.0,760.0,4134.0,5041.0,49.0,85.0,26.0,46.0,20.0,51.0,52.0,38.0,0.0,10.0,0.0,0.0,100.0,2,1,1,2,500.0,0.0,0.0,0.0,30.0,70.0,0.0,100.0,0.0,370.0,0.0,0.0,370.0,4.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,7.0,8.0,3,4,4,3,3,4,4,3,3,3,4,3,4,4.0,,1.0,3,3,3,4,3,3,3,3,4,4,3,3,4,3,3,,11.0,0.0,11.0,1.0,8.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,11.0
법인,11.336,2,경기,평택시,C10121,2010,3,1,4.0,,,1.0,,,,,6.0,1,4,5,,6,3,1.0,3,3.0,15.0,2,19.0,3.0,8.0,0.0,0.0,6.0,5.0,1.0,3.0,95.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,9.0,0.0,,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,,4,4,3,4,4,4,4,3,3,4,3,4,4,,,,4,4,3,4,4,4,3,2,3,3,4,3,3,4,3,6.0,30.0,0.0,30.0,6.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"8,585","8,171",414,"14,156",187,289,-191,2.0,2.0,30.0
법인,55.41,1,경남,함안군,C10121,2014,2,1,4.0,,,1.0,,,,,10.0,2,3,5,,10,3,1.0,3,1.0,7.0,2,2.0,1.0,3.0,0.0,0.0,6.0,5.0,2.0,3.0,83.3,0.0,13.3,0.0,0.0,3.4,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,5.0,5.0,,,,5.0,0.0,,8.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,,3,4,3,3,3,4,4,3,4,4,4,4,4,,,,4,4,4,4,4,4,3,3,3,3,2,2,2,3,3,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1995,1241,754,1729,175,26,134,2.0,2.0,6.0
법인,14.895,2,경기,광주시,C10122,2017,1,1,4.0,,,2.0,,,,,,2,4,3,3.0,6,3,1.0,2,3.0,1.0,1,2.0,1.0,4.0,0.0,0.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,,,,3.0,0.0,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,14.0,,3,4,3,3,3,4,4,3,3,4,4,4,3,,,,4,4,4,4,4,5,3,4,3,3,3,3,4,4,3,5.0,7.0,0.0,7.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"2,482","1,754",728,"10,871",257,62,177,2.0,2.0,7.0
법인,15.94,1,경기,하남시,C10122,2017,3,1,4.0,,,2.0,,,,,,1,3,3,3.0,6,3,1.0,2,1.0,18.0,2,22.0,2.0,7.0,0.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,0.0,,1.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,,3,3,3,3,2,3,4,3,3,3,3,3,3,,,,4,4,4,1,4,3,3,3,3,4,4,3,3,1,3,5.0,18.0,0.0,18.0,7.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1380,339,1041,4475,523,11,486,2.0,2.0,31.0
법인,8.55,2,경남,김해시,C10122,2004,3,1,4.0,,,1.0,,,,,6.0,1,2,5,,6,3,1.0,1,1.0,5.0,2,56.0,10.0,15.0,2.0,0.0,6.0,5.0,2.0,3.0,65.0,0.0,35.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,2.0,0.0,,7.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,11.0,,4,4,3,3,3,4,4,3,4,4,3,3,3,,,,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,7.0,82.0,0.0,82.0,10.0,53.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,9044,7586,1458,20427,147,157,14,2.0,2.0,83.0
법인,8.55,2,경기,계양구,C10129,2012,3,2,4.0,,,1.0,,,,,6.0,1,4,5,,6,3,1.0,2,1.0,10.0,2,29.0,8.0,6.0,0.0,0.0,6.0,5.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,3.0,2.0,2.0,2.0,,,,11.67,0.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,9.0,,2,3,3,2,3,3,3,3,2,2,2,3,3,,,,4,4,2,2,4,4,2,5,4,3,3,2,4,3,3,7.0,44.0,1.0,45.0,12.0,5.0,23.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,43.0,8815,5263,3552,26334,996,95,942,2.0,2.0,43.0
법인,11.067,2,전남,나주시,C10129,2016,2,1,4.0,,,1.0,,,,,6.0,1,3,3,4.0,6,3,1.0,3,1.0,10.0,1,71.0,0.0,20.0,9.0,0.0,7.0,6.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,3190.0,7198.0,2136.0,5557.0,1053.0,1641.0,11123.0,11498.0,280.0,315.0,23.0,46.0,619.0,287.0,30.0,20.0,50.0,0.0,0.0,0.0,100.0,2,1,1,2,700.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3000.0,0.0,0.0,0.0,3000.0,4.0,1.0,6.0,,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,8.0,1.0,4,3,3,3,3,4,3,3,4,3,3,4,4,3.0,,1.0,4,4,4,3,4,4,3,3,3,3,3,4,3,3,2,,35.0,0.0,35.0,6.0,25.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,35.0
법인,11.067,2,충남,천안시 서북구,C10129,2001,3,1,4.0,,,1.0,,,,,10.0,1,2,3,3.0,10,3,1.0,3,1.0,0.0,2,0.0,17.0,83.0,0.0,0.0,2.0,1.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,16404.0,15868.0,14914.0,14344.0,1489.0,1524.0,16277.0,14919.0,2.0,216.0,589.0,548.0,-601.0,-442.0,0.0,60.0,40.0,0.0,0.0,0.0,100.0,2,2,1,2,3900.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,64.0,0.0,0.0,64.0,4.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,10.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,7.0,3,3,4,4,2,3,3,3,4,3,2,3,3,7.0,,1.0,4,4,3,2,3,3,4,4,3,2,2,3,2,2,2,,39.0,0.0,39.0,7.0,23.0,4.0,5.0,0.0,,,,,,,,,,,,,,,,,39.0
