주력제품 해외 시장점유율(퍼센트),주력제품 국내 시장점유율(퍼센트),매출구조비율(중소기업),매출구조비율(글로벌),총자산회전율,자기자본비율,부채비율,순이익률,등록보유(특허권),창업 당시 창업자 최종학력,창업 당시 목표시장,기업성장단계,해외수출 및 진출과정 애로사항,Exit
0.0,3.0,10.0,0.0,37.66,91.825,8.903,21.269,8,2,1,2,3,1
0.01,5.0,100.0,0.0,17.249,43.139,131.809,-194.938,28,1,3,4,6,1
0.0,10.0,20.0,0.0,58.475,72.973,37.037,24.87,0,3,1,3,1,1
0.6,0.8,97.0,3.0,102.124,60.028,66.588,9.388,3,2,1,3,4,1
0.0,5.0,100.0,0.0,43.298,84.58,18.231,-19.805,0,2,3,2,3,1
0.01,3.0,37.0,0.0,56.833,39.391,153.867,-14.89,1,1,3,4,6,1
0.0,1.0,100.0,0.0,53.096,61.66,62.179,2.481,0,2,1,4,8,1
30.0,40.0,20.0,80.0,75.48,91.229,9.614,23.09,1,3,3,3,4,1
1.0,10.0,50.0,0.0,58.266,75.371,32.677,-0.451,5,1,1,4,4,1
30.0,50.0,10.0,20.0,124.351,40.629,146.132,1.412,4,1,3,4,7,1
1.0,10.0,0.0,90.0,72.763,79.718,25.442,17.789,39,1,3,3,4,1
0.01,0.01,0.0,10.0,69.754,76.545,30.642,0.418,4,3,3,4,3,1
1.0,1.0,0.0,10.0,103.926,26.462,277.898,-4.054,12,4,3,4,2,1
0.0,5.0,50.0,50.0,14.637,75.036,33.269,-96.245,17,3,1,3,7,1
0.01,0.01,0.0,0.0,101.223,64.907,54.066,4.585,14,3,3,4,4,1
0.0,10.0,30.0,0.0,158.813,33.093,202.176,4.621,3,3,1,3,2,1
0.01,5.0,0.0,10.0,81.742,47.91,108.725,-13.056,170,3,3,4,4,1
2.0,10.0,80.0,20.0,3.188,97.247,2.831,-764.625,5,1,3,3,4,1
30.0,50.0,10.0,90.0,47.955,31.769,214.772,1.827,30,3,3,3,3,1
0.01,4.0,98.0,0.0,53.503,60.826,64.405,1.231,0,1,3,4,2,1
2.0,10.0,20.0,60.0,43.317,68.963,45.006,0.649,0,3,3,4,8,1
0.0,5.0,0.0,0.0,196.539,17.323,477.273,-2.713,1,3,1,3,8,1
0.5,35.0,20.0,80.0,55.107,29.096,243.696,6.78,6,3,1,4,4,1
1.0,1.0,30.0,0.0,83.312,57.549,73.765,-4.463,1,3,3,3,3,1
10.0,1.0,20.0,20.0,64.812,78.375,27.591,19.721,7,1,3,4,7,1
10.0,0.01,36.0,1.0,63.641,14.16,606.203,-9.731,2,3,3,3,3,1
0.0,5.0,0.0,5.0,72.097,20.634,384.639,2.477,3,3,3,4,5,1
10.0,40.0,20.0,0.0,168.512,28.72,248.193,3.478,2,4,3,3,5,1
0.0,4.0,10.0,0.0,82.857,70.281,42.285,4.441,0,3,1,4,7,1
0.01,30.0,16.0,11.0,84.129,37.446,167.05,-23.127,15,3,3,4,3,1
0.03,0.5,0.0,30.0,84.7,38.3,161.1,-19.237,38,2,3,4,2,1
1.0,50.0,25.0,5.0,224.484,-28.532,-450.486,-32.424,30,2,3,3,3,1
0.2,3.0,0.0,0.0,90.674,90.782,10.154,23.865,31,3,3,4,2,1
0.1,20.0,20.0,30.0,36.697,67.54,48.06,-13.72,98,3,3,3,2,1
1.0,10.0,20.0,0.0,54.383,80.626,24.03,-2.883,12,3,3,3,2,1
0.02,5.0,30.0,10.0,56.513,93.826,6.58,8.214,4,5,1,4,3,1
0.0,12.0,15.0,0.0,45.8,90.21,10.852,24.465,0,3,3,3,8,1
0.01,5.0,23.0,67.0,10.811,59.985,66.707,-109.73,20,1,3,3,7,1
0.1,5.0,0.0,100.0,135.633,48.983,104.152,11.25,15,2,3,4,6,1
0.0,10.0,0.0,0.0,53.934,73.78,35.538,8.083,0,3,1,4,3,1
20.0,5.0,20.0,80.0,75.302,26.23,281.24,-51.124,101,3,3,4,2,1
0.0,7.0,50.0,10.0,104.255,79.453,25.861,3.681,1,3,3,4,6,1
0.5,20.0,0.0,70.0,66.846,29.24,242.001,0.221,5,2,1,4,3,1
0.01,5.0,90.0,10.0,53.199,84.676,18.098,20.603,10,3,3,3,1,1
0.1,15.0,10.0,0.0,86.795,58.697,70.366,8.782,22,1,3,4,3,1
0.0,20.0,80.0,0.0,244.353,45.339,120.56,2.903,0,2,1,4,4,1
1.0,1.0,40.0,10.0,13.99,96.046,4.117,-147.262,1,2,2,4,7,1
0.0,5.0,0.0,10.0,203.498,74.026,35.088,2.817,41,3,3,4,1,1
0.02,0.2,38.2,26.8,177.487,63.089,58.506,-10.029,1,2,1,3,3,1
10.0,50.0,95.0,5.0,56.143,12.521,698.63,-9.544,0,3,3,4,2,1
0.0,1.0,40.0,0.0,52.579,84.335,18.575,-32.959,3,3,3,4,3,1
15.0,45.0,15.0,85.0,51.816,23.151,331.944,-62.385,31,3,3,3,3,1
0.0,6.0,0.0,0.0,70.603,70.977,40.89,-32.173,23,3,3,3,7,1
0.01,5.0,98.0,2.0,198.866,44.227,126.104,5.251,3,4,3,4,8,1
0.0,0.01,90.0,0.0,1.777,48.432,106.476,-984.579,14,1,3,2,6,1
1.0,0.0,0.0,0.0,115.818,46.015,117.322,0.779,2,3,2,4,3,1
0.0,5.0,10.0,0.0,56.451,53.743,86.07,-14.109,0,3,3,4,2,1
2.0,2.0,0.0,5.0,5.418,92.319,8.32,-182.189,5,1,3,3,1,1
0.0,2.0,10.0,0.0,157.345,67.534,48.073,-12.539,6,3,3,3,3,1
0.0,70.0,0.0,0.0,37.815,50.488,98.067,43.717,6,3,3,4,7,1
0.01,30.0,27.7,11.3,37.971,81.225,23.115,10.686,0,5,1,4,2,1
5.0,20.0,0.0,45.0,67.938,65.216,53.337,-0.397,66,2,1,4,3,1
0.0,20.0,100.0,0.0,111.063,58.65,70.504,6.059,35,3,1,4,5,1
0.01,10.0,0.0,18.0,42.971,43.525,129.754,-11.761,42,3,3,3,8,1
0.01,0.5,1.5,97.0,136.438,39.148,155.438,17.187,0,3,1,4,5,1
0.1,20.0,0.0,20.0,44.558,64.78,54.368,5.811,110,1,3,4,2,1
0.4,5.0,20.0,80.0,64.812,78.375,27.591,19.721,10,1,3,3,5,1
1.0,33.0,0.0,0.0,101.024,92.206,8.453,10.974,0,3,3,3,8,1
2.0,50.0,25.0,25.0,50.512,58.62,70.592,11.367,48,1,3,3,3,1
0.1,0.1,15.0,10.0,18.675,-58.091,-272.145,-488.459,0,1,3,5,2,1
30.0,80.0,42.0,58.0,61.838,79.598,25.632,17.808,12,1,3,3,7,1
0.5,12.0,70.0,30.0,46.573,61.645,62.22,11.37,14,1,3,3,7,1
0.0,30.0,60.0,0.0,106.5,12.46,702.562,0.876,9,1,3,3,7,1
0.03,0.5,0.0,30.0,84.7,38.3,161.1,-19.237,38,2,3,4,2,1
50.0,30.0,0.0,4.0,35.652,47.869,108.904,-2.667,1,1,2,3,1,1
0.0,0.2,20.0,0.0,181.055,93.896,6.5,6.257,5,4,1,4,1,1
0.1,3.0,80.0,20.0,61.722,33.261,200.655,0.673,14,3,3,4,4,1
0.0,15.0,100.0,0.0,161.431,40.02,149.875,5.299,8,3,3,1,4,1
3.0,15.0,45.0,55.0,46.415,72.442,38.042,19.225,82,3,3,4,5,1
0.0,0.2,20.0,0.0,135.23,82.557,21.129,23.41,4,3,1,4,1,1
0.0,1.0,0.0,0.0,38.703,74.75,33.78,2.444,5,3,1,4,2,1
1.0,5.0,0.0,20.0,45.928,36.203,176.221,48.352,19,1,3,4,2,1
0.0,0.2,20.0,30.0,41.165,36.297,175.506,0.135,52,2,3,4,3,1
0.0,15.0,0.0,0.0,102.895,74.182,34.804,8.254,4,5,3,4,1,1
1.0,5.0,0.0,0.0,87.863,47.931,108.633,1.182,0,3,3,3,3,1
0.0,1.0,0.0,0.0,91.968,4.7,2027.722,-41.09,8,3,3,4,2,1
0.0,0.1,90.0,10.0,84.777,61.266,63.222,0.304,20,2,1,4,1,1
3.0,0.6,60.0,40.0,88.667,74.277,34.631,-13.006,23,2,3,3,7,1
0.0,0.2,41.0,0.0,77.601,28.433,251.707,5.094,6,2,3,3,2,1
0.1,4.0,0.0,40.0,72.596,50.679,97.321,-17.69,10,1,3,4,2,1
0.5,10.0,0.0,0.0,96.374,79.75,25.392,7.002,9,3,3,4,7,1
5.0,17.77,0.0,0.0,103.414,26.544,276.747,1.832,0,3,3,4,4,1
0.01,5.0,95.0,5.0,89.0,80.732,23.866,9.476,7,3,3,3,4,1
0.1,2.0,3.0,56.0,34.502,22.904,336.607,-151.165,139,3,3,4,7,1
0.0,10.0,0.0,66.32,89.344,16.457,507.632,-1.795,36,3,3,4,3,1
0.0,1.0,99.0,1.0,113.411,49.499,102.017,3.737,5,3,1,3,7,1
0.01,5.0,0.0,10.0,81.742,47.91,108.725,-13.056,170,3,3,4,4,1
0.0,10.0,100.0,0.0,160.653,70.924,40.995,15.293,5,2,1,4,3,1
0.01,0.5,95.0,5.0,56.175,26.037,284.075,0.227,0,3,3,2,2,1
0.01,0.1,40.0,0.0,64.994,56.247,77.788,17.475,6,1,3,3,7,1
0.01,60.0,10.0,50.0,29.186,42.769,133.815,16.434,0,5,3,3,3,1
0.0,10.0,30.0,0.0,158.387,26.89,271.887,-11.405,0,2,3,3,7,1
1.0,8.0,30.0,20.0,49.801,84.681,18.09,-4.843,41,5,3,4,3,1
0.3,5.0,0.0,80.0,0.229,36.977,170.457,-1739.26,45,1,3,3,2,1
0.1,3.0,42.0,0.0,32.501,10.582,844.976,-292.273,12,3,3,4,8,1
0.01,5.0,84.0,1.0,10.754,93.251,7.238,-897.415,0,1,3,3,8,1
5.0,30.0,8.0,85.0,105.132,43.04,132.345,1.839,13,1,3,4,1,1
0.0,30.0,60.0,0.0,106.5,12.46,702.562,0.876,9,1,3,3,7,1
0.0,80.0,15.0,0.0,88.916,66.992,49.271,5.176,5,3,1,4,7,1
0.0,45.0,0.0,0.0,46.799,84.666,18.111,19.421,0,2,1,3,3,1
0.01,3.0,0.0,30.0,41.727,66.306,50.816,-0.512,25,2,3,4,2,1
0.01,5.0,24.0,56.0,33.867,93.783,6.629,21.089,5,3,3,4,3,1
0.0,1.0,20.0,0.0,114.322,25.716,288.87,2.839,10,3,1,4,3,1
0.1,40.0,45.0,40.0,96.04,31.737,215.091,0.798,23,3,3,3,7,1
0.1,0.1,15.0,10.0,18.675,-58.091,-272.145,-488.459,0,1,3,5,2,1
0.17,60.0,94.0,0.0,60.307,26.279,280.532,6.817,1,5,1,3,3,1
0.0,5.0,10.0,0.0,33.806,53.303,87.607,-19.231,61,3,3,4,2,1
0.0,10.0,100.0,0.0,34.439,28.827,246.903,-5.926,7,2,3,3,1,1
0.1,10.0,0.0,75.0,138.341,17.146,483.231,2.856,6,1,3,3,3,1
0.0,4.0,30.0,0.0,8.981,45.606,119.272,-205.795,19,1,1,4,1,1
0.0,0.2,60.0,0.0,40.158,9.74,926.713,-59.294,2,2,3,4,3,1
0.0,0.1,100.0,0.0,9.352,73.1,36.798,-36.983,4,1,3,4,2,1
0.1,10.0,10.0,18.0,180.574,39.176,155.258,0.78,8,3,3,4,3,1
0.0,12.0,0.0,0.0,76.315,78.399,27.553,7.219,4,3,1,4,2,1
0.0,4.0,30.0,0.0,8.981,45.606,119.272,-205.795,19,1,1,4,1,1
0.0,3.0,50.0,0.0,180.976,10.675,836.767,1.629,0,3,1,4,3,1
0.0,5.0,50.0,0.0,86.117,67.477,48.199,7.493,0,3,3,4,2,1
0.0,50.0,0.0,5.0,192.168,29.431,239.776,2.974,0,1,3,2,5,1
1.0,20.0,45.0,55.0,75.759,61.14,63.559,5.211,2,3,1,3,3,1
0.1,15.0,0.0,5.0,155.244,27.056,269.604,8.362,29,3,3,3,3,1
1.0,10.0,50.0,50.0,73.464,29.295,241.356,1.914,10,1,1,3,4,1
0.0,1.0,10.0,0.0,24.473,58.182,71.874,28.137,3,3,3,3,2,1
1.0,0.05,0.0,0.0,31.913,95.056,5.202,2.353,3,3,3,4,5,1
0.0,16.0,90.0,0.0,265.094,53.486,86.963,4.346,2,3,3,3,3,1
0.0,5.0,0.0,0.0,170.708,85.784,16.572,8.557,2,3,1,4,5,1
0.0,2.0,20.0,0.0,36.183,84.702,18.06,9.874,0,2,3,4,1,1
0.0,0.01,44.0,0.0,95.491,81.475,22.736,5.602,32,4,3,4,7,1
0.1,6.0,40.0,30.0,59.201,61.765,61.905,4.626,2,2,1,3,3,1
1.2,10.0,0.0,80.0,67.013,86.757,15.265,17.046,13,3,3,5,3,1
5.0,20.0,20.0,0.0,79.245,89.807,11.35,18.626,5,3,1,3,5,1
2.0,10.0,17.1,59.5,73.846,58.578,70.714,13.539,125,3,1,4,4,1
0.1,7.0,0.0,30.0,17.833,67.918,47.236,-51.252,13,3,3,3,2,1
0.0,17.0,5.0,10.0,50.174,48.378,106.704,20.983,0,3,3,3,6,1
0.1,2.0,3.0,56.0,34.502,22.904,336.607,-151.165,139,3,3,4,7,1
0.0,0.01,27.0,0.0,108.79,82.758,20.834,6.47,0,3,3,4,4,1
0.0,1.0,60.0,0.0,32.65,86.851,15.14,20.227,0,2,1,4,3,1
0.5,3.0,30.0,70.0,38.874,76.916,30.012,16.287,106,2,3,4,2,1
0.0,2.0,68.0,0.0,90.832,43.472,130.024,-2.205,12,3,1,3,8,1
0.01,10.0,45.0,25.0,98.559,73.272,36.478,1.658,8,3,3,4,3,1
0.5,40.0,0.0,60.0,71.525,30.415,228.781,0.586,90,3,1,4,8,1
0.0,0.5,50.0,0.0,151.054,46.885,113.287,4.341,6,3,1,4,4,1
0.01,3.0,0.0,1.0,172.345,81.109,23.292,15.693,11,5,1,3,3,1
0.0,0.02,0.0,0.0,40.55,88.327,13.215,6.701,15,4,3,2,2,1
0.0,0.1,21.0,0.0,10.636,86.267,15.919,6.8,0,3,3,2,2,1
0.01,3.0,0.0,1.0,172.345,81.109,23.292,15.693,11,5,1,3,3,1
0.0,1.0,60.0,0.0,32.65,86.851,15.14,20.227,0,2,1,4,3,1
0.01,30.0,95.0,5.0,262.224,65.416,52.868,2.308,5,3,1,3,4,1
0.0,20.0,0.0,0.0,84.583,85.421,17.067,2.344,6,3,1,4,4,1
0.0,5.0,60.0,0.0,45.796,80.173,24.73,4.339,0,1,3,2,4,1
0.0,10.0,15.0,0.0,133.469,4.022,2385.974,-16.885,9,3,1,3,3,1
0.0,5.0,0.0,0.0,30.985,42.326,136.259,-8.151,88,2,1,3,7,1
0.0,5.0,14.0,41.0,91.004,51.287,94.98,-0.241,2,3,1,4,2,1
0.0,12.0,33.27,0.03,79.285,95.114,5.137,26.038,2,3,3,4,5,1
0.1,0.1,14.2,82.4,35.806,41.29,142.188,12.838,20,1,3,4,4,1
0.0,5.0,0.0,0.0,59.508,78.687,27.088,19.047,49,1,3,3,5,1
0.0,0.1,100.0,0.0,496.172,19.199,420.872,0.868,1,3,1,3,3,1
0.3,5.0,0.0,80.0,0.229,36.977,170.457,-1739.26,45,1,3,3,2,1
0.0,1.0,37.0,3.0,128.449,31.371,218.766,10.889,7,2,3,4,8,1
0.01,0.01,70.0,0.0,72.596,50.679,97.321,-17.69,12,3,3,4,4,1
0.0,3.0,50.0,0.0,180.976,10.675,836.767,1.629,0,3,1,4,3,1
0.0,5.0,5.0,0.0,246.995,23.271,329.726,-4.573,6,3,1,4,5,1
0.0,15.0,0.0,0.0,55.857,80.307,24.52,12.921,0,3,1,4,3,1
0.02,5.0,75.0,25.0,110.505,65.309,53.117,12.027,24,3,3,4,1,1
0.01,20.0,35.0,5.0,37.169,66.297,50.837,2.046,15,4,3,4,5,1
0.5,0.1,10.0,90.0,246.966,51.265,95.065,4.167,17,3,3,3,3,1
0.0,3.0,0.0,0.0,45.925,78.436,27.492,-15.904,25,3,3,4,3,1
10.0,25.0,0.0,50.0,32.614,52.742,89.601,-26.287,12,1,3,3,1,1
0.01,5.0,70.0,0.0,43.592,71.988,38.913,7.068,2,3,3,4,7,1
20.0,5.0,20.0,80.0,75.302,26.23,281.24,-51.124,101,3,3,4,2,1
0.01,10.0,30.0,60.0,62.51,62.327,60.445,3.878,12,3,3,4,3,1
0.0,17.0,5.0,10.0,50.174,48.378,106.704,20.983,0,3,3,3,6,1
0.0,30.0,20.0,0.0,114.256,83.772,19.372,1.628,53,4,1,4,4,1
0.0,45.0,5.0,0.0,98.062,40.415,147.438,8.749,3,1,1,3,3,1
0.0,20.0,100.0,0.0,71.041,56.021,78.503,0.689,28,3,1,4,2,1
1.0,5.0,1.0,97.0,44.463,56.893,75.77,5.584,8,1,3,4,8,1
0.0,40.0,29.0,1.0,3.132,97.309,2.765,-481.828,4,1,3,4,5,1
1.0,0.0,70.0,0.0,74.391,67.131,48.962,10.11,1,3,3,3,3,1
10.0,30.0,0.0,60.0,63.636,71.612,39.642,8.294,413,3,3,4,8,1
0.1,3.0,70.0,0.0,78.92,38.254,161.411,0.171,3,3,3,4,3,1
1.0,5.0,0.0,20.0,45.928,36.203,176.221,48.352,19,1,3,4,2,1
0.0,10.0,0.0,5.0,96.727,85.7,16.686,15.162,2,2,1,3,3,1
0.1,7.0,0.0,0.0,54.305,31.649,215.962,-70.399,13,3,3,4,5,1
0.0,5.0,0.0,0.0,37.485,89.17,12.145,39.362,3,3,3,3,1,1
0.0,5.0,90.0,0.0,66.928,37.534,166.429,8.758,82,1,3,3,2,1
0.1,3.0,38.0,2.0,24.916,63.793,56.757,-35.013,31,3,3,4,3,1
0.01,0.5,0.0,10.0,90.081,27.558,262.866,10.115,5,2,3,2,1,1
0.0,80.0,15.0,0.0,88.916,66.992,49.271,5.176,5,3,1,4,7,1
0.0,2.0,12.0,6.0,238.527,32.027,212.232,1.698,1,3,1,4,3,1
1.0,10.0,10.0,10.0,12.989,79.549,25.708,-97.085,28,3,3,3,2,1
0.1,10.0,0.0,50.0,60.843,84.406,18.475,14.441,11,5,3,4,3,1
0.01,3.0,78.0,2.0,73.391,68.91,45.117,3.205,6,3,1,4,1,1
0.0,1.0,10.0,0.0,24.473,58.182,71.874,28.137,3,3,3,3,2,1
0.0,5.0,70.0,0.0,85.732,57.532,73.816,-4.093,0,3,1,4,2,1
0.01,10.0,90.0,10.0,2.953,46.053,117.14,-983.787,20,3,3,4,7,1
0.01,7.0,0.0,80.0,55.291,55.047,81.665,2.592,104,3,3,4,3,1
0.0,0.2,20.0,0.0,181.055,93.896,6.5,6.257,5,4,1,4,1,1
0.0,5.0,100.0,0.0,214.315,76.934,29.982,18.335,2,3,1,3,7,1
0.01,0.1,50.0,10.0,36.49,92.739,7.83,44.088,17,5,1,4,7,1
0.0,35.0,100.0,0.0,108.138,49.151,103.454,7.256,0,3,1,4,5,1
0.0,5.0,40.0,0.0,167.958,50.095,99.621,4.525,34,2,3,4,5,1
0.0,0.03,30.0,0.0,178.776,39.844,150.981,-3.584,20,3,3,3,2,1
1.0,0.0,0.0,100.0,60.989,92.789,7.771,13.789,0,3,3,3,3,1
30.0,75.0,94.0,0.0,65.15,72.378,38.164,10.726,0,3,1,3,7,1
0.0,5.0,0.0,0.0,102.9,75.592,32.289,5.285,121,1,3,4,3,1
0.1,5.0,0.0,100.0,135.633,48.983,104.152,11.25,15,2,3,4,6,1
0.01,0.01,0.0,30.0,105.131,43.039,132.345,1.839,24,1,3,3,4,1
2.0,4.0,70.0,0.0,48.052,56.142,78.119,-12.178,6,1,1,4,2,1
0.0,0.2,41.0,0.0,77.601,28.433,251.707,5.094,6,2,3,3,2,1
0.01,2.0,100.0,0.0,40.092,38.154,162.095,-27.1,2,2,3,4,2,1
0.0,0.07,10.0,0.0,47.458,23.77,320.695,-8.121,1,2,1,2,7,1
0.0,20.0,80.0,0.0,244.353,45.339,120.56,2.903,0,2,1,4,4,1
0.0,30.0,30.0,0.0,36.712,42.428,135.694,8.268,34,3,3,4,3,1
0.0,18.0,0.0,0.0,62.446,56.223,77.863,-54.887,39,2,1,3,2,1
0.05,20.0,0.0,17.0,44.648,62.116,60.99,16.59,91,1,3,4,2,1
0.1,10.0,20.0,50.0,76.444,64.196,55.772,5.063,51,3,3,3,4,1
0.01,0.1,0.0,0.0,16.421,51.41,94.514,-17.752,0,3,1,3,7,1
0.1,10.0,85.0,15.0,39.994,87.926,13.733,19.346,16,1,3,4,7,1
7.0,30.0,15.0,7.0,45.337,37.004,170.242,-23.327,2,2,3,3,8,1
0.0,1.0,37.0,3.0,128.449,31.371,218.766,10.889,7,2,3,4,8,1
0.5,20.0,0.0,10.0,112.811,72.925,37.128,7.756,37,2,1,4,4,1
0.01,8.0,0.0,20.0,15.694,27.73,260.615,-124.822,24,3,3,3,3,1
0.02,0.0,0.0,100.0,31.377,98.929,1.083,14.167,0,3,1,3,4,1
15.0,20.0,80.0,0.0,39.244,97.162,2.921,20.195,5,1,3,3,5,1
10.0,20.0,0.0,10.0,115.378,21.685,361.138,1.006,21,2,3,3,4,1
0.0,2.0,70.0,0.0,40.315,90.075,11.018,0.123,17,3,3,4,3,1
0.0,35.0,48.0,0.0,111.412,61.514,62.564,-1.084,35,3,3,4,3,1
0.4,5.0,20.0,80.0,64.812,78.375,27.591,19.721,10,1,3,3,5,1
0.0,10.0,0.0,5.0,96.727,85.7,16.686,15.162,2,2,1,3,3,1
0.0,30.0,60.0,0.0,150.492,54.695,82.832,-10.826,59,3,3,4,3,1
0.0,1.0,20.0,0.0,114.322,25.716,288.87,2.839,10,3,1,4,3,1
0.0,8.0,53.0,25.0,72.197,29.942,233.964,-7.309,3,3,3,4,4,1
0.0,10.0,30.0,0.0,65.218,84.42,18.456,24.702,75,3,3,3,2,1
0.0,5.0,30.0,0.0,48.157,8.563,1067.847,-48.692,1,3,3,4,1,1
1.0,3.0,100.0,0.0,52.282,56.655,76.507,9.335,8,2,3,4,4,1
0.01,1.0,10.0,5.0,54.228,48.066,108.045,11.483,0,3,3,3,2,1
0.2,10.0,0.0,10.0,229.82,85.094,17.516,9.036,8,1,3,4,1,1
0.0,0.01,44.0,0.0,95.491,81.475,22.736,5.602,32,4,3,4,7,1
2.0,10.0,17.1,59.5,73.846,58.578,70.714,13.539,125,3,1,4,4,1
0.01,6.0,20.0,0.0,27.606,54.804,82.468,-17.346,0,3,3,4,7,1
1.0,2.0,100.0,0.0,11.037,83.104,20.331,-212.113,0,3,3,2,5,1
5.0,30.0,30.0,30.0,55.927,24.734,304.309,-6.119,0,2,3,3,3,1
0.02,25.0,0.0,58.0,51.673,45.169,121.391,11.199,157,3,3,3,3,1
0.0,10.0,100.0,0.0,107.995,69.676,43.521,12.374,0,3,1,3,3,1
1.0,20.0,0.0,0.0,67.05,61.476,62.666,2.9,20,1,3,4,2,1
0.01,3.0,70.0,20.0,55.338,62.671,59.559,8.008,39,2,3,4,4,1
1.0,1.0,0.0,90.0,119.463,55.373,80.595,6.817,26,1,1,3,1,1
0.0,30.0,60.0,0.0,161.001,71.844,39.191,4.23,59,3,1,3,4,1
1.0,5.0,1.0,97.0,44.463,56.893,75.77,5.584,8,1,3,4,8,1
0.1,5.0,0.0,60.0,62.168,63.159,58.332,6.382,12,3,1,4,3,1
0.01,3.0,78.0,2.0,73.391,68.91,45.117,3.205,6,3,1,4,1,1
0.01,10.0,20.0,65.0,101.893,52.184,91.631,-2.406,20,3,3,4,3,1
5.0,10.0,0.0,15.0,59.107,38.163,162.034,-23.845,12,3,3,3,3,1
0.02,5.0,30.0,10.0,56.513,93.826,6.58,8.214,4,5,1,4,3,1
0.0,1.0,0.0,0.0,40.764,69.978,42.902,-12.388,0,3,1,4,1,1
30.0,75.0,94.0,0.0,65.15,72.378,38.164,10.726,0,3,1,3,7,1
0.1,3.5,20.0,10.0,66.364,79.539,25.724,-7.052,15,3,1,4,3,1
1.0,10.0,0.0,0.0,42.854,76.568,30.603,-37.524,0,2,1,3,7,1
0.01,0.01,0.0,30.0,59.501,67.093,49.046,8.686,109,3,3,4,3,1
0.0,10.0,70.0,0.0,35.453,9.201,986.897,-93.7,2,2,1,4,1,1
0.0,5.0,0.0,0.0,511.376,29.754,236.092,2.205,0,3,1,3,2,1
1.0,8.0,30.0,20.0,49.801,84.681,18.09,-4.843,41,5,3,4,3,1
0.1,3.0,0.0,0.0,31.945,67.711,47.687,-36.681,37,3,3,4,3,1
0.0,5.0,25.0,0.0,40.111,52.584,90.174,3.699,8,3,3,3,3,1
0.0,1.0,60.0,0.0,32.65,86.851,15.14,20.227,0,2,1,4,3,1
0.0,20.0,0.0,5.0,195.168,41.597,140.404,-0.215,0,3,1,2,6,1
0.0,3.0,50.0,0.0,66.682,50.426,98.31,5.791,0,3,3,4,3,1
5.0,20.0,0.0,10.0,158.399,82.863,20.681,9.162,37,3,3,4,7,1
0.1,10.0,35.0,5.0,55.886,59.968,66.755,-0.355,15,2,3,4,4,1
1.0,1.0,0.0,90.0,119.463,55.373,80.595,6.817,26,1,1,3,1,1
0.1,3.0,0.0,0.0,31.945,67.711,47.687,-36.681,37,3,3,4,3,1
0.0,7.0,30.0,0.0,60.631,45.168,121.396,-16.443,3,3,1,5,7,1
0.0,70.0,0.0,0.0,51.817,47.41,110.931,-4.767,0,1,3,4,8,1
0.1,10.0,80.0,0.0,41.293,82.93,20.583,20.128,1,3,3,3,3,1
1.0,10.0,0.0,70.0,72.171,78.055,28.114,12.559,30,1,3,3,5,1
0.0,6.0,0.0,0.0,1.512,72.441,38.044,-1348.751,2,1,3,3,1,1
0.0,5.0,95.0,0.0,84.137,77.837,28.474,-8.921,0,4,3,4,3,1
1.0,21.0,5.0,5.0,185.571,48.804,104.902,-4.075,2,1,1,3,5,1
3.0,15.0,14.5,63.5,46.497,90.666,10.295,11.359,39,1,3,4,4,1
0.5,3.0,30.0,70.0,79.214,43.671,128.984,10.807,2,1,3,3,3,1
0.2,10.0,0.0,10.0,229.82,85.094,17.516,9.036,8,1,3,4,1,1
0.0,1.0,20.0,0.0,114.322,25.716,288.87,2.839,10,3,1,4,3,1
2.0,20.0,73.0,12.0,33.867,93.783,6.629,21.089,22,1,3,3,5,1
0.01,4.0,98.0,0.0,53.503,60.826,64.405,1.231,0,1,3,4,2,1
0.01,3.0,80.0,0.0,82.049,81.744,22.332,9.166,5,3,1,3,2,1
0.0,0.01,44.0,0.0,64.159,81.265,23.055,-6.748,36,2,3,4,2,1
0.5,10.0,14.0,70.0,180.112,67.163,48.892,-15.601,1,3,3,4,5,1
0.02,0.0,0.0,100.0,11.85,43.26,131.16,3.678,0,3,1,3,4,1
0.0,1.0,0.0,0.0,38.703,74.75,33.78,2.444,5,3,1,4,2,1
0.0,10.0,100.0,0.0,160.653,70.924,40.995,15.293,5,2,1,4,3,1
10.0,0.2,0.0,0.0,121.97,50.414,98.357,-0.591,0,3,3,4,3,1
0.01,0.01,90.0,10.0,85.392,61.463,62.7,11.031,20,2,1,4,5,1
0.1,0.1,40.0,30.0,79.985,-29.774,-435.863,-12.492,3,3,3,4,2,1
0.0,35.0,85.0,0.0,70.03,91.469,9.326,-2.439,0,3,1,3,7,1
0.0,15.0,0.0,0.0,102.895,74.182,34.804,8.254,4,5,3,4,1,1
0.0,3.0,70.0,0.0,56.298,-37.13,-369.322,-19.987,4,3,1,4,1,1
3.0,10.0,30.0,10.0,156.927,29.639,237.397,9.138,10,1,3,4,2,1
0.01,0.01,10.0,60.0,49.652,90.375,10.65,14.399,22,1,3,3,2,1
0.0,5.0,70.0,0.0,159.03,30.463,228.271,1.205,31,3,3,3,3,1
0.01,2.0,73.0,2.0,39.401,83.988,19.065,-10.052,5,3,3,2,2,1
0.0,18.0,0.0,0.0,56.133,54.5,83.486,-24.873,2,2,1,4,6,1
1.0,5.0,67.4,6.7,30.605,75.324,32.76,17.857,25,3,3,4,7,1
