회사주소_시(도),한국표준산업분류(KSIC)코드_10차,상장여부,인수합병(MnA) 경험여부,가중치,벤처확인 유형,기업성장단계,제조 및 비제조,대표이사_창업자여부,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 직전 근무지,창업방식,단독창업 여부,창업 당시 목표시장,창업자 과거창업 경험 여부,융자(정책)_경험여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,전공과 업종 일치 여부,연구개발관련전담부서보유여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,해외수출 및 진출과정 애로사항,제품및서비스구조,기술력수준비교(세계),기술력수준비교(국내),주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),정규직비율,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),부서별_인력구성(관리),부서별_인력구성(생산),부서별_인력구성(영업),부서별_인력구성(RnD),매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액비(국내설비),투자액비(RnD),투자액비(해외),투자액비(기타),부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,창업 당시 창업자 실무경험 년수(년),벤처확인제도 혜택(평균),벤처인프라 수준(평균),등록보유(합계),출원중(합계),경영상 애로사항(개수),벤처캐피털(투자조합포함) 투자 경험여부
경기,C20302,2,2.0,27.175,2,3,2,2.0,5,3,8,3,2.0,1.0,2,1.0,3.0,2,3,2.0,1.0,2,3.0,2.0,4.0,4.0,2.0,0.0,1.0,58.0,17.0,17.0,8.0,0.0,21.429,57.143,7.143,7.143,0.0,30.0,70.0,0.0,0.0,0.0,57.5,42.5,0.0,0.0,216.006,31.645,1.327,83.149,262.758,3.487,6.031,303.03,12753.846,0.0,3.5,3.25,0,0,4,0
경기,C20302,2,2.0,46.0,2,3,1,1.0,4,4,9,3,1.0,3.0,1,2.0,4.0,1,1,1.0,1.0,2,2.0,2.0,4.0,3.0,3.0,0.0,1.0,67.0,0.0,33.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,96.923,50.781,2.446,172.5,339.692,8.308,3.08,850.0,13800.0,4.0,3.333,3.0,18,0,2,0
충남,C20302,2,2.0,46.0,2,2,3,1.0,4,4,8,2,1.0,3.0,2,2.0,4.0,1,1,2.0,3.0,2,4.0,2.0,4.0,3.0,0.01,0.0,1.0,15.0,22.0,63.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,218.039,31.443,4.67,171.64,545.882,25.49,4.957,383.333,34800.0,10.0,3.833,3.0,3,0,6,0
경기,C20302,2,2.0,48.561,2,3,1,1.0,4,4,9,3,1.0,3.0,1,2.0,4.0,1,1,1.0,3.0,2,3.0,3.0,3.0,2.0,3.0,0.0,1.0,28.4,14.2,14.8,42.6,0.0,22.222,44.444,0.0,33.333,0.0,0.0,100.0,0.0,0.0,0.0,52.0,48.0,0.0,0.0,98.322,50.423,2.517,241.963,479.866,12.081,1.608,460.0,15888.889,4.0,3.667,3.0,17,1,9,0
충북,C20302,2,2.0,9.106,2,3,1,1.0,2,3,5,3,1.0,3.0,2,2.0,4.0,1,1,1.0,1.0,2,3.0,3.0,3.0,2.0,10.0,7.0,1.0,60.0,12.0,22.0,6.0,0.0,10.417,77.083,8.333,4.167,0.0,0.0,0.0,40.0,0.0,60.0,50.87,49.13,0.0,0.0,267.22,27.232,7.387,145.995,536.124,39.604,9.195,660.671,50144.681,10.0,3.333,2.75,18,2,6,0
경북,C20303,2,2.0,2.259,2,3,2,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,2,1,1.0,1.0,1,3.0,2.0,4.0,3.0,0.5,0.01,1.0,40.0,20.0,30.0,10.0,0.0,16.541,67.669,4.511,11.278,23.0,0.0,67.0,0.0,0.0,10.0,60.571,39.429,0.0,0.0,222.338,31.023,2.378,206.302,664.991,15.814,3.552,389.027,43008.13,8.0,3.667,2.75,8,0,7,0
서울,C20303,2,2.0,48.561,2,3,1,1.0,3,3,6,3,1.0,3.0,2,2.0,4.0,1,1,2.0,1.0,2,8.0,2.0,3.0,3.0,5.0,0.0,1.0,80.0,20.0,0.0,0.0,0.0,22.222,66.667,11.111,0.0,0.0,0.0,45.0,55.0,0.0,0.0,5.952,94.048,0.0,0.0,350.773,22.184,1.486,255.877,1153.422,17.145,0.236,31.624,174166.667,0.0,3.667,3.0,3,0,4,0
경북,C20303,2,2.0,4.342,2,4,1,1.0,2,3,5,3,1.0,3.0,2,2.0,3.0,1,1,2.0,1.0,2,4.0,2.0,3.0,2.0,20.0,5.0,1.0,10.0,20.0,70.0,0.0,0.0,25.0,45.312,10.938,17.188,10.0,0.0,50.0,0.0,0.0,40.0,37.96,28.595,0.0,33.445,88.171,53.143,4.671,92.29,173.663,8.112,2.331,107.432,58800.0,10.0,3.5,2.5,0,1,7,0
경북,C20303,2,2.0,2.958,2,3,2,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,2,1,1.0,1.0,2,5.0,2.0,5.0,4.0,0.01,0.0,1.0,50.0,20.0,20.0,10.0,0.0,18.803,63.248,5.128,12.821,23.0,0.0,77.0,0.0,0.0,0.0,64.406,35.594,0.0,0.0,247.607,28.768,1.923,202.97,705.536,13.565,3.249,300.401,39431.624,8.0,2.667,3.0,10,0,5,0
충북,C20303,2,2.0,48.561,1,3,1,1.0,4,3,5,3,1.0,1.0,1,2.0,4.0,2,1,2.0,1.0,2,4.0,3.0,3.0,3.0,0.01,0.01,1.0,14.0,14.0,43.0,29.0,0.0,22.222,55.556,0.0,22.222,0.0,60.0,0.0,0.0,0.0,40.0,62.5,37.5,0.0,0.0,287.688,25.794,6.274,108.539,420.793,26.402,8.453,346.667,34177.778,20.0,2.0,3.5,1,0,4,0
충북,C20303,2,2.0,27.175,2,4,1,1.0,4,3,5,3,1.0,1.0,1,1.0,4.0,2,1,2.0,3.0,2,5.0,3.0,4.0,3.0,0.1,0.01,1.0,18.0,12.0,55.0,15.0,0.0,15.385,69.231,0.0,15.385,0.0,60.0,0.0,0.0,0.0,40.0,76.22,23.78,0.0,0.0,260.245,27.759,6.658,105.829,381.244,25.382,8.449,486.154,41555.556,20.0,3.167,3.0,1,0,7,0
충북,C20311,2,2.0,24.22,1,4,2,1.0,3,1,6,3,1.0,3.0,2,1.0,4.0,2,2,2.0,1.0,2,1.0,3.0,4.0,3.0,0.1,0.1,1.0,0.0,0.0,50.0,0.0,50.0,25.0,25.0,0.0,50.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,40.0,0.0,60.0,225.694,30.682,3.248,157.457,513.194,16.667,3.608,1000.0,55425.0,18.0,3.0,3.0,2,1,5,0
충남,C20312,2,2.0,34.01,2,2,1,1.0,3,1,5,3,1.0,1.0,2,2.0,4.0,1,1,2.0,1.0,2,3.0,3.0,3.0,1.0,0.01,0.0,1.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.333,33.333,0.0,33.333,18.0,17.0,49.0,13.0,0.0,3.0,9.434,49.057,0.0,41.509,434.043,18.725,4.577,24.872,132.827,6.079,3.89,154.545,21850.0,15.0,3.167,3.0,50,4,1,0
대전,C20312,2,2.0,64.763,2,4,1,1.0,3,3,4,3,1.0,3.0,2,2.0,4.0,1,3,2.0,4.0,2,2.0,2.0,3.0,2.0,7.0,0.0,1.0,33.0,33.0,34.0,0.0,0.0,14.286,85.714,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,136.975,42.199,2.747,12.908,30.588,0.84,19.231,145.833,2600.0,15.0,3.667,2.75,15,0,5,0
충북,C20312,2,2.0,64.763,2,3,2,1.0,3,1,5,3,1.0,1.0,2,2.0,4.0,2,1,2.0,4.0,2,2.0,1.0,3.0,2.0,10.0,0.0,1.0,50.0,10.0,30.0,10.0,0.0,22.222,55.556,22.222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,253.933,28.254,11.765,116.032,410.674,48.315,11.765,614.286,8122.222,7.0,3.5,3.5,13,0,4,0
충북,C20312,2,2.0,10.466,2,4,1,1.0,3,2,6,3,1.0,3.0,2,2.0,4.0,1,1,1.0,1.0,2,1.0,3.0,2.0,2.0,35.0,0.7,1.0,23.0,27.0,50.0,0.0,0.0,11.111,57.778,22.222,8.889,0.0,0.0,95.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,189.004,34.602,2.603,51.902,150.0,3.904,9.217,253.947,9306.667,16.0,4.333,3.5,41,2,4,0
충남,C20312,2,2.0,32.425,2,4,1,2.0,3,3,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,1.0,2.0,3.0,2.0,5.0,0.0,1.0,36.0,14.0,36.0,14.0,0.0,29.412,41.176,11.765,17.647,0.0,0.0,35.0,0.0,65.0,0.0,5.702,94.298,0.0,0.0,112.763,47.001,4.587,69.56,147.997,6.789,7.523,364.444,12823.529,12.0,3.5,3.25,5,0,5,0
서울,C20312,2,2.0,64.763,2,3,2,1.0,2,2,2,3,1.0,1.0,2,2.0,3.0,1,3,2.0,1.0,2,3.0,2.0,4.0,3.0,0.05,0.0,1.0,0.0,20.0,60.0,20.0,0.0,0.0,57.143,14.286,28.571,0.0,0.0,70.0,0.0,30.0,0.0,0.0,100.0,0.0,0.0,323.226,23.628,1.326,114.939,486.452,6.452,1.989,150.0,10771.429,0.0,3.333,3.0,7,0,6,0
경기,C20312,2,3.0,2.7,2,4,2,1.0,2,2,6,3,2.0,1.0,2,1.0,3.0,1,2,2.0,3.0,2,7.0,2.0,4.0,4.0,8.0,0.0,1.0,10.0,0.0,75.0,10.0,5.0,34.0,30.0,30.0,6.0,3.0,0.0,0.0,5.0,90.0,2.0,98.0,2.0,0.0,0.0,166.892,37.469,4.282,66.652,177.883,7.617,5.208,293.882,23984.0,10.0,3.5,3.0,1,1,1,1
경북,C20312,2,2.0,12.54,2,3,1,2.0,5,3,6,3,1.0,1.0,1,1.0,4.0,1,3,2.0,1.0,2,7.0,2.0,3.0,3.0,40.0,3.0,1.0,78.94736842105263,0.0,15.789473684210526,0.0,5.263157894736842,10.526,78.947,5.263,5.263,10.0,0.0,40.0,0.0,0.0,10.0,94.118,5.882,0.0,0.0,186.738,34.875,0.951,54.816,157.18,1.494,5.867,112.536,35431.579,20.0,3.333,3.0,7,2,3,0
경기,C20312,2,3.0,19.643,1,3,2,1.0,2,5,6,3,2.0,3.0,2,2.0,3.0,1,1,2.0,1.0,2,7.0,3.0,4.0,3.0,40.0,5.0,0.6,64.0,20.0,16.0,0.0,0.0,8.0,12.0,4.0,64.0,0.0,0.0,82.6,0.0,0.0,17.4,60.0,40.0,0.0,0.0,360.911,21.696,3.56,116.909,538.849,19.185,5.029,201.786,8988.0,1.0,3.0,2.75,8,0,6,0
충남,C20312,2,2.0,24.22,1,4,1,1.0,3,3,6,3,1.0,3.0,1,2.0,4.0,2,3,2.0,1.0,2,3.0,2.0,3.0,3.0,20.0,30.0,1.0,18.75,25.0,50.0,6.25,0.0,18.75,18.75,12.5,18.75,0.0,0.0,99.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,120.519,45.341,1.765,44.701,98.588,1.74,4.895,148.485,20020.0,25.0,2.5,2.25,1,0,10,0
전북,C20312,2,2.0,8.98,2,4,1,2.0,2,5,6,3,1.0,1.0,2,2.0,5.0,1,1,2.0,1.0,2,1.0,3.0,3.0,2.0,0.01,0.0,1.0,26.08695652173913,8.695652173913043,65.21739130434783,0.0,0.0,26.087,26.087,17.391,8.696,30.0,0.0,48.0,1.0,1.0,20.0,97.371,0.465,1.082,1.082,185.979,34.968,-17.88,61.961,177.196,-31.683,-14.257,-429.891,24121.739,8.0,4.5,2.75,42,2,8,0
경기,C20312,2,2.0,3.845,2,3,1,1.0,2,3,6,3,2.0,3.0,2,1.0,4.0,1,3,2.0,3.0,2,4.0,3.0,3.0,3.0,0.01,0.01,1.0,28.57142857142857,30.35714285714285,35.714285714285715,2.6785714285714284,2.6785714285714284,26.786,41.071,26.786,5.357,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,95.0,209.242,32.337,2.025,64.983,200.953,4.07,1.646,67.391,25217.857,5.0,2.833,3.0,21,1,3,0
경북,C20313,2,2.0,34.01,2,3,1,1.0,5,3,7,3,1.0,1.0,2,2.0,4.0,1,3,2.0,2.0,2,1.0,2.0,2.0,2.0,1.0,21.0,1.0,71.42857142857143,0.0,28.57142857142857,0.0,0.0,28.571,28.571,14.286,28.571,0.0,0.0,0.0,0.0,0.0,100.0,25.0,25.0,25.0,25.0,338.739,22.793,2.286,50.89,223.273,5.105,3.362,71.429,37175.0,9.0,3.0,4.0,3,0,7,0
경기,C20321,2,1.0,3.845,3,4,1,1.0,2,3,5,3,1.0,3.0,2,2.0,4.0,1,3,2.0,1.0,2,4.0,3.0,3.0,3.0,0.01,1.0,1.0,66.66666666666666,2.5,29.166666666666668,0.0,1.6666666666666667,16.667,69.167,5.833,8.333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,110.182,47.578,3.023,54.297,114.123,3.45,13.188,185.53,28113.333,3.0,3.167,3.25,55,0,4,0
경남,C20321,2,2.0,4.92,2,4,1,1.0,4,1,5,3,1.0,1.0,2,2.0,4.0,1,3,1.0,1.0,2,6.0,3.0,3.0,2.0,7.0,0.0,1.0,8.0,20.0,65.33333333333333,5.333333333333334,1.3333333333333337,10.667,69.333,13.333,6.667,50.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,125.439,44.358,5.523,86.669,195.386,10.791,8.343,493.023,20884.932,22.0,3.167,2.75,0,0,2,0
경기,C20321,2,2.0,64.763,2,2,1,1.0,4,1,1,3,1.0,1.0,2,1.0,3.0,1,3,2.0,1.0,2,2.0,2.0,3.0,2.0,10.0,0.0,1.0,58.0,14.0,14.0,14.0,0.0,11.111,66.667,0.0,22.222,0.0,0.0,90.0,0.0,10.0,0.0,24.823,75.177,0.0,0.0,360.784,21.702,0.99,85.957,396.078,3.922,2.847,153.333,8977.778,20.0,3.667,2.5,17,1,4,0
경기,C20321,2,2.0,34.01,4,3,1,1.0,3,1,6,3,1.0,3.0,2,2.0,4.0,1,1,1.0,1.0,2,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,14.285714285714285,57.14285714285714,14.285714285714285,14.285714285714285,28.571,14.286,14.286,42.857,0.0,0.0,85.0,10.0,5.0,0.0,0.0,100.0,0.0,0.0,181.151,35.568,17.949,51.894,145.899,26.187,20.611,774.074,14485.714,18.0,4.167,4.0,15,4,6,0
경남,C20321,2,3.0,3.971,2,4,1,1.0,4,3,6,3,1.0,1.0,1,1.0,3.0,2,1,2.0,1.0,2,7.0,3.0,3.0,2.0,10.0,0.0,0.761,52.0,5.0,37.0,5.0,1.0,16.418,55.224,11.94,16.418,0.0,10.0,60.0,0.0,0.0,30.0,52.812,47.188,0.0,0.0,121.384,45.173,11.196,90.772,200.942,22.496,13.545,930.732,21023.881,30.0,1.0,1.0,6,4,0,0
경기,C20321,2,3.0,2.7,3,3,1,1.0,2,3,5,3,1.0,1.0,2,2.0,5.0,2,1,2.0,1.0,2,7.0,3.0,4.0,3.0,10.0,0.0,0.808,15.0,0.0,77.0,5.0,3.0,14.423,33.654,44.231,7.692,25.0,0.0,35.0,0.0,0.0,30.0,38.314,57.471,4.215,0.0,219.132,31.336,-1.395,57.177,182.468,-2.545,3.617,80.602,29161.538,2.0,3.0,3.0,6,0,6,0
경기,C20321,2,3.0,3.971,2,5,1,2.0,3,3,10,3,1.0,1.0,1,2.0,3.0,1,1,2.0,2.0,2,3.0,2.0,3.0,3.0,60.0,11.0,1.0,49.0,11.0,28.0,9.0,3.0,24.719,50.562,5.618,19.101,0.0,0.0,80.0,0.0,10.0,10.0,30.556,69.444,0.0,0.0,157.092,38.896,-6.677,54.087,139.056,-9.285,-0.893,-23.907,23406.742,0.0,3.0,3.0,8,1,8,0
경북,C20321,2,2.0,35.962,2,4,1,1.0,3,3,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,3.0,3.0,3.0,2.0,0.01,0.0,1.0,0.0,0.0,100.0,0.0,0.0,22.222,11.111,33.333,33.333,0.0,0.0,100.0,0.0,0.0,0.0,13.736,86.264,0.0,0.0,211.548,32.098,10.6,25.74,80.192,8.5,17.1,300.0,11111.111,10.0,3.667,3.75,221,6,0,0
대전,C20321,2,2.0,32.425,4,3,3,1.0,3,1,5,3,1.0,3.0,2,1.0,5.0,1,1,2.0,1.0,2,3.0,1.0,4.0,3.0,25.0,0.01,1.0,0.0,0.0,31.0,46.0,23.0,21.429,7.143,0.0,71.429,0.0,0.0,85.0,0.0,0.0,15.0,49.216,50.784,0.0,0.0,91.456,52.231,20.579,24.435,46.781,9.627,29.215,388.462,17285.714,23.0,3.0,3.0,3,1,4,0
경남,C20321,2,2.0,6.284,2,3,2,1.0,4,3,5,3,1.0,3.0,2,2.0,4.0,2,1,2.0,1.0,2,1.0,3.0,4.0,3.0,8.0,0.0,0.714,61.0,3.0,27.0,9.0,0.0,20.635,58.73,9.524,11.111,0.0,0.0,97.0,0.0,3.0,0.0,26.263,73.737,0.0,0.0,146.705,40.534,15.652,97.351,240.169,37.592,17.469,1162.755,20707.937,12.0,4.167,3.5,4,0,6,0
전남,C20321,2,2.0,32.425,4,3,1,1.0,3,2,5,3,1.0,1.0,2,2.0,4.0,1,2,2.0,2.0,2,3.0,3.0,2.0,2.0,10.0,0.01,1.0,0.0,6.0,69.0,12.5,12.5,17.647,35.294,23.529,23.529,0.0,0.0,49.0,10.0,40.0,1.0,6.383,93.617,0.0,0.0,47.96,67.586,11.922,55.167,81.626,9.731,8.33,725.806,15888.235,10.0,4.167,3.0,57,0,7,0
대전,C20321,2,2.0,64.763,2,3,2,1.0,3,3,6,3,1.0,1.0,2,2.0,4.0,1,1,1.0,1.0,2,1.0,1.0,3.0,2.0,6.0,0.0,1.0,10.0,15.0,55.0,20.0,0.0,11.111,44.444,11.111,33.333,0.0,0.0,80.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,161.538,38.235,5.921,58.312,152.508,9.03,5.921,540.0,5066.667,5.0,3.667,3.25,7,0,5,0
인천,C20322,2,2.0,35.787,2,2,1,1.0,4,4,7,3,1.0,3.0,2,2.0,4.0,1,1,2.0,1.0,2,1.0,2.0,2.0,1.0,0.01,0.0,1.0,0.0,25.0,75.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,-402.586,-33.048,-84.507,40.456,-122.414,103.448,-83.099,-1475.0,3550.0,3.0,3.333,3.75,4,0,4,0
경기,C20322,2,2.0,6.79,3,4,1,1.0,3,1,6,3,1.0,3.0,2,2.0,4.0,1,1,2.0,3.0,2,2.0,3.0,3.0,3.0,20.0,0.0,1.0,14.285714285714285,9.523809523809524,47.61904761904761,23.809523809523807,4.761904761904762,14.286,61.905,9.524,14.286,0.0,0.0,0.0,0.0,70.0,30.0,9.912,89.46,0.627,0.0,23.952,80.676,0.659,77.394,95.931,0.632,-0.739,-36650.0,36611.765,16.0,3.5,3.0,14,0,7,0
경남,C20411,2,3.0,46.129,2,2,1,1.0,2,3,4,3,1.0,3.0,1,2.0,4.0,1,2,2.0,1.0,2,3.0,3.0,5.0,4.0,1.0,0.0,1.0,90.0,0.0,10.0,0.0,0.0,0.0,66.667,0.0,33.333,20.0,0.0,30.0,20.0,20.0,10.0,16.667,83.333,0.0,0.0,524.75,16.006,0.0,3.802,23.75,0.0,-9.474,-90.0,3166.667,0.0,1.5,1.0,76,10,7,0
경기,C20411,2,2.0,56.506,2,2,1,1.0,4,1,1,3,1.0,1.0,2,1.0,5.0,1,3,2.0,1.0,2,7.0,2.0,3.0,3.0,10.0,0.0,0.9866501650165016,58.0,0.0,14.0,14.0,14.0,11.111,44.444,11.111,0.0,0.0,0.0,90.0,0.0,10.0,0.0,17.692,43.846,0.0,38.462,255.612,28.121,2.326,24.677,87.755,2.041,7.558,162.5,420700.0,20.0,4.333,2.75,16,2,6,0
대전,C20411,2,2.0,32.425,4,3,1,1.0,2,1,3,3,1.0,1.0,2,2.0,3.0,1,1,1.0,1.0,2,1.0,2.0,3.0,2.0,10.0,0.01,1.0,10.0,30.0,30.0,20.0,10.0,20.0,40.0,10.0,30.0,0.0,0.0,99.9,0.0,0.0,0.1,0.0,100.0,0.0,0.0,153.386,39.465,-14.39,29.419,74.543,-10.727,-9.019,-161.905,15080.0,12.0,3.667,2.75,20,2,5,0
충남,C20411,2,2.0,32.425,2,3,2,1.0,2,2,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,4.0,2.0,3.0,2.0,10.0,0.01,1.0,0.0,0.0,72.0,28.0,0.0,20.0,30.0,20.0,30.0,20.0,20.0,20.0,0.0,0.0,40.0,27.366,72.634,0.0,0.0,240.698,29.352,3.222,155.875,531.063,17.11,6.084,492.405,63940.0,5.0,3.667,3.0,3,0,4,0
대전,C20411,2,2.0,64.763,2,3,1,1.0,4,1,3,3,1.0,3.0,1,2.0,4.0,1,1,1.0,1.0,2,4.0,3.0,4.0,3.0,2.0,0.0,1.0,20.0,25.0,35.0,20.0,0.0,0.0,88.889,0.0,11.111,0.0,0.0,100.0,0.0,0.0,0.0,28.099,71.901,0.0,0.0,189.616,34.528,2.158,21.668,62.754,1.354,-13.669,-1266.667,3088.889,21.0,4.167,3.25,9,2,4,0
경기,C20411,2,2.0,56.506,2,4,1,1.0,3,3,6,3,1.0,1.0,2,2.0,4.0,2,3,1.0,1.0,2,3.0,2.0,4.0,2.0,10.0,0.0,1.0,33.0,17.0,50.0,0.0,0.0,11.111,66.667,11.111,11.111,0.0,0.0,0.0,0.0,100.0,0.0,74.706,25.294,0.0,0.0,17.774,84.909,12.128,133.232,156.912,19.031,13.101,147600.0,19422.222,10.0,3.167,3.25,2,0,4,0
전남,C20411,2,2.0,64.763,2,4,2,1.0,2,2,6,3,1.0,1.0,2,2.0,4.0,2,3,2.0,1.0,2,2.0,2.0,3.0,3.0,50.0,0.0,1.0,0.0,0.0,80.0,20.0,0.0,11.111,77.778,11.111,0.0,0.0,0.0,20.0,0.0,80.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,3.9,96.246,4.069,61.152,63.537,2.585,2.784,1950.0,15566.667,5.0,3.833,2.75,1,0,5,0
경기,C20411,2,2.0,65.766,2,4,1,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,2,3,1.0,2.0,2,3.0,2.0,4.0,2.0,7.0,0.0,1.0,33.0,17.0,50.0,0.0,0.0,12.5,62.5,12.5,12.5,0.0,0.0,0.0,0.0,100.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,25.028,79.982,13.728,197.431,246.844,33.887,15.209,11300.0,27862.5,10.0,4.167,3.25,0,0,8,0
경기,C20411,2,3.0,3.971,2,4,1,1.0,3,5,6,1,1.0,1.0,2,2.0,3.0,2,1,2.0,2.0,2,2.0,3.0,3.0,2.0,10.0,0.0,1.0,17.82178217821782,21.782178217821784,58.415841584158414,1.98019801980198,0.0,36.765,13.235,10.294,23.529,0.0,0.0,50.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,44.372,69.266,2.35,127.946,184.718,4.34,1.512,206.25,22467.647,20.0,3.0,3.0,7,3,7,0
충북,C20411,2,2.0,6.79,2,3,1,1.0,4,3,5,1,2.0,3.0,2,2.0,4.0,2,1,1.0,3.0,2,7.0,2.0,4.0,3.0,50.0,0.0,1.0,54.54545454545454,18.181818181818183,27.27272727272727,0.0,0.0,18.182,50.0,0.0,22.727,9.0,0.0,91.0,0.0,0.0,0.0,49.589,50.411,0.0,0.0,149.478,40.084,0.305,128.276,320.02,0.977,1.991,156.198,45214.286,12.0,4.333,2.75,4,0,4,0
강원,C20411,2,3.0,19.643,2,4,1,2.0,3,3,5,3,2.0,1.0,2,2.0,3.0,1,1,1.0,2.0,2,3.0,2.0,4.0,3.0,30.0,0.0,1.0,25.0,19.0,56.0,0.0,0.0,12.5,31.25,18.75,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,53.73,65.055,6.081,64.246,98.757,6.005,6.402,513.978,46662.5,15.0,3.0,3.0,0,0,0,0
전북,C20411,2,3.0,2.7,2,4,1,2.0,3,3,6,3,1.0,3.0,2,1.0,4.0,1,4,1.0,4.0,2,5.0,3.0,2.0,1.0,15.0,0.0,1.0,34.0,14.0,47.0,5.0,0.0,40.102,26.904,21.827,11.168,0.0,10.0,30.0,28.0,20.0,2.0,49.066,50.934,0.0,0.0,56.374,63.951,-1.795,164.43,257.12,-4.616,-1.199,-241.732,38988.325,0.0,3.5,3.0,60,0,6,1
충남,C20411,2,3.0,19.643,2,4,1,1.0,2,2,5,3,1.0,3.0,2,2.0,3.0,2,1,2.0,3.0,2,7.0,3.0,4.0,3.0,40.0,0.0,1.0,31.0,0.0,38.0,31.0,0.0,23.077,38.462,15.385,23.077,0.0,38.3,52.4,0.0,0.0,9.3,0.0,100.0,0.0,0.0,171.014,36.907,6.002,136.955,371.078,22.272,7.116,511.25,44215.385,0.0,3.0,2.5,14,0,5,0
전북,C20411,2,2.0,2.464,2,4,1,2.0,3,2,6,3,1.0,3.0,2,2.0,5.0,1,3,1.0,2.0,2,4.0,3.0,2.0,1.0,0.01,0.01,1.0,25.27472527472528,13.186813186813188,57.14285714285714,2.197802197802198,2.197802197802198,18.681,39.011,11.538,17.582,0.0,0.0,89.2,0.0,9.5,1.3,50.647,49.353,0.0,0.0,64.455,60.807,0.981,153.327,252.154,2.474,1.721,997.778,43000.549,12.0,3.667,3.5,91,0,6,1
경북,C20411,2,2.0,6.79,2,4,1,1.0,3,2,7,3,1.0,1.0,2,2.0,4.0,2,4,2.0,1.0,2,4.0,1.0,3.0,3.0,9.0,0.0,1.0,30.434782608695656,34.78260869565217,30.434782608695656,4.3478260869565215,0.0,13.043,56.522,21.739,8.696,0.0,0.0,100.0,0.0,0.0,0.0,31.818,68.182,0.0,0.0,90.223,52.565,4.318,102.175,194.378,8.392,5.361,929.412,42103.571,14.0,3.0,2.75,22,0,4,0
전북,C20411,2,2.0,2.28,2,4,1,2.0,3,2,6,3,1.0,3.0,2,2.0,3.0,1,1,2.0,1.0,2,8.0,3.0,4.0,3.0,30.0,0.0,0.934,25.742574257425744,14.356435643564357,52.47524752475248,6.435643564356436,0.99009900990099,34.653,27.228,14.851,12.376,84.0,0.0,16.0,0.0,0.0,0.0,43.574,56.426,0.0,0.0,64.457,60.806,0.981,153.33,252.162,2.475,1.72,997.037,39929.082,0.0,4.0,4.0,0,1,11,0
대전,C20412,2,2.0,27.28,4,3,3,1.0,3,1,5,3,1.0,3.0,2,1.0,5.0,1,1,2.0,1.0,2,7.0,1.0,5.0,2.0,30.0,0.01,1.0,0.0,0.0,38.5,38.5,23.0,17.647,23.529,0.0,58.824,0.0,0.0,96.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,92.672,51.902,21.848,20.641,39.769,8.689,17.855,558.929,10311.765,22.0,4.333,3.5,22,1,3,0
